hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,183.72627,3965.45213769,9252.72165461,13401.9000623
2.0,0.0,141.3279,3862.36404606,9012.18277414,13015.8747202
3.0,0.0,178.073154,3956.82118599,9232.58276731,13367.4771073
4.0,0.0,203.512176,3885.86172792,9067.01069848,13156.3846024
5.0,0.0,200.685618,3781.1454204,8822.6726476,12804.503686
6.0,0.0,268.52301,3839.19694755,8958.12621095,13065.8461685
7.0,0.0,494.64765,4102.02636336,9571.39484784,14168.0688612
8.0,0.0,647.281782,4580.25311466,10687.2572675,15914.7921642
9.0,0.0,791.43624,4366.89577521,10189.4234755,15347.7554907
10.0,0.0,1088.22483,4017.48009966,9374.12023254,14479.8251622
11.0,0.0,1311.522912,4155.24909405,9695.58121945,15162.3532255
12.0,0.0,1418.932116,3740.01238497,8726.69556493,13885.6400659
13.0,0.0,1320.002586,3771.94241673,8801.19897237,13893.1439751
14.0,0.0,1269.124542,3946.29762039,9208.02778091,14423.4499433
15.0,0.0,1147.582548,3583.76107809,8362.10918221,13093.4528083
16.0,0.0,958.203162,3750.46376511,8751.08211859,13459.7490457
17.0,0.0,797.089356,4428.96399597,10334.2493239,15560.3026759
18.0,0.0,556.831926,4699.83193923,10966.2745249,16222.9383901
19.0,0.0,423.9837,4971.01328718,11599.0310034,16994.0279906
20.0,0.0,387.238446,5732.06078844,13374.8085064,19494.1077408
21.0,0.0,310.92138,5763.3019593,13447.7045717,19521.927911
22.0,0.0,223.298082,4690.54968309,10944.6159272,15858.4636923
23.0,0.0,155.46069,4713.87952668,10999.0522289,15868.3924456
24.0,0.0,172.420038,3817.76475423,8908.11775987,12898.3025521
25.0,0.0,183.72627,3632.29331112,8475.35105928,12291.3706404
26.0,0.0,141.3279,3832.59744696,8942.72737624,12916.6527232
27.0,0.0,178.073154,3332.55327777,7775.95764813,11286.5840799
28.0,0.0,203.512176,2783.54400761,6494.93601776,9481.99220137
29.0,0.0,200.685618,2909.68596076,6789.26724178,9899.63882054
30.0,0.0,268.52301,3762.88317318,8780.06073742,12811.4669206
31.0,0.0,494.64765,4167.45783087,9724.06827203,14386.1737529
32.0,0.0,647.281782,4651.42556427,10853.3263166,16152.0336629
33.0,0.0,791.43624,3835.49120202,8949.47947138,13576.4069134
34.0,0.0,1088.22483,3750.02799318,8750.06531742,13588.3181406
35.0,0.0,1311.522912,3373.83163059,7872.27380471,12557.6283473
36.0,0.0,1418.932116,3527.90079024,8231.76851056,13178.6014168
37.0,0.0,1320.002586,3647.32890252,8510.43410588,13477.7655944
38.0,0.0,1269.124542,3117.90260658,7275.10608202,11662.1332306
39.0,0.0,1147.582548,3046.74895242,7109.08088898,11303.4123894
40.0,0.0,958.203162,3466.52738202,8088.56389138,12513.2944354
41.0,0.0,797.089356,4046.40289263,9441.60674947,14285.0989981
42.0,0.0,556.831926,5182.26348516,12091.948132,17831.0435432
43.0,0.0,423.9837,5699.14971789,13298.0160084,19421.1494263
44.0,0.0,387.238446,5752.27219125,13421.9684463,19561.4790835
