hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,183.66075,3074.95674243,7174.89906567,10433.5165581
2.0,0.0,141.2775,3067.51269366,7157.52961854,10366.3198122
3.0,0.0,178.00965,3099.56005398,7232.30679262,10509.8764966
4.0,0.0,203.4396,2655.97181739,6197.26757391,9056.6789913
5.0,0.0,200.61405,2755.25253379,6428.92257885,9384.78916264
6.0,0.0,268.42725,2812.5869939,6562.70298578,9643.71722968
7.0,0.0,494.47125,2930.24190321,6837.23110749,10261.9442607
8.0,0.0,647.05095,3351.60755304,7820.41762376,11819.0761268
9.0,0.0,791.154,3254.12035641,7592.94749829,11638.2218547
10.0,0.0,1087.83675,3802.84319385,8873.30078565,13763.9807295
11.0,0.0,1311.0552,3872.72994066,9036.36986154,14220.1550022
12.0,0.0,1418.4261,3684.51531627,8597.20240463,13700.1438209
13.0,0.0,1319.53185,3075.00508998,7175.01187662,11569.5488166
14.0,0.0,1268.67195,3109.75593186,7256.09717434,11634.5250562
15.0,0.0,1147.1733,3368.65260207,7860.18940483,12376.0153069
16.0,0.0,957.86145,3118.04937825,7275.44854925,11351.3593775
17.0,0.0,796.8051,3427.19872167,7996.79701723,12220.8008389
18.0,0.0,556.63335,4070.405982,9497.613958,14124.65329
19.0,0.0,423.8325,4181.42414574,9756.65634006,14361.9129858
20.0,0.0,387.10035,4372.11872604,10201.6103608,14960.8294368
21.0,0.0,310.8105,4728.97859877,11034.2833971,16074.0724959
22.0,0.0,223.21845,4729.49746119,11035.4940761,15988.2099873
23.0,0.0,155.40525,4088.76798021,9540.45862049,13784.6318507
24.0,0.0,172.35855,3195.92134509,7457.14980521,10825.4297003
25.0,0.0,183.66075,2763.35728669,6447.83366895,9394.85170564
26.0,0.0,141.2775,2635.13726852,6148.65362654,8925.06839506
27.0,0.0,178.00965,2673.8126715,6238.8962335,9090.718555
28.0,0.0,203.4396,2616.41227858,6104.96198335,8924.81386193
29.0,0.0,200.61405,2708.5915207,6320.04688163,9229.25245233
30.0,0.0,268.42725,2717.14725209,6340.01025489,9325.58475698
31.0,0.0,494.47125,3002.65657824,7006.19868256,10503.3265108
32.0,0.0,647.05095,3215.09125497,7501.87959493,11364.0217999
33.0,0.0,791.154,3355.19546166,7828.78941054,11975.1388722
34.0,0.0,1087.83675,3675.74462154,8576.73745026,13340.3188218
35.0,0.0,1311.0552,3574.62583137,8340.79360653,13226.4746379
36.0,0.0,1418.4261,3294.35166513,7686.82055197,12399.5983171
37.0,0.0,1319.53185,3805.64553009,8879.83957021,14005.0169503
38.0,0.0,1268.67195,3545.59480761,8273.05455109,13087.3213087
39.0,0.0,1147.1733,3266.98387974,7622.96238606,12037.1195658
40.0,0.0,957.86145,3071.73730461,7167.38704409,11196.9857987
41.0,0.0,796.8051,3698.44953909,8629.71559121,13124.9702303
42.0,0.0,556.63335,4322.25739005,10085.2672435,14964.1579835
43.0,0.0,423.8325,4669.01289708,10894.3634265,15987.2088236
44.0,0.0,387.10035,4929.76008498,11502.7735316,16819.6339666
45.0,0.0,310.8105,4849.2505926,11314.9180494,16474.979142
46.0,0.0,223.21845,4654.76144403,10861.1100361,15739.0899301
47.0,0.0,155.40525,4446.74337192,10375.7345345,14977.8831564
48.0,0.0,172.35855,3487.44322767,8137.36753123,11797.1693089
49.0,0.0,183.66075,3106.76829282,7249.12601658,10539.5550594
50.0,0.0,141.2775,2686.63950171,6268.825504,9096.74250571
51.0,0.0,178.00965,2611.94075866,6094.52843687,8884.47884553
52.0,0.0,203.4396,2455.65424537,5729.85990586,8388.95375123
53.0,0.0,200.61405,2518.8370735,5877.28650485,8596.73762835
54.0,0.0,268.42725,2858.27569045,6669.30994437,9796.01288482
55.0,0.0,494.47125,2918.4824727,6809.7924363,10222.746159
56.0,0.0,647.05095,2916.35590353,6804.83044157,10368.2372951
57.0,0.0,791.154,3216.35782149,7504.83491681,11512.3467383
58.0,0.0,1087.83675,3249.2692743,7581.6283067,11918.734331
59.0,0.0,1311.0552,3763.82030568,8782.24737992,13857.1228856
60.0,0.0,1418.4261,3502.18814577,8171.77234013,13092.3865859
61.0,0.0,1319.53185,3089.27011614,7208.29693766,11617.0989038
62.0,0.0,1268.67195,3283.47637722,7661.44488018,12213.5932074
63.0,0.0,1147.1733,3324.25058883,7756.58470727,12228.0085961
64.0,0.0,957.86145,3950.26340028,9217.28126732,14125.4061176
65.0,0.0,796.8051,4227.39961938,9863.93244522,14888.1371646
66.0,0.0,556.63335,5023.32737268,11721.0972029,17301.0579256
67.0,0.0,423.8325,5450.37869454,12717.5502873,18591.7614818
68.0,0.0,387.10035,5413.95845508,12632.5697285,18433.6285336
69.0,0.0,310.8105,4822.87077915,11253.3651514,16387.0464305
70.0,0.0,223.21845,4898.95543671,11430.896019,16553.0699057
71.0,0.0,155.40525,4209.31996044,9821.74657436,14186.4717848
72.0,0.0,172.35855,3473.77988934,8105.48640846,11751.6248478
73.0,0.0,183.66075,3180.64398801,7421.50263869,10785.8073767
74.0,0.0,141.2775,2651.8397324,6187.62604227,8980.74327467
75.0,0.0,178.00965,2377.20012636,5546.80029483,8102.01007119
76.0,0.0,203.4396,2356.15215483,5497.68836126,8057.28011609
77.0,0.0,200.61405,2520.10464848,5880.2441798,8600.96287828
78.0,0.0,268.42725,3021.22270857,7049.51965333,10339.1696119
79.0,0.0,494.47125,2948.50210986,6879.83825634,10322.8116162
80.0,0.0,647.05095,3141.73989804,7330.72642876,11119.5172768
81.0,0.0,791.154,3846.22041027,8974.51429063,13611.8887009
82.0,0.0,1087.83675,4060.39508511,9474.25519859,14622.4870337
83.0,0.0,1311.0552,3951.06505623,9219.15179787,14481.2720541
84.0,0.0,1418.4261,3765.34485651,8785.80466519,13969.5756217
85.0,0.0,1319.53185,3265.6484076,7619.8462844,12205.026542
86.0,0.0,1268.67195,3565.93808487,8320.52219803,13155.1322329
87.0,0.0,1147.1733,3501.29379717,8169.68552673,12818.1526239
88.0,0.0,957.86145,3601.37537166,8403.20920054,12962.4460222
89.0,0.0,796.8051,3811.28252835,8892.99256615,13501.0801945
90.0,0.0,556.63335,4218.48317475,9843.12740775,14618.2439325
91.0,0.0,423.8325,5614.32348252,13100.0881259,19138.2441084
92.0,0.0,387.10035,5092.49329527,11882.4843556,17362.0780009
93.0,0.0,310.8105,5169.13764699,12061.3211763,17541.2693233
94.0,0.0,223.21845,4210.04625282,9823.44125658,14256.7059594
95.0,0.0,155.40525,3503.05670787,8173.79898503,11832.2609429
96.0,0.0,172.35855,2985.18827745,6965.43931405,10122.9861415
97.0,0.0,183.66075,2825.00521038,6591.67882423,9600.34478461
98.0,0.0,141.2775,2536.32241742,5918.08564066,8595.68555808
99.0,0.0,178.00965,2247.82602787,5244.92739837,7670.76307624
100.0,0.0,203.4396,2289.05213153,5341.12164023,7833.61337176
101.0,0.0,200.61405,2284.5596915,5330.63928016,7815.81302165
102.0,0.0,268.42725,2396.82749137,5592.59747987,8257.85222125
103.0,0.0,494.47125,2657.29075768,6200.34510127,9352.10710895
104.0,0.0,647.05095,3147.27344826,7343.63804594,11137.9624442
105.0,0.0,791.154,3359.30871702,7838.38700638,11988.8497234
106.0,0.0,1087.83675,3148.85086449,7347.31868381,11584.0062983
107.0,0.0,1311.0552,3618.79751046,8443.86085774,13373.7135682
108.0,0.0,1418.4261,3656.91883449,8532.81061381,13608.1555483
109.0,0.0,1319.53185,3614.5980546,8434.0621274,13368.192032
110.0,0.0,1268.67195,3491.64732558,8147.17709302,12907.4963686
111.0,1.04175318777,1147.1733,3242.05286481,7564.79001789,11955.0579359
112.0,26.825144585,957.86145,3558.44727831,8303.04364939,12846.1775223
113.0,0.0,796.8051,3167.23562688,7390.21646272,11354.2571896
114.0,0.0,556.63335,4015.28238177,9368.99222413,13940.9079559
115.0,0.0,423.8325,4619.96436324,10779.9168476,15823.7137108
116.0,0.0,387.10035,4571.13817911,10665.9890846,15624.2276137
117.0,0.0,310.8105,4412.87390667,10296.7057822,15020.3901889
118.0,0.0,223.21845,4258.1631954,9935.7141226,14417.095768
119.0,0.0,155.40525,4059.61884633,9472.44397477,13687.4680711
120.0,0.0,172.35855,3154.92623943,7361.49455867,10688.7793481
121.0,0.0,183.66075,2473.19461102,5770.78742572,8427.64278674
122.0,0.0,141.2775,2311.23877201,5392.89046803,7845.40674005
123.0,0.0,178.00965,2252.636704,5256.15230932,7686.79866332
124.0,0.0,203.4396,2336.86872503,5452.69369173,7993.00201675
125.0,0.0,200.61405,2313.22521241,5397.52549563,7911.36475804
126.0,0.0,268.42725,2676.28959433,6244.6757201,9189.39256443
127.0,0.0,494.47125,2974.24559046,6939.90637774,10408.6232182
128.0,0.0,647.05095,2964.34557957,6916.80635233,10528.2028819
129.0,0.0,791.154,3188.40499332,7439.61165108,11419.1706444
130.0,0.0,1087.83675,3118.37815836,7276.21570284,11482.4306112
