hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,124.04574,6152.05706157,14354.7998103,20630.9026119
2.0,0.0,95.4198,5329.03512441,12434.4152903,17858.8702147
3.0,0.0,120.228948,5176.70671686,12078.9823393,17375.9180042
4.0,0.0,137.404512,4544.67274689,10604.2364094,15286.3136683
5.0,0.0,135.496116,4830.9250197,11272.1583793,16238.579515
6.0,0.0,181.29762,4750.6380015,11084.8220035,16016.757625
7.0,0.0,333.9693,5058.01314936,11802.0306818,17194.0131312
8.0,0.0,437.022684,5564.82522906,12984.5922011,18986.4401142
9.0,0.0,534.35088,6349.20361035,14814.8084242,21698.3629145
10.0,0.0,734.73246,6481.97352978,15124.6049028,22341.3108926
11.0,0.0,885.495744,6345.85920858,14807.00482,22038.3597726
12.0,0.0,958.014792,5881.46934333,13723.4284678,20562.9126031
13.0,0.0,891.220932,5731.96473174,13374.5843741,19997.7700378
14.0,0.0,856.869804,5401.64425626,12603.8365979,18862.3506582
15.0,0.0,774.808776,5878.41122859,13716.2928667,20369.5128713
16.0,0.0,646.946244,5541.44457717,12930.0373467,19118.4281679
17.0,0.0,538.167672,6854.12577636,15992.9601448,23385.2535932
18.0,0.0,375.954012,9055.13808879,21128.6555405,30559.7476413
19.0,0.0,286.2594,9547.19067858,22276.77825,32110.2283286
20.0,0.0,261.450252,8852.0065398,20654.6819262,29768.138718
21.0,0.0,209.92356,8041.45850328,18763.4031743,27014.7852376
22.0,0.0,150.763284,7322.95297122,17086.8902662,24560.6065214
23.0,0.0,104.96178,6801.25454814,15869.5939457,22775.8102738
24.0,0.0,116.412156,5692.21013694,13281.8236529,19090.4459458
25.0,0.0,124.04574,4956.1241991,11564.2897979,16644.459737
26.0,0.0,95.4198,4440.78006861,10361.8201601,14898.0200287
27.0,0.0,120.228948,4461.68808111,10410.6055226,14992.5225517
28.0,0.0,137.404512,4337.66915217,10121.2280217,14596.3016859
29.0,0.0,135.496116,4545.97556919,10607.2763281,15288.7480133
30.0,0.0,181.29762,4764.32651097,11116.7618589,16062.3859899
31.0,0.0,333.9693,5854.77428289,13661.1399934,19849.8835763
32.0,0.0,437.022684,6001.3313844,14003.1065636,20441.460632
33.0,0.0,534.35088,7324.9078305,17091.4516045,24950.710315
34.0,0.0,734.73246,7411.02727227,17292.3969686,25438.1567009
35.0,0.0,885.495744,7339.20306744,17124.8071574,25349.5059688
36.0,0.0,958.014792,5818.06401774,13575.4827081,20351.5615178
37.0,0.0,891.220932,6043.28749446,14101.0041537,21035.5125802
38.0,0.0,856.869804,5019.79719552,11712.8601229,17589.5271224
39.0,0.0,774.808776,4862.59101042,11346.045691,16983.4454774
40.0,0.0,646.946244,4707.79771848,10984.8613431,16339.6053056
41.0,0.0,538.167672,5606.25906672,13081.2711557,19225.6978944
42.0,0.0,375.954012,8014.45090023,18700.3854339,27090.7903461
43.0,0.0,286.2594,9081.02296515,21189.0535854,30556.3359505
44.0,0.0,261.450252,9574.32821067,22340.0991582,32175.8776209
45.0,0.0,209.92356,8688.39038067,20272.9108882,29171.2248289
46.0,0.0,150.763284,7738.66888356,18056.8940616,25946.3262292
47.0,0.0,104.96178,6550.50296409,15284.5069162,21939.9716603
48.0,0.0,116.412156,5995.36099809,13989.1756622,20100.9488163
49.0,0.0,124.04574,4755.53416734,11096.2463905,15975.8262978
50.0,0.0,95.4198,3824.30091144,8923.36879336,12843.0895048
51.0,0.0,120.228948,4134.56360271,9647.31507299,13902.1076237
52.0,0.0,137.404512,3987.79759188,9304.86104772,13430.0631516
53.0,0.0,135.496116,4038.81723033,9423.90687077,13598.2202171
54.0,0.0,181.29762,4606.24388883,10747.9024073,15535.4439161
55.0,0.0,333.9693,5455.82258133,12730.2526898,18520.0445711
56.0,0.0,437.022684,6177.43284132,14414.0099631,21028.4654884
57.0,0.0,534.35088,6559.83063402,15306.2714794,22400.4529934
58.0,0.0,734.73246,6856.32430209,15998.0900382,23589.1468003
59.0,0.0,885.495744,6387.75335052,14904.7578179,22178.0069124
60.0,0.0,958.014792,5568.27680889,12992.6458874,19518.9374883
61.0,0.0,891.220932,5960.28589068,13907.3337449,20758.8405676
62.0,0.0,856.869804,5438.43317313,12689.677404,18984.9803811
63.0,0.0,774.808776,4270.62146931,9964.78342839,15010.2136737
64.0,0.0,646.946244,4818.07961433,11242.1857668,16707.2116251
65.0,0.0,538.167672,5670.93755289,13232.1876234,19441.2928483
66.0,0.0,375.954012,8182.61429034,19092.7666775,27651.3349798
67.0,0.0,286.2594,8346.18782442,19474.438257,28106.8854814
68.0,0.0,261.450252,8619.00694887,20111.016214,28991.4734149
69.0,0.0,209.92356,8357.08070133,19499.8549698,28066.8592311
70.0,0.0,150.763284,7412.81307345,17296.5638381,24860.1401955
71.0,0.0,104.96178,6367.17337497,14856.7378749,21328.8730299
72.0,0.0,116.412156,4929.70304706,11502.6404431,16548.7556462
73.0,0.0,124.04574,4932.69830949,11509.6293888,16566.3734383
74.0,0.0,95.4198,4047.00603168,9443.01407392,13585.4399056
75.0,0.0,120.228948,4301.04003381,10035.7600789,14457.0290607
76.0,0.0,137.404512,3959.36725062,9238.52358478,13335.2953474
77.0,0.0,135.496116,4427.49786837,10330.8283595,14893.8223439
78.0,0.0,181.29762,4264.96275768,9951.57976792,14397.8401456
79.0,0.0,333.9693,5008.85342373,11687.3246554,17030.1473791
80.0,0.0,437.022684,5483.31212148,12794.3949501,18714.7297556
81.0,0.0,534.35088,6412.32804996,14962.0987832,21908.7777132
82.0,0.0,734.73246,6376.51021209,14878.5238282,21989.7665003
83.0,0.0,885.495744,6219.22645185,14511.5283876,21616.2505835
84.0,0.0,958.014792,5869.48955685,13695.4756327,20522.9799815
85.0,0.0,891.220932,5690.86643337,13278.6883445,19860.7757099
86.0,0.0,856.869804,5187.63602283,12104.4840533,18148.9898801
87.0,0.0,774.808776,5414.5636239,12633.9817891,18823.354189
88.0,0.0,646.946244,5499.80144616,12832.870041,18979.6177312
89.0,0.0,538.167672,5923.48764228,13821.4711653,20283.1264796
