hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,99.93984,3290.33402337,7677.44605453,11067.7199179
2.0,0.0,76.8768,2963.92958289,6915.83569342,9956.64207631
3.0,0.0,96.864768,2471.02557517,5765.72634208,8333.61668525
4.0,0.0,110.702592,2270.38882339,5297.57392123,7678.66533662
5.0,0.0,109.165056,2260.64321801,5274.83417535,7644.64244935
6.0,0.0,146.06592,2204.19938421,5143.1318965,7493.39720071
7.0,0.0,269.0688,2172.32230691,5068.75204947,7510.14315638
8.0,0.0,352.095744,2060.41528276,4807.63565976,7220.14668652
9.0,0.0,430.51008,2025.40804916,4725.95211471,7181.87024387
10.0,0.0,591.95136,2004.64632225,4677.50808526,7274.10576751
11.0,0.0,713.416704,2108.15444341,4919.02703461,7740.59818202
12.0,0.0,771.843072,2078.39975713,4849.59943331,7699.84226244
13.0,0.0,718.029312,1923.74787859,4488.74505005,7130.52224064
14.0,0.0,690.353664,1633.18317776,3810.76074811,6134.29758987
15.0,0.0,624.239616,1793.6279556,4185.13189641,6602.99946801
16.0,0.0,521.224704,1595.29545662,3722.35606544,5838.87622606
17.0,0.0,433.585152,1866.84423327,4355.96987763,6656.3992629
18.0,0.0,302.894592,2888.22241564,6739.18563648,9930.30264412
19.0,0.0,230.6304,3175.07195265,7408.50122285,10814.2035755
20.0,0.0,210.642432,3323.19489393,7754.12141917,11287.9587451
21.0,0.0,169.12896,3118.72950024,7277.03550056,10564.8939608
22.0,0.0,121.465344,3013.3819731,7031.2246039,10166.071921
23.0,0.0,84.56448,2731.08760998,6372.53775663,9188.18984661
24.0,0.0,93.789696,2506.55640979,5848.63162286,8448.97772865
25.0,0.0,99.93984,2219.71192616,5179.3278277,7498.97959386
26.0,0.0,76.8768,1955.42682436,4562.66259019,6594.96621455
27.0,0.0,96.864768,1813.62902382,4231.80105558,6142.2948474
28.0,0.0,110.702592,1888.10363619,4405.57515112,6404.38137931
29.0,0.0,109.165056,2065.59326275,4819.71761307,6994.47593182
30.0,0.0,146.06592,2211.69533452,5160.62244721,7518.38370173
31.0,0.0,269.0688,2351.50368807,5486.84193884,8107.41442691
32.0,0.0,352.095744,2048.53369087,4779.91194536,7180.54138023
33.0,0.0,430.51008,1971.34271749,4599.79967415,7001.65247164
34.0,0.0,591.95136,1874.18745734,4373.10406714,6839.24288448
35.0,7.34116625827,713.416704,2031.07271684,4739.16967263,7491.00025973
36.0,12.2518112554,771.843072,1798.65366033,4196.85854077,6779.60708436
37.0,29.7032781435,718.029312,1566.20910616,3654.48791438,5968.42961068
38.0,25.9505177405,690.353664,1291.39324722,3013.25091019,5020.94833915
39.0,67.4536932688,624.239616,1512.89144034,3530.08002745,5734.66477706
40.0,57.3117906978,521.224704,1507.41325381,3517.29759221,5603.24734072
41.0,27.0247445088,433.585152,1844.2234612,4303.18807614,6608.02143385
42.0,0.198409898872,302.894592,2791.71783841,6514.00828963,9608.81912995
43.0,0.0,230.6304,3224.08314417,7522.86066973,10977.5742139
44.0,0.0,210.642432,3203.14539432,7474.00592008,10887.7937464
45.0,0.0,169.12896,3227.19908661,7530.13120209,10926.4592487
46.0,0.0,121.465344,2970.12273273,6930.28637637,10021.8744531
47.0,0.0,84.56448,2863.06150328,6680.47684098,9628.10282425
48.0,0.0,93.789696,2372.58912359,5536.04128838,8002.42010797
49.0,0.0,99.93984,2089.89111424,4876.41259988,7066.24355412
50.0,0.0,76.8768,1863.24443199,4347.5703413,6287.69157329
51.0,0.0,96.864768,1879.815172,4386.23540134,6362.91534135
52.0,0.0,110.702592,1905.72681316,4446.69589736,6463.12530252
