hour_ending,cooling,poolpump,plugload,other,total,,,,,,,,
1147,0,343.9359,799.26592,1864.953813,3008.155633,,,,,,,,
1148,0,314.128122,1042.904961,2433.444909,3790.477992,,,,,,,,
1149,0,252.21966,1178.345798,2749.47353,4180.038988,,,,,,,,
1150,0,181.139574,925.4432,2159.367467,3265.950241,,,,,,,,
1151,0,126.10983,873.6062397,2038.414559,3038.130629,,,,,,,,
1152,0,139.867266,810.4064949,1890.948488,2841.222249,,,,,,,,
1153,0,149.03889,714.1987554,1666.463762,2529.701408,,,,,,,,
1154,0,114.6453,728.972884,1700.936729,2544.554913,,,,,,,,
1155,0,144.453078,749.9582078,1749.902485,2644.313771,,,,,,,,
1156,0,165.089232,681.0216294,1589.050469,2435.16133,,,,,,,,
1157,0,162.796326,730.1236961,1703.621958,2596.54198,,,,,,,,
1158,0,217.82607,737.0992413,1719.89823,2674.823541,,,,,,,,
1159,0,401.25855,787.9303548,1838.504161,3027.693066,,,,,,,,
1160,0,525.075474,493.7204279,1152.014332,2170.810234,,,,,,,,
1161,0,642.01368,198.3825693,462.8926617,1303.288911,,,,,,,,
1162,0,882.76881,35.10847973,81.91978603,999.7970758,,,,,,,,
1163,0,926.1922806,30.87307602,72.03717738,1029.102534,,,,,,,,
1164,1.960291316,1151.038812,48.92674582,114.1624069,1316.088256,,,,,,,,
1165,9.881468471,958.9686286,31.96562095,74.58644889,1075.402167,,,,,,,,
1166,9.881468471,882.1666111,29.40555371,68.61295864,990.066592,,,,,,,,
1167,10.04688766,930.919836,54.79513739,127.8553206,1123.617182,,,,,,,,
1168,9.881468471,777.295134,72.82607552,169.9275095,1029.930188,,,,,,,,
1169,5.920879893,646.599492,168.5665365,393.3219186,1214.408827,,,,,,,,
1170,1.960291316,451.702482,377.1233083,879.9543861,1710.740468,,,,,,,,
1171,0,343.9359,747.2251758,1743.52541,2834.686486,,,,,,,,
1172,0,314.128122,918.9862685,2144.301293,3377.415684,,,,,,,,
1173,0,252.21966,989.5666227,2308.988786,3550.775069,,,,,,,,
1174,0,181.139574,891.240165,2079.560385,3151.940124,,,,,,,,
1175,0,126.10983,853.4336689,1991.345227,2970.888726,,,,,,,,
1176,0,139.867266,780.5390318,1821.257741,2741.664039,,,,,,,,
1177,0,149.03889,701.1919782,1636.114616,2486.345484,,,,,,,,
1178,0,114.6453,709.7035437,1655.974935,2480.323779,,,,,,,,
1179,0,144.453078,752.848621,1756.646782,2653.948481,,,,,,,,
1180,0,165.089232,675.1203965,1575.280925,2415.490554,,,,,,,,
1181,0,162.796326,748.6101859,1746.7571,2658.163612,,,,,,,,
1182,0,217.82607,730.2345681,1703.880659,2651.941297,,,,,,,,
1183,0,401.25855,699.5925539,1632.382626,2733.23373,,,,,,,,
1184,0,525.075474,499.3205674,1165.081324,2189.477365,,,,,,,,
1185,0,642.01368,208.2581406,485.9356614,1336.207482,,,,,,,,
1186,0,882.76881,40.88927494,95.4083082,1019.066393,,,,,,,,
1187,0,1063.908384,40.50152914,94.503568,1198.913481,,,,,,,,
1188,0,1151.038812,14.78056854,34.48799325,1200.307374,,,,,,,,
1189,0,870.931272,29.0310424,67.73909894,967.7014134,,,,,,,,
1190,0,719.5000419,23.98333473,55.96111437,799.444491,,,,,,,,
1191,0,930.919836,45.63293372,106.4768453,1083.029615,,,,,,,,
1192,0,777.295134,75.50248829,176.1724727,1028.970095,,,,,,,,
1193,0,646.599492,199.3171336,465.0733118,1310.989937,,,,,,,,
1194,0,451.702482,421.1166391,982.6054913,1855.424612,,,,,,,,
1195,0,343.9359,719.8243235,1679.590088,2743.350312,,,,,,,,
1196,0,314.128122,1021.571543,2383.666935,3719.3666,,,,,,,,
1197,0,252.21966,930.0725781,2170.169349,3352.461587,,,,,,,,
1198,0,181.139574,880.1108764,2053.592045,3114.842495,,,,,,,,
1199,0,126.10983,807.5874892,1884.370808,2818.068127,,,,,,,,
1200,0,139.867266,743.3355942,1734.44972,2617.65258,,,,,,,,
1201,0,149.03889,662.519628,1545.879132,2357.43765,,,,,,,,
1202,0,114.6453,702.1267069,1638.295649,2455.067656,,,,,,,,
1203,0,144.453078,679.6251799,1585.792086,2409.870344,,,,,,,,
1204,0,165.089232,679.2151333,1584.835311,2429.139676,,,,,,,,
1205,0,162.796326,700.918607,1635.47675,2499.191683,,,,,,,,
1206,0,217.82607,691.2141825,1612.833093,2521.873345,,,,,,,,
1207,0,401.25855,758.6048723,1770.078035,2929.941458,,,,,,,,
1208,0,525.075474,386.414352,901.633488,1813.123314,,,,,,,,
1209,0,642.01368,107.9226577,251.8195346,1001.755872,,,,,,,,
1210,0,882.76881,32.08837521,74.87287548,989.7300607,,,,,,,,
1211,0,1063.908384,79.13636376,184.6515154,1327.696263,,,,,,,,
1212,0,808.1855823,26.93951941,62.85887863,897.9839804,,,,,,,,
1213,0,776.3367355,25.87789118,60.38174609,862.5963727,,,,,,,,
1214,0,1029.514794,45.81753338,106.9075779,1182.239905,,,,,,,,
1215,0,930.919836,31.2731355,72.97064951,1035.163621,,,,,,,,
1216,0,777.295134,35.55016509,82.95038522,895.7956843,,,,,,,,
1217,0,646.599492,50.85750696,118.6675162,816.1245152,,,,,,,,
1218,0,451.702482,173.7477904,405.4115109,1030.861783,,,,,,,,
1219,0,343.9359,617.2347556,1440.21443,2401.385085,,,,,,,,
1220,0,314.128122,898.1045052,2095.577179,3307.809806,,,,,,,,
1221,0,252.21966,918.0048783,2142.011383,3312.235921,,,,,,,,
1222,0,181.139574,899.7256799,2099.35992,3180.225174,,,,,,,,
1223,0,126.10983,796.8300283,1859.270066,2782.209924,,,,,,,,
1224,0,139.867266,739.1099728,1724.589936,2603.567175,,,,,,,,
1225,0,149.03889,689.08843,1607.873003,2446.000323,,,,,,,,
1226,0,114.6453,683.8706054,1595.698079,2394.213985,,,,,,,,
1227,0,144.453078,645.96407,1507.249497,2297.666645,,,,,,,,
1228,0,165.089232,720.764622,1681.784118,2567.637972,,,,,,,,
1229,0,162.796326,745.960658,1740.574869,2649.331853,,,,,,,,
1230,0,217.82607,698.3197433,1629.412734,2545.558548,,,,,,,,
1231,0,401.25855,649.1912025,1514.779472,2565.229225,,,,,,,,
1232,0,525.075474,410.3805876,957.5547044,1893.010766,,,,,,,,
1233,0,642.01368,145.0306469,338.4048427,1125.44917,,,,,,,,
1234,0,793.8076418,26.46025473,61.74059436,882.0084909,,,,,,,,
1235,0,856.1733954,28.53911318,66.59126408,951.3037726,,,,,,,,
1236,0,921.8170981,30.7272366,71.69688541,1024.24122,,,,,,,,
1237,0,1070.787102,16.20145393,37.80339249,1124.791948,,,,,,,,
1238,0,904.9358109,30.16452703,70.3838964,1005.484234,,,,,,,,
1239,0,930.919836,24.75368571,57.75859999,1013.432122,,,,,,,,
1240,0,777.295134,54.83342879,127.9446672,960.07323,,,,,,,,
1241,0,646.599492,107.7445162,251.4038711,1005.747879,,,,,,,,
1242,0,451.702482,231.8146799,540.9009199,1224.418082,,,,,,,,
1243,0,343.9359,788.2103524,1839.157489,2971.303741,,,,,,,,
1244,0,314.128122,1016.804846,2372.54464,3703.477607,,,,,,,,
1245,0,252.21966,928.7932935,2167.184352,3348.197305,,,,,,,,
1246,0,181.139574,924.619548,2157.445612,3263.204734,,,,,,,,
1247,0,126.10983,926.71733,2162.340437,3215.167597,,,,,,,,
1248,0,139.867266,825.4004366,1925.934352,2891.202055,,,,,,,,
1249,0,149.03889,718.112856,1675.596664,2542.74841,,,,,,,,
1250,0,114.6453,686.9416564,1602.863865,2404.450821,,,,,,,,
1251,0,144.453078,686.7909482,1602.512212,2433.756239,,,,,,,,
1252,0,165.089232,675.7827796,1576.826486,2417.698497,,,,,,,,
1253,0,162.796326,749.9349557,1749.84823,2662.579512,,,,,,,,
1254,0,217.82607,693.4421922,1618.031782,2529.300044,,,,,,,,
1255,0,401.25855,649.3116437,1515.060502,2565.630696,,,,,,,,
1256,0,525.075474,410.5010162,957.8357046,1893.412195,,,,,,,,
1257,0,642.01368,180.3175972,420.7410602,1243.072337,,,,,,,,
1258,0,882.76881,64.49419791,150.4864618,1097.74947,,,,,,,,
1259,0,1063.908384,34.86376336,81.34878117,1180.120929,,,,,,,,
1260,0,1151.038812,32.60060531,76.06807906,1259.707496,,,,,,,,
1261,0,1070.787102,89.55297845,208.9569497,1369.29703,,,,,,,,
1262,0,1029.514794,69.87395507,163.0392285,1262.427978,,,,,,,,
1263,0,930.919836,129.366485,301.8551317,1362.141453,,,,,,,,
1264,0,777.295134,192.258775,448.6038083,1418.157717,,,,,,,,
1265,0,646.599492,166.759802,389.1062046,1202.465499,,,,,,,,
1266,0,451.702482,377.1723999,880.068933,1708.943815,,,,,,,,
1267,0,343.9359,785.6856162,1833.266438,2962.887954,,,,,,,,
1268,0,314.128122,1072.308684,2502.053596,3888.490403,,,,,,,,
1269,0,252.21966,973.9988824,2272.664059,3498.882601,,,,,,,,
1270,0,181.139574,954.1787714,2226.417133,3361.735479,,,,,,,,
1271,0,126.10983,941.7836872,2197.49527,3265.388787,,,,,,,,
1272,0,139.867266,882.1245395,2058.290592,3080.282398,,,,,,,,
1273,0,149.03889,715.4633252,1669.414425,2533.916641,,,,,,,,
1274,0,114.6453,742.581845,1732.690972,2589.918117,,,,,,,,
1275,0,144.453078,749.2356223,1748.216452,2641.905152,,,,,,,,
1276,0,165.089232,688.006765,1605.349118,2458.445115,,,,,,,,
1277,0,162.796326,795.7598187,1856.77291,2815.329055,,,,,,,,
1278,0,217.82607,735.9551562,1717.228698,2671.009924,,,,,,,,
1279,0,401.25855,656.7785193,1532.483212,2590.520281,,,,,,,,
1280,0,525.075474,462.1066639,1078.248883,2065.43102,,,,,,,,
1281,0,642.01368,228.4909259,533.1454938,1403.6501,,,,,,,,
1282,0,882.76881,150.1222903,350.2853441,1383.176444,,,,,,,,
1283,0,1063.908384,208.4058308,486.2802718,1758.594487,,,,,,,,
1284,0,1151.038812,113.3137751,264.3988086,1528.751396,,,,,,,,
1285,0,1070.787102,235.0605659,548.4746537,1854.322322,,,,,,,,
1286,0,1029.514794,130.139829,303.6596009,1463.314224,,,,,,,,
1287,0,930.919836,177.832364,414.9421826,1523.694383,,,,,,,,
1288,1.960291316,777.295134,225.1497307,525.3493716,1529.754528,,,,,,,,
1289,0,646.599492,351.7512411,820.7528958,1819.103629,,,,,,,,
1290,0,451.702482,474.0297743,1106.069473,2031.80173,,,,,,,,
1291,0,343.9359,840.7775823,1961.814359,3146.527841,,,,,,,,
1292,0,314.128122,963.3488328,2247.813943,3525.290898,,,,,,,,
1293,0,252.21966,1059.749221,2472.748182,3784.717062,,,,,,,,
1294,0,181.139574,859.7468691,2006.076028,3046.962471,,,,,,,,
1295,0,126.10983,958.4035054,2236.274846,3320.788181,,,,,,,,
1296,0,139.867266,820.4767477,1914.445745,2874.789758,,,,,,,,
1297,0,149.03889,701.0715412,1635.833596,2485.944027,,,,,,,,
1298,0,114.6453,737.3430022,1720.467005,2572.455307,,,,,,,,
1299,0,144.453078,720.3918406,1680.914295,2545.759213,,,,,,,,
1300,0,165.089232,702.398544,1638.929936,2506.417712,,,,,,,,
1301,0,162.796326,742.3476703,1732.144564,2637.28856,,,,,,,,
1302,0,217.82607,727.0430855,1696.433866,2641.303022,,,,,,,,
1303,0,401.25855,726.5093831,1695.188561,2822.956494,,,,,,,,
1304,0,525.075474,394.3027453,920.039739,1839.417958,,,,,,,,
1305,0,642.01368,220.24124,513.8962266,1376.151147,,,,,,,,
1306,0,882.76881,40.28711782,94.0032749,1017.059203,,,,,,,,
1307,0,899.2904547,29.97634849,69.94481314,999.2116163,,,,,,,,
1308,0,821.5896429,27.38632143,63.90141667,912.877381,,,,,,,,
1309,0,1070.787102,43.63183776,101.8076214,1216.226561,,,,,,,,
1310,0,1029.514794,44.03756877,102.7543271,1176.30669,,,,,,,,
1311,0,930.919836,50.90788282,118.7850599,1100.612779,,,,,,,,
1312,0,777.295134,105.2935967,245.685059,1128.27379,,,,,,,,
1313,0,646.599492,182.3786929,425.5502835,1254.528468,,,,,,,,
1314,0,451.702482,204.5941659,477.3863872,1133.683035,,,,,,,,
1315,0,343.9359,567.3501297,1323.816969,2235.102999,,,,,,,,
1316,0,314.128122,875.7970866,2043.526536,3233.451744,,,,,,,,
1317,0,252.21966,912.8505768,2129.984679,3295.054916,,,,,,,,
1318,0,181.139574,887.1756651,2070.076552,3138.391791,,,,,,,,
1319,0,126.10983,837.8659259,1955.020494,2918.99625,,,,,,,,
1320,0,139.867266,767.7129014,1791.330103,2698.910271,,,,,,,,
1321,0,149.03889,719.3773979,1678.547262,2546.96355,,,,,,,,
1322,0,114.6453,694.9024643,1621.439083,2430.986848,,,,,,,,
1323,0,144.453078,698.1116972,1628.927294,2471.492069,,,,,,,,
1324,0,165.089232,681.1420611,1589.331476,2435.562769,,,,,,,,
1325,0,162.796326,691.3441707,1613.136398,2467.276895,,,,,,,,
1326,0,217.82607,712.7115204,1662.993548,2593.531138,,,,,,,,
1327,0,401.25855,728.7374334,1700.387345,2830.383328,,,,,,,,
1328,0,525.075474,428.2649084,999.2847862,1952.625169,,,,,,,,
1329,0,642.01368,258.5992487,603.3982471,1504.011176,,,,,,,,
1330,0,882.76881,95.65456887,223.193994,1201.617373,,,,,,,,
1331,0,935.7666728,31.19222243,72.78185233,1039.740748,,,,,,,,
1332,0,884.0639269,29.46879756,68.76052765,982.2932522,,,,,,,,
1333,0,898.2182486,29.94060829,69.86141934,998.0202763,,,,,,,,
1334,0,1029.514794,0.322149633,0.751682477,1030.588626,,,,,,,,
1335,0,930.919836,103.6812332,241.9228776,1276.523947,,,,,,,,
1336,0,777.295134,111.1981136,259.4622651,1147.955513,,,,,,,,
1337,0,646.599492,125.3595171,292.5055399,1064.464549,,,,,,,,
1338,0,451.702482,258.150908,602.3521188,1312.205509,,,,,,,,
1339,0,343.9359,736.1031256,1717.57396,2797.612985,,,,,,,,
1340,0,314.128122,1001.579117,2337.017939,3652.725178,,,,,,,,
1341,0,252.21966,983.2438676,2294.235691,3529.699219,,,,,,,,
1342,0,181.139574,1045.003513,2438.341529,3664.484616,,,,,,,,
1343,0,126.10983,942.3858822,2198.900392,3267.396104,,,,,,,,
1344,0,139.867266,799.687922,1865.938485,2805.493673,,,,,,,,
1345,0,149.03889,696.5091562,1625.188031,2470.736077,,,,,,,,
1346,0,114.6453,694.7839105,1621.162458,2430.591668,,,,,,,,
1347,0,144.453078,679.3843033,1585.230041,2409.067422,,,,,,,,
1348,0,165.089232,677.7097148,1581.322668,2424.121615,,,,,,,,
1349,0,162.796326,731.4484416,1706.713031,2600.957798,,,,,,,,
1350,0,217.82607,742.2176669,1731.841223,2691.88496,,,,,,,,
1351,0,401.25855,721.0296898,1682.40261,2804.690849,,,,,,,,
1352,0,525.075474,547.6745321,1277.907242,2350.657248,,,,,,,,
1353,0,642.01368,150.2092684,350.4882929,1142.711241,,,,,,,,
1354,0,882.76881,116.4611852,271.7427654,1270.972761,,,,,,,,
1355,0,1063.908384,107.5965842,251.0586964,1422.563665,,,,,,,,
1356,0,1151.038812,144.7314365,337.7066851,1633.476934,,,,,,,,
1357,0,1070.787102,198.0859648,462.2005846,1731.073651,,,,,,,,
1358,0,1029.514794,209.1386351,487.9901487,1726.643578,,,,,,,,
1359,0,930.919836,201.870056,471.0301308,1603.820023,,,,,,,,
1360,0,777.295134,238.9279407,557.4985282,1573.721603,,,,,,,,
1361,0,646.599492,340.7219065,795.0177818,1782.33918,,,,,,,,
1362,0,451.702482,456.7832141,1065.8275,1974.313196,,,,,,,,
1363,0,343.9359,911.2891219,2126.341285,3381.566306,,,,,,,,
1364,0,314.128122,1085.706813,2533.315898,3933.150833,,,,,,,,
1365,0,252.21966,974.8737698,2274.705463,3501.798893,,,,,,,,
1366,0,181.139574,925.5636657,2159.648553,3266.351793,,,,,,,,
1367,0,126.10983,887.6669731,2071.222937,3084.99974,,,,,,,,
1368,0,139.867266,774.6078174,1807.418241,2721.893324,,,,,,,,
1369,0,149.03889,708.0958291,1652.223601,2509.35832,,,,,,,,
1370,0,114.6453,697.3893763,1627.241878,2439.276554,,,,,,,,
1371,0,144.453078,701.7849092,1637.498121,2483.736109,,,,,,,,
1372,0,165.089232,689.0515127,1607.786863,2461.927608,,,,,,,,
1373,0,162.796326,759.0487598,1771.113773,2692.958859,,,,,,,,
1374,0,217.82607,740.0107396,1726.691726,2684.528535,,,,,,,,
1375,0,401.25855,712.2169698,1661.839596,2775.315116,,,,,,,,
1376,0,525.075474,508.8739593,1187.372572,2221.322005,,,,,,,,
1377,0,642.01368,231.0532993,539.1243651,1412.191344,,,,,,,,
1378,0,882.76881,138.8690435,324.0277681,1345.665622,,,,,,,,
1379,0,1063.908384,37.92137703,88.48321307,1190.312974,,,,,,,,
1380,0,905.5346236,30.18448745,70.43047072,1006.149582,,,,,,,,
1381,0,941.1279395,31.37093132,73.19883974,1045.697711,,,,,,,,
1382,0,1029.514794,141.5553957,330.2959232,1501.366113,,,,,,,,
1383,0,930.919836,231.9904424,541.3110323,1704.221311,,,,,,,,
1384,0,777.295134,258.9144998,604.1338328,1640.343467,,,,,,,,
1385,0,646.599492,231.4504685,540.0510931,1418.101054,,,,,,,,
1386,0,451.702482,326.5339212,761.9124829,1540.148886,,,,,,,,
1387,0,343.9359,673.0125439,1570.362602,2587.311046,,,,,,,,
1388,0,314.128122,1014.923702,2368.155305,3697.207129,,,,,,,,
1389,0,252.21966,1118.015992,2608.703981,3978.939632,,,,,,,,
1390,0,181.139574,1005.821664,2346.917216,3533.878454,,,,,,,,
1391,0,126.10983,860.2894761,2007.342111,2993.741417,,,,,,,,
1392,0,139.867266,737.815461,1721.569409,2599.252136,,,,,,,,
1393,0,149.03889,699.5059202,1632.18048,2480.725291,,,,,,,,
1394,0,114.6453,691.03639,1612.418243,2418.099933,,,,,,,,
1395,0,144.453078,676.403709,1578.275321,2399.132108,,,,,,,,
1396,0,165.089232,668.376125,1559.544292,2393.009649,,,,,,,,
1397,0,162.796326,723.9213593,1689.149838,2575.867524,,,,,,,,
1398,0,217.82607,704.5944808,1644.053789,2566.474339,,,,,,,,
1399,0,401.25855,702.4511187,1639.05261,2742.762279,,,,,,,,
1400,0,525.075474,574.4248218,1340.324584,2439.82488,,,,,,,,
1401,0,642.01368,231.8028351,540.873282,1414.689797,,,,,,,,
1402,0,882.76881,109.8262661,256.2612876,1248.856364,,,,,,,,
1403,0,1063.908384,33.72729267,78.69701622,1176.332693,,,,,,,,
1404,0,1151.038812,64.34455209,150.1372882,1365.520652,,,,,,,,
1405,0,1070.787102,1.163798442,2.715529698,1074.66643,,,,,,,,
1406,0.537612381,1029.514794,39.6193103,92.44505737,1162.116774,,,,,,,,
1407,1.654191941,930.919836,71.92690526,167.8294456,1172.330379,,,,,,,,
1408,3.302988469,777.295134,95.49329102,222.8176791,1098.909093,,,,,,,,
1409,2.558602096,646.599492,168.5846111,393.3640925,1211.106798,,,,,,,,
1410,1.960291316,451.702482,392.5892327,916.041543,1762.293549,,,,,,,,
1411,0,343.9359,703.7825517,1642.159287,2689.877739,,,,,,,,
1412,0,314.128122,1048.613356,2446.764497,3809.505974,,,,,,,,
1413,0,252.21966,1103.075034,2573.841746,3929.136439,,,,,,,,
1414,0,181.139574,1107.899661,2585.099209,3874.138445,,,,,,,,
1415,0,126.10983,1054.617527,2460.77423,3641.501588,,,,,,,,
1416,0,139.867266,994.3683873,2320.192904,3454.428557,,,,,,,,
1417,0,149.03889,974.8164296,2274.571669,3398.426989,,,,,,,,
1418,0,114.6453,937.0214481,2186.383379,3238.050127,,,,,,,,
1419,0,144.453078,924.7672003,2157.790134,3227.010412,,,,,,,,
1420,0,165.089232,888.2873408,2072.670462,3126.047035,,,,,,,,
1421,0,162.796326,876.2092671,2044.48829,3083.493883,,,,,,,,
1422,0,217.82607,932.5625149,2175.979201,3326.367786,,,,,,,,
1423,0,401.25855,897.4042847,2093.943331,3392.606166,,,,,,,,
1424,0,525.075474,740.9097869,1728.789503,2994.774764,,,,,,,,
1425,0,642.01368,372.6496082,869.5157526,1884.179041,,,,,,,,
1426,0,882.76881,370.1220923,863.6182155,2116.509118,,,,,,,,
1427,0,1063.908384,409.898825,956.4305918,2430.237801,,,,,,,,
1428,6.323271738,1151.038812,316.6181522,738.7756884,2212.755924,,,,,,,,
1429,32.92723535,1070.787102,298.4395912,696.3590461,2098.512975,,,,,,,,
1430,43.85166851,1029.514794,267.3287282,623.7670324,1964.462223,,,,,,,,
1431,30.69754872,930.919836,279.683336,652.5944506,1893.895171,,,,,,,,
1432,34.70490758,777.295134,379.2872299,885.0035364,2076.290808,,,,,,,,
1433,34.70490758,646.599492,496.8255157,1159.259537,2337.389452,,,,,,,,
1434,18.37152852,451.702482,604.626159,1410.794371,2485.49454,,,,,,,,
1435,0,343.9359,1009.273811,2354.972226,3708.181937,,,,,,,,
1436,0,314.128122,1195.963511,2790.581525,4300.673157,,,,,,,,
1437,0,252.21966,1205.804647,2813.544177,4271.568484,,,,,,,,
1438,0,181.139574,1182.568293,2759.326017,4123.033885,,,,,,,,
1439,0,126.10983,1084.484939,2530.464858,3741.059627,,,,,,,,
1440,0,139.867266,917.3512968,2140.486359,3197.704922,,,,,,,,
1441,0,149.03889,884.4312994,2063.673032,3097.143221,,,,,,,,
1442,0,114.6453,913.8982625,2132.429279,3160.972842,,,,,,,,
1443,0,144.453078,925.1284845,2158.63313,3228.214693,,,,,,,,
1444,0,165.089232,903.3414646,2107.796751,3176.227447,,,,,,,,
1445,0,162.796326,986.8874408,2302.737362,3452.421129,,,,,,,,
1446,0,217.82607,892.5184231,2082.542987,3192.88748,,,,,,,,
1447,0,401.25855,876.9907592,2046.311772,3324.561081,,,,,,,,
1448,0,525.075474,653.4751545,1524.775361,2703.325989,,,,,,,,
1449,0,642.01368,412.8140538,963.2327921,2018.060526,,,,,,,,
1450,0,882.76881,345.224187,805.5231029,2033.5161,,,,,,,,
1451,10.20522739,1063.908384,292.7631271,683.1139633,2049.990702,,,,,,,,
1452,44.96902486,1151.038812,424.0445928,989.4373833,2609.489813,,,,,,,,
1453,40.99842827,1070.787102,470.4020955,1097.60489,2679.792515,,,,,,,,
1454,54.60997191,1029.514794,442.5131705,1032.530731,2559.168668,,,,,,,,
1455,60.46855967,930.919836,500.7404854,1168.394466,2660.523347,,,,,,,,
1456,60.85208419,777.295134,486.4889685,1135.140926,2459.777113,,,,,,,,
1457,55.02211889,646.599492,467.4097898,1090.622843,2259.654244,,,,,,,,
1458,30.27287671,451.702482,596.8724546,1392.702394,2471.550207,,,,,,,,
1459,5.920879893,343.9359,930.51041,2171.190957,3451.558147,,,,,,,,
1460,1.960291316,314.128122,1128.520844,2633.215303,4077.82456,,,,,,,,
1461,0.160023781,252.21966,1147.093331,2676.551106,4076.024121,,,,,,,,
1462,0,181.139574,1174.198184,2739.795762,4095.13352,,,,,,,,
1463,0,126.10983,1109.354379,2588.493552,3823.957761,,,,,,,,
1464,0,139.867266,946.7971685,2209.193393,3295.857828,,,,,,,,
1465,0,149.03889,895.5110598,2089.525806,3134.075756,,,,,,,,
1466,0,114.6453,885.716791,2066.672512,3067.034603,,,,,,,,
1467,0,144.453078,875.3292556,2042.43493,3062.217263,,,,,,,,
1468,0,165.089232,877.8698333,2048.362944,3091.32201,,,,,,,,
1469,0,162.796326,940.038896,2193.424091,3296.259313,,,,,,,,
1470,0,217.82607,919.4352173,2145.34884,3282.610128,,,,,,,,
1471,0,401.25855,924.8028077,2157.873218,3483.934576,,,,,,,,
1472,0,525.075474,538.340955,1256.128895,2319.545324,,,,,,,,
1473,0,642.01368,411.3086958,959.7202901,2013.042666,,,,,,,,
1474,9.098055676,882.76881,265.8587169,620.3370062,1778.062589,,,,,,,,
1475,21.84833641,1063.908384,147.2054691,343.4794278,1576.441617,,,,,,,,
1476,50.49122426,1151.038812,175.2312662,408.8729545,1785.634257,,,,,,,,
1477,73.0648142,1070.787102,249.4544232,582.0603209,1975.36666,,,,,,,,
1478,91.53511224,1029.514794,194.0734053,452.8379456,1767.961257,,,,,,,,
1479,117.9083039,930.919836,237.0473023,553.110372,1838.985814,,,,,,,,
1480,114.1156867,777.295134,177.5823819,414.3588911,1483.352094,,,,,,,,
1481,116.986345,646.599492,328.1247669,765.6244561,1857.33506,,,,,,,,
1482,64.3528007,451.702482,466.615268,1088.768959,2071.43951,,,,,,,,
1483,17.92127647,343.9359,842.9960451,1966.990772,3171.843994,,,,,,,,
1484,1.960291316,314.128122,1190.618235,2778.109216,4284.815865,,,,,,,,
1485,0,252.21966,1135.531783,2649.574161,4037.325605,,,,,,,,
1486,0,181.139574,1107.478145,2584.115672,3872.733391,,,,,,,,
1487,0,126.10983,1068.888842,2494.073965,3689.072637,,,,,,,,
1488,0,139.867266,994.1274629,2319.630747,3453.625476,,,,,,,,
1489,0,149.03889,909.0598923,2121.139749,3179.238531,,,,,,,,
1490,0,114.6453,900.6506007,2101.518068,3116.813969,,,,,,,,
1491,0,144.453078,883.4585807,2061.403355,3089.315014,,,,,,,,
1492,0,165.089232,900.0898354,2100.209616,3165.388683,,,,,,,,
1493,0,162.796326,906.9800392,2116.286758,3186.063123,,,,,,,,
1494,0,217.82607,939.4874522,2192.137388,3349.450911,,,,,,,,
1495,0,401.25855,982.4904254,2292.477659,3676.226635,,,,,,,,
1496,0,525.075474,647.8750653,1511.708486,2684.659025,,,,,,,,
1497,0,642.01368,347.4188167,810.6439057,1800.076402,,,,,,,,
1498,0,882.76881,295.8466113,690.3087598,1868.924181,,,,,,,,
1499,33.48110094,1063.908384,161.4768129,376.7792301,1635.645528,,,,,,,,
1500,90.14608827,1151.038812,116.0203615,270.7141768,1627.919439,,,,,,,,
1501,125.9177662,1070.787102,194.9648861,454.9180675,1846.587822,,,,,,,,
1502,161.5411728,1029.514794,183.9298858,429.1697336,1804.155586,,,,,,,,
1503,201.9539585,930.919836,181.0020935,422.3382182,1736.214106,,,,,,,,
1504,201.7490801,777.295134,288.4827947,673.1265209,1940.65353,,,,,,,,
1505,167.793738,646.599492,337.5462338,787.6078789,1939.547343,,,,,,,,
1506,147.2084031,451.702482,410.093662,956.8852113,1965.889758,,,,,,,,
1507,38.17651877,343.9359,768.8872947,1794.070354,2945.070068,,,,,,,,
1508,6.608879381,314.128122,1160.148611,2707.013424,4187.899036,,,,,,,,
1509,1.654191941,252.21966,1275.007579,2975.017685,4503.899117,,,,,,,,
1510,0.160023781,181.139574,1114.656147,2600.864344,3896.820089,,,,,,,,
1511,0,126.10983,1044.440864,2437.028682,3607.579376,,,,,,,,
1512,0,139.867266,969.8601353,2263.006982,3372.734384,,,,,,,,
1513,0,149.03889,900.8102263,2101.890528,3151.739644,,,,,,,,
1514,0,114.6453,907.5755169,2117.676206,3139.897023,,,,,,,,
1515,0,144.453078,878.0390862,2048.757868,3071.250032,,,,,,,,
1516,0,165.089232,855.8908093,1997.078555,3018.058596,,,,,,,,
1517,0,162.796326,891.8053996,2080.879266,3135.480991,,,,,,,,
1518,0,217.82607,880.9568847,2055.566064,3154.349019,,,,,,,,
1519,0,401.25855,957.9822616,2235.291944,3594.532755,,,,,,,,
1520,0,525.075474,580.6732782,1354.904316,2460.653068,,,,,,,,
1521,0,642.01368,334.7131262,780.9972944,1757.724101,,,,,,,,
1522,0,882.76881,185.3010578,432.3691349,1500.439003,,,,,,,,
1523,9.098055676,1063.908384,138.67284,323.5699599,1535.24924,,,,,,,,
1524,18.50221073,1151.038812,140.7678046,328.4582107,1638.767038,,,,,,,,
1525,44.26022654,1070.787102,137.9572171,321.9001732,1574.904719,,,,,,,,
1526,84.259012,1029.514794,130.8206126,305.2480962,1549.842515,,,,,,,,
1527,77.65566931,930.919836,181.5103503,423.5241507,1613.610006,,,,,,,,
