hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,206.67465,2799.08021659,6531.18717205,9536.94203865
2.0,0.0,158.9805,2610.98770943,6092.30465533,8862.27286475
3.0,0.0,200.31543,2490.08043142,5810.18767332,8500.58353474
4.0,0.0,228.93192,2360.88136547,5508.72318609,8098.53647156
5.0,0.0,225.75231,2523.99812349,5889.3289548,8639.07938829
6.0,0.0,302.06295,2301.76281245,5370.77989572,7974.60565817
7.0,0.0,556.43175,2352.79198378,5489.84796216,8399.07169594
8.0,0.0,728.13069,2242.36628884,5232.18800728,8202.68498612
9.0,0.0,890.2908,2649.31079647,6181.72519176,9721.32678823
10.0,0.0,1224.14985,2885.83503663,6733.61508547,10843.5999721
11.0,0.0,1475.33904,2822.30352852,6585.37489988,10883.0174684
12.0,0.0,1596.16422,2135.98858818,4983.97337243,8716.12618061
13.0,0.0,1484.87787,1717.33839215,4007.12291501,7209.33917716
14.0,0.0,1427.64489,1713.79591412,3998.85713294,7140.29793706
15.0,0.0,1290.92166,1571.71205846,3667.32813641,6529.96185487
16.0,0.0,1077.88779,1955.40894889,4562.62088075,7595.91761964
17.0,0.0,896.65002,2770.45028436,6464.38399684,10131.4843012
18.0,0.0,626.38317,3593.12000292,8383.94667348,12603.4498464
19.0,0.0,476.9415,3769.94335245,8796.53448905,13043.4193415
20.0,0.0,435.60657,3622.12788021,8451.63172049,12509.3661707
21.0,0.0,349.7571,3534.18786093,8246.43834217,12130.3833031
22.0,0.0,251.18919,2972.13673611,6934.98571759,10158.3116437
23.0,0.0,174.87855,2927.75107014,6831.41916365,9934.04878379
24.0,0.0,193.95621,2721.71773122,6350.67470619,9266.34864741
25.0,0.0,206.67465,2238.13928462,5222.32499744,7667.13893205
26.0,0.0,158.9805,2089.65967168,4875.87256726,7124.51273894
27.0,0.0,200.31543,1965.09088349,4585.21206147,6750.61837496
28.0,0.0,228.93192,1953.12098444,4557.28229703,6739.33520147
29.0,0.0,225.75231,2157.98559581,5035.29972356,7419.03762937
30.0,0.0,302.06295,2161.54710052,5043.60990122,7507.21995175
31.0,0.0,556.43175,2480.53576462,5787.91678411,8824.88429873
32.0,0.0,728.13069,2580.86261394,6022.01276587,9331.00606981
33.0,0.0,890.2908,2041.58328639,4763.6943349,7695.56842129
34.0,0.0,1224.14985,1972.81390419,4603.2324431,7800.19619729
35.0,0.0,1475.33904,1699.66923414,3965.89487966,7140.9031538
36.0,0.0,1596.16422,1567.69144993,3657.9467165,6821.80238643
37.0,0.0,1484.87787,1877.15005977,4380.01680612,7742.04473589
