 09/20/2019,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
CO2,7297,7244,7316,7369,7351,7282,7273,7450,7225,7361,7160,7118,7092,7045,7033,7054,7008,7006,7049,7030,7040,7042,7025,7029,7013,6991,6907,6897,6883,6869,6889,6865,6865,6835,6817,6523,6493,6478,6532,6501,6454,6448,6460,6448,6475,6543,6617,6643,6618,6655,6658,6702,6729,6754,6783,6827,6879,6894,6928,6969,7001,7063,7144,7141,7225,7311,7357,7435,7540,7609,7648,7701,7779,7939,8108,8149,8298,8418,8471,8504,8525,8572,8612,8580,8527,8505,8583,8552,8435,8337,8216,8096,7924,7774,7584,7536,7373,7233,7231,7255,7150,6941,6793,6829,6782,6659,6522,6374,6252,6264,6321,6324,6230,6062,5942,5862,5733,5645,5573,5583,5532,5547,5661,5647,5573,5477,5477,5477,5477,5477,5477,5533,5897,5591,5483,5472,5489,5545,5564,5555,5478,5489,5486,5508,5482,5489,5415,5382,5482,5856,5638,5587,5576,5595,5631,5623,5680,5677,5633,5702,5736,5767,5837,5840,5875,5906,5926,5958,6012,6046,6063,6097,6143,6181,6192,6213,6279,6359,6431,6532,6559,6589,6722,6675,6689,6790,6844,6937,6978,7057,7138,7237,7310,7373,7143,7174,7276,7393,7468,7544,7429,7500,7635,7742,7850,7941,7924,8033,8176,8363,8585,8772,9005,9203,9394,9601,9795,10037,10093,10130,10298,10470,10607,10701,10775,10792,10817,10842,10861,10890,10899,10867,10912,10946,10939,10961,10952,10892,10845,10790,10752,10675,10565,10546,10536,10535,10504,10462,10458,10351,10337,10288,10224,10213,10318,10313,10284,10235,10177,10106,10044,9985,9935,9853,9782,9690,9602,9518,9429,9396,9356,9299,9217,9151,9073,9068,9064,9038,9022,8931,8877,8810,8711,8595,8521,8492,8452,8413
