,Emissions/Supply (C02 kg/kWh),Supply (GWh),Emissions (mmTh)
6993,0.2188601460221551,254208,55636
6994,0.2105961256645309,280461,59064
6995,0.20373420120508698,306036,62350
6996,0.19722185225993147,330364,65155
6997,0.19235789556597033,355478,68379
6998,0.18721470792402028,380312,71200
6999,0.1821205769942054,405550,73859
7000,0.18087386028879687,428398,77486
7001,0.18169903095326126,451681,82070
7002,0.18343459577055268,483562,88702
7003,0.1878810768932791,516300,97003
7004,0.19200496120873087,549866,105577
7005,0.19486112231084787,582851,113575
7006,0.197261561833628,614803,121277
7007,0.19934241064521122,646300,128835
7008,0.22681639027292333,26894,6100
7009,0.22521355486717357,53265,11996
7010,0.2241632673743951,78938,17695
7011,0.2234433989383109,104362,23319
7012,0.22298815083561696,129545,28887
7013,0.2221884891156902,154810,34397
7014,0.2218657127132636,181700,40313
7015,0.2222418780330377,209155,46483
7016,0.2188806697095118,235087,51456
7017,0.21537744787139915,255426,55013
7018,0.2101505014295459,275612,57920
7019,0.20545700744752876,295400,60692
7020,0.2017477890848858,315141,63579
7021,0.19867472576673384,335025,66561
7022,0.19449315833566044,358100,69648
7023,0.19099925879946467,381813,72926
7024,0.18886190818759252,407287,76921
7025,0.19012597731016403,431030,81950
7026,0.19500015345021857,456174,88954
7027,0.20163508636647243,482421,97273
7028,0.2080904555148552,509687,106061
7029,0.21361562315278743,536281,114558
7030,0.218331296245888,562077,122719
7031,0.22266623250643994,586573,130610
7032,0.2552720837634567,27124,6924
7033,0.2554429673700846,53785,13739
7034,0.25567961589917354,79979,20449
7035,0.2566983087421092,105661,27123
7036,0.2571261699965109,131838,33899
7037,0.2568993328186685,159327,40931
7038,0.25617686673962453,190064,48690
7039,0.2661008510499695,214911,57188
7040,0.2700053325334533,240036,64811
7041,0.2677870345576671,265151,71004
7042,0.2642942519866763,290309,76727
7043,0.2605848642381274,315663,82257
7044,0.25726875344247696,341324,87812
7045,0.254439479942748,367498,93506
7046,0.2520970496855059,394602,99478
7047,0.2501916434013155,422660,105746
7048,0.24910339151424507,451981,112590
7049,0.24995023183669407,482236,120535
7050,0.2503433196516936,521380,130524
7051,0.25324727453719315,560547,141957
7052,0.25579833780982786,600172,153523
7053,0.25775341281697156,638622,164607
7054,0.2587930917028757,675246,174749
7055,0.25983223448281695,709681,184398
7056,0.26382743362831856,28928,7632
7057,0.26380346474454996,56743,14969
7058,0.2636516632649407,83781,22089
7059,0.2632326724161335,110503,29088
7060,0.2624534179573774,137392,36059
7061,0.26142830360976554,165357,43229
7062,0.2597930506005998,197053,51193
7063,0.25929380124061946,230530,59775
7064,0.2561661963904079,262966,67363
7065,0.25038587213917973,293491,73486
7066,0.24516103099413758,323416,79289
7067,0.2404652436150366,354309,85199
7068,0.23681844213123124,385899,91388
7069,0.2340244682781476,418828,98016
7070,0.232553620442566,452859,105314
7071,0.2314371171731472,488798,113126
7072,0.23066456357727902,526210,121378
7073,0.23220466036140927,564291,131031
7074,0.23497340997614014,604362,142009
7075,0.2399683916449411,642868,154268
7076,0.2440881892717118,682532,166598
7077,0.24692692376443004,721671,178200
7078,0.24877078214335563,759426,188923
7079,0.2499541244045599,795630,198871
7080,0.2639169699420407,29676,7832
7081,0.2637730702163291,57921,15278
7082,0.2643170771795534,85178,22514
7083,0.2638841931063936,112394,29659
7084,0.2642511177347243,139568,36881
7085,0.26426394246797164,167976,44390
7086,0.26415880136281755,199293,52645
7087,0.2660037638182515,232211,61769
7088,0.26366563134857435,264331,69695
7089,0.2576565301221121,295630,76171
7090,0.25141977976174057,326283,82034
7091,0.2460826180829887,356169,87647
7092,0.24177431084861833,386381,93417
7093,0.23777944062865325,418291,99461
7094,0.2351457784841879,450478,105928
7095,0.23287450696289141,484497,112827
7096,0.23133072711854302,520039,120301
7097,0.23184058127405488,556020,128908
7098,0.23488299741862792,594645,139672
7099,0.23869930601678244,633877,151306
7100,0.2417537915648067,674128,162973
7101,0.24409256730421422,713254,174100
7102,0.2458964823182842,750210,184474
7103,0.24711683857990366,784989,193984
7104,0.25247743912821385,29365,7414
7105,0.24944739932306417,57908,14445
7106,0.26911477736384604,78918,21238
7107,0.28093632056532564,99624,27988
7108,0.28910758108377,120616,34871
7109,0.2801472209048341,149707,41940
7110,0.2737720671004585,182115,49858
7111,0.27117577373019397,216096,58600
7112,0.26628189257407436,248804,66252
7113,0.2576583778228224,280216,72200
7114,0.25008270886799666,311333,77859
7115,0.2437979435286437,343112,83650
7116,0.23917999079657504,375947,89919
7117,0.23521504064643942,409876,96409
7118,0.2329771260047834,444872,103645
7119,0.23175800652576012,481170,111515
7120,0.23419636819963016,513189,120187
7121,0.23788313176693726,546222,129937
7122,0.2441002351796286,579557,141470
7123,0.25180210929258023,612338,154188
7124,0.25862533985187575,645134,166848
7125,0.2641676971923899,676839,178799
7126,0.26851432774178946,707020,189845
7127,0.269103083842601,743715,200136
7128,0.3506504961411246,22675,7951
7129,0.3517109410175597,44420,15623
7130,0.3523155565728237,65535,23089
7131,0.3524524628915076,86301,30417
7132,0.352,107250,37752
7133,0.35074880871341046,129272,45342
7134,0.3496203819661866,153312,53601
7135,0.34934661345674456,178914,62503
7136,0.34374862667545597,204795,70398
7137,0.3252815586478426,236718,77000
7138,0.3099621661638276,268807,83320
7139,0.30362569936275585,295805,89814
7140,0.29844311525400663,323338,96498
7141,0.2937994493840447,351243,103195
7142,0.2902524551553004,380424,110419
7143,0.2874626814829594,410989,118144
7144,0.2854384542598861,442817,126397
7145,0.2858593888005653,475524,135933
7146,0.290341623523439,508191,147549
7147,0.296112172650788,540096,159929
7148,0.3012262717037498,571733,172221
7149,0.3050931648126736,601944,183649
7150,0.30757827982560443,630750,194005
7151,0.30956473372025695,658011,203697
7152,0.2630566905881949,29123,7661
7153,0.2614146444101557,57032,14909
7154,0.26060281790618867,84105,21918
7155,0.25999095022624436,110500,28729
7156,0.2723965927403883,130310,35496
7157,0.2803526582244841,150514,42197
7158,0.28708719916492204,171481,49230
7159,0.29260889832703163,193070,56494
7160,0.28421436843504555,221917,63072
7161,0.27354709015981504,248725,68038
7162,0.262764686877194,275467,72383
7163,0.25333386291195426,302127,76539
7164,0.24504860377908036,329604,80769
7165,0.24136630569473627,352659,85120
7166,0.23736539289072586,376466,89360
7167,0.2345360246636045,401239,94105
7168,0.23324315215966748,427288,99662
7169,0.2337650046879333,454358,106213
7170,0.23789286707366167,481906,114642
7171,0.2435755484096415,509382,124073
7172,0.248810362238643,536718,133541
7173,0.2530496091064605,562941,142452
7174,0.25654196384820604,587744,150781
7175,0.25943464122846616,611364,158609
7176,0.2404422281495226,25869,6220
7177,0.2403797020557368,50882,12231
7178,0.23770752244022558,75534,17955
7179,0.23737388917275304,99813,23693
7180,0.23744880140982208,124271,29508
7181,0.23601424543700847,148258,34991
7182,0.23561981462838893,172842,40725
7183,0.23576389239898504,197842,46644
7184,0.2316463175366352,221713,51359
7185,0.22651458131479257,240479,54472
7186,0.2211255645192419,259070,57287
7187,0.21504694514299713,277558,59688
7188,0.20925075884074823,295846,61906
7189,0.20276174056088958,316105,64094
7190,0.19862066080387744,334653,66469
7191,0.19495036038558006,353649,68944
7192,0.19345422213652347,373401,72236
7193,0.1941130360001319,394193,76518
7194,0.1990375078946926,416419,82883
7195,0.20581609712741267,439917,90542
7196,0.21230114683397525,463973,98502
7197,0.2183108989344686,487644,106458
7198,0.22044936565714363,517307,114040
7199,0.2245171171471854,539313,121085
7200,0.31237257216439535,18638,5822
7201,0.27424502238734877,41988,11515
7202,0.2666163025546939,64861,17293
7203,0.2642683287459339,87922,23235
7204,0.2637055791987646,111378,29371
7205,0.2624792806536312,136346,35788
7206,0.2616234790926649,164129,42940
7207,0.26282560478671274,193870,50954
7208,0.26144711864254655,222829,58258
7209,0.25514146278970146,249783,63730
7210,0.24853910412895783,275687,68519
7211,0.24282012058547334,301363,73177
7212,0.23806001399939478,327157,77883
7213,0.2338540353223526,352921,82532
7214,0.23053889058760266,379372,87460
7215,0.22808148561895458,406403,92693
7216,0.2284537875300496,430122,98263
7217,0.22991397910952652,454657,104532
7218,0.23568543349712667,480280,113195
7219,0.24310272735162086,507012,123256
7220,0.24998503038831174,534416,133596
7221,0.25564764604936535,561163,143460
7222,0.26018088753484503,586884,152696
7223,0.2637993253699505,611298,161260
7224,0.32978723404255317,19928,6572
7225,0.28761615439599714,44768,12876
7226,0.27613948819413126,68737,18981
7227,0.2719668416927058,93129,25328
7228,0.28256249277475926,112453,31775
7229,0.2889014509138873,132675,38330
7230,0.2951150481274459,155109,45775
7231,0.29131371373965437,185223,53958
7232,0.2843073371437082,214852,61084
7233,0.273270275510162,242423,66247
7234,0.26527677388266474,265632,70466
7235,0.2576190641368067,288290,74269
7236,0.25204559489501854,310912,78364
7237,0.24712009215705097,333344,82376
7238,0.24233643862693238,356166,86312
7239,0.23709743578956224,380312,90171
7240,0.23433510407766509,403785,94621
7241,0.2332796762821037,428027,99850
7242,0.23710473719738984,453306,107481
7243,0.24332584063680282,480023,116802
7244,0.24681732682714064,513562,126756
7245,0.2494003041020846,546527,136304
7246,0.2510834629341628,578700,145302
7247,0.252033134136794,609281,153559
7248,0.2664822134387352,25300,6742
7249,0.29305423406279735,45193,13244
7250,0.30509309882798663,64931,19810
7251,0.31358596723481713,84602,26530
7252,0.319996178465654,104670,33494
7253,0.32310789626552716,125667,40604
7254,0.326089585937185,148818,48528
7255,0.3299048583811536,173741,57318
7256,0.32818490028059466,198507,65147
7257,0.318579252185887,222221,70795
7258,0.30733478872952075,245065,75317
7259,0.2978191425841892,267968,79806
7260,0.2899005324198275,290748,84288
7261,0.2845411245724515,312830,89013
7262,0.2797301448592417,335291,93791
7263,0.2745085439041563,357916,98251
7264,0.27022481785529695,381153,102997
7265,0.26870841443828497,405339,108918
7266,0.271454346599419,430647,116901
7267,0.2717990866397879,463563,125996
7268,0.27249145385079426,497300,135510
7269,0.2766753781881307,524210,145036
7270,0.28004383892285656,550196,154079
7271,0.28323180751888066,575059,162875
7272,0.3501381550244801,20629,7223
7273,0.3506988876857958,40636,14251
7274,0.35147178187480327,60369,21218
7275,0.35148310646116926,80001,28119
7276,0.351684034889646,100087,35199
7277,0.3505313325705631,121487,42585
7278,0.3508618432836849,145154,50929
7279,0.3512423305699967,170808,59995
7280,0.34686337474109546,196501,68159
7281,0.33552325397506744,221317,74257
7282,0.32422102371018624,245675,79653
7283,0.31369662361609896,268986,84380
7284,0.30391074060269924,292451,88879
7285,0.2958319750089412,315953,93469
7286,0.28828084575944307,340144,98057
7287,0.2818019459175176,365072,102878
7288,0.2764623136141589,390990,108094
7289,0.27285191084321264,419396,114433
7290,0.27203845129207,450440,122537
7291,0.27306254734201735,483186,131940
7292,0.2735837909560198,516255,141239
7293,0.27382062754127984,548936,150310
7294,0.2739903008324631,581287,159267
7295,0.2744223422517015,612257,168017
7296,0.3504252967466,20809,7292
7297,0.35049408320117115,40985,14365
7298,0.32719304989620973,65035,21279
7299,0.3171909834035175,88814,28171
7300,0.31140576041353185,112978,35182
7301,0.3062224961655892,139526,42726
7302,0.30423247375152435,168105,51143
7303,0.3045161485454463,198377,60409
7304,0.30069544679175964,228630,68748
7305,0.292382364732579,256917,75118
7306,0.2836474489400798,284078,80578
7307,0.2759247677200132,310186,85588
7308,0.269902559995713,335899,90660
7309,0.2665224156103437,358634,95584
7310,0.26208958014662537,385063,100921
7311,0.25813987337166144,412230,106413
7312,0.2546850474305603,439590,111957
7313,0.25502153701762353,464549,118470
7314,0.2593865215830859,490384,127199
7315,0.26422721007691846,517301,136685
7316,0.2690339479300983,544422,146468
7317,0.2733158011847341,570761,155998
7318,0.27722368917389667,596475,165357
7319,0.28063139931740616,621160,174317
7320,0.28414906926488986,26377,7495
7321,0.3154853951890034,46560,14689
7322,0.3259202222423529,66234,21587
7323,0.3323920323931993,85697,28485
7324,0.335377040142204,105201,35282
7325,0.33832784895051277,125204,42360
7326,0.34066986300432944,146209,49809
7327,0.3429647344374643,168096,57651
7328,0.3406479785441739,190531,64904
7329,0.3306598048716236,212578,70291
7330,0.31909596026461784,234149,74716
7331,0.30872940909037466,255149,78772
7332,0.3005199005155499,275822,82890
7333,0.28982174622616635,299629,86839
7334,0.28397143981559564,320166,90918
7335,0.2788562688084766,341269,95165
7336,0.2756284002479168,363025,100060
7337,0.27586045968965117,385695,106398
7338,0.279713465089243,409444,114527
7339,0.28104163588210557,439885,123626
7340,0.281540937777966,472180,132938
7341,0.2815979822975159,504336,142020
7342,0.2814811910908999,535677,150783
7343,0.28173619338980355,565490,159319
7344,0.28561081603090294,24852,7098
7345,0.2813791138338795,49133,13825
7346,0.2794139713806321,73307,20483
7347,0.27836471265312834,97304,27086
7348,0.2781211677270146,121501,33792
7349,0.27825254011152545,146155,40668
7350,0.27755762326228256,171849,47698
7351,0.27358826099769323,196814,53846
7352,0.2662761483423453,219708,58503
7353,0.2588402515515375,242018,62644
7354,0.2517477469262451,263196,66259
7355,0.24557716502779867,284546,69878
7356,0.2400801681703639,306356,73550
7357,0.23509288792578706,328568,77244
7358,0.23102255839923166,351931,81304
7359,0.22755530276653368,376247,85617
7360,0.2267033029768243,402879,91334
7361,0.23062127510044803,432562,99758
7362,0.23502200085164587,464982,109281
7363,0.23909853228432448,498121,119100
7364,0.24325294761290128,529157,128719
7365,0.24912251559972268,553856,137978
7366,0.25425357320924047,577632,146865
7367,0.2590984708074596,600513,155592
7368,0.3608684546615581,19575,7064
7369,0.35880244462208927,38779,13914
7370,0.32833521292310625,62957,20671
7371,0.3147409442573199,86989,27379
7372,0.3076675660704394,111926,34436
7373,0.30378788425067965,138679,42129
7374,0.30315981473864917,167763,50859
7375,0.29890809595736134,196629,58774
7376,0.28904027249048286,224595,64917
7377,0.28406487009843473,247880,70414
7378,0.2772585897496811,273611,75861
7379,0.2710969797552807,300671,81511
7380,0.2656860715720774,328508,87280
7381,0.2642472950684947,352874,93246
7382,0.26235871312111286,377689,99090
7383,0.2615245040565362,403423,105505
7384,0.26365679141001547,429896,113345
7385,0.2693107175521743,457026,123082
7386,0.2761979469061531,485706,134151
7387,0.2824709722192523,514421,145309
7388,0.28797365665147423,542376,156190
7389,0.2924860302820636,569446,166555
7390,0.29327625618220354,601525,176413
7391,0.29343788104271473,632311,185544
7392,0.36348989356508155,20482,7445
7393,0.36248296369718747,40355,14628
7394,0.36109350502051574,59954,21649
7395,0.36058054787635085,79580,28695
7396,0.360418673731535,99648,35915
7397,0.3449189402926058,126450,43615
7398,0.3475893053546551,150019,52145
7399,0.33479700587138606,179685,60158
7400,0.3210929963341694,207320,66569
7401,0.3129457793781594,231056,72308
7402,0.3063259814993028,254585,77986
7403,0.2971279206684731,281956,83777
7404,0.2892584646653654,309965,89660
7405,0.285466403398552,334260,95420
7406,0.28237366037147915,359428,101493
7407,0.28036636101976886,385303,108026
7408,0.28150623269538294,412101,116009
7409,0.2868677306231496,439429,126058
7410,0.2933413048352141,468335,137382
7411,0.2948628996447602,504448,148743
7412,0.30027961023572514,532527,159907
7413,0.3044199763496254,559822,170421
7414,0.3079417084741135,586020,180460
7415,0.31092985905669984,610813,189920
7416,0.2755539005771737,26855,7400
7417,0.3114391927774827,47075,14661
7418,0.30077017182894955,71932,21635
7419,0.2953170953978708,96564,28517
7420,0.2917312343705161,121965,35581
7421,0.28911760375818085,149434,43204
7422,0.28919671617752324,178816,51713
7423,0.285587945656019,209186,59741
7424,0.2788219735930645,238195,66414
7425,0.2724905098985599,266857,72716
7426,0.26720083077111034,294666,78735
7427,0.2626686070505441,322273,84651
7428,0.25943923846917694,350452,90921
7429,0.25636471597281785,378925,97143
7430,0.2532530988016253,408303,103404
7431,0.2504505079905291,438394,109796
7432,0.24969944826148108,469969,117351
7433,0.25122019880022045,504426,126722
7434,0.2541739853933623,540850,137470
7435,0.25626290897894083,578086,148142
7436,0.25801029092530453,614522,158553
7437,0.2596233289279137,649957,168744
7438,0.260898357041886,684071,178473
7439,0.26202647059234196,716191,187661
7440,0.2783326576493569,27133,7552
7441,0.2787955673295773,53602,14944
7442,0.30042227214898626,73886,22197
7443,0.3104066411293334,93719,29091
7444,0.302899738973295,119528,36205
7445,0.29857984538364607,146815,43836
7446,0.29564250978799267,177258,52405
7447,0.29116595204676116,208036,60573
7448,0.2829500770441973,237526,67208
7449,0.2751150551438846,266394,73289
7450,0.2723617226197028,290720,79181
7451,0.2671617006610897,319170,85270
7452,0.26268395979749337,348038,91424
7453,0.2615655214204128,372962,97554
7454,0.2606933327982382,398683,103934
7455,0.2605753398880369,425140,110781
7456,0.26216193493574996,451984,118493
7457,0.2676439729419102,479413,128312
7458,0.269853688766667,516365,139343
7459,0.27173938558935645,553799,150489
7460,0.2731241205426009,590563,161297
7461,0.2740812873152198,626420,171690
7462,0.27448892062517116,661003,181438
7463,0.2746652145853501,694176,190666
7464,0.2712285374896512,27781,7535
7465,0.2729896605896752,54742,14944
7466,0.29628239834892384,74618,22108
7467,0.3097123978143928,94436,29248
7468,0.3183604814320949,114741,36529
7469,0.32493364810768804,136394,44319
7470,0.3302398298990025,159905,52807
7471,0.3179637178004636,191113,60767
7472,0.30479424221353296,221474,67504
7473,0.29315266183493993,250842,73535
7474,0.28427392021007114,280286,79678
7475,0.2771330837743643,309880,85878
7476,0.27114239721250255,339803,92135
7477,0.2697836408141808,365226,98532
7478,0.26515413356476286,396377,105101
7479,0.26088488718365216,428484,111785
7480,0.2625753732456795,455732,119664
7481,0.26821026334619663,483546,129692
7482,0.27450988040535795,512732,140750
7483,0.2749051224782553,550710,151393
7484,0.27521606719404595,587433,161671
7485,0.2751214674942074,623212,171459
7486,0.274919208471026,657866,180860
7487,0.27474556979782977,691447,189972
7488,0.35177753647136584,21181,7451
7489,0.3509235462253501,41633,14610
7490,0.3503580882472352,61577,21574
7491,0.32590720387927585,87439,28497
7492,0.31237897405203674,113612,35490
7493,0.30276175506226927,140599,42568
7494,0.29635409867195195,168518,49941
7495,0.29020998647717705,195965,56871
7496,0.2808050813245176,222934,62601
7497,0.2717828243278517,249015,67678
7498,0.26492221831126467,275579,73007
7499,0.25895789194915253,302080,78226
7500,0.25410012914988983,329075,83618
7501,0.24999719422684114,356408,89101
7502,0.2464500745777183,384163,94677
7503,0.24338761238278095,413542,100651
7504,0.24206165243652697,444362,107563
7505,0.24417210017896576,477745,116652
7506,0.24703853125182718,513090,126753
7507,0.24875493152806757,548765,136508
7508,0.2498367768701258,583557,145794
7509,0.25057960659657924,617229,154665
7510,0.2512982777822216,650092,163367
7511,0.2516609041714402,681707,171559
7512,0.25347949715653995,26728,6775
7513,0.290598474266681,46535,13523
7514,0.3069388002668769,65948,20242
7515,0.31581420482578765,85126,26884
7516,0.3032120184677536,110896,33625
7517,0.2944096933642448,137166,40383
7518,0.2881502661114803,164029,47265
7519,0.28305833870739416,190731,53988
7520,0.27356852604359067,216560,59244
7521,0.2651184390017373,241179,63941
7522,0.2585743297670777,264423,68373
7523,0.25297282633268525,287521,72735
7524,0.25119861565583956,307438,77228
7525,0.24702823515927333,331537,81899
7526,0.24603878854544373,352733,86786
7527,0.24587331848742638,374514,92083
7528,0.24760661883263463,396928,98282
7529,0.2487172051208891,427582,106347
7530,0.25051543706893187,460774,115431
7531,0.25181106280711196,494323,124476
7532,0.25606347142035385,519793,133100
7533,0.25983047548394916,544582,141499
7534,0.25983936230968324,576079,149688
7535,0.26324064492439164,599140,157718
7536,0.27291783642148604,26715,7291
7537,0.27141351798886043,53144,14424
7538,0.2694811326693779,79423,21403
7539,0.2689831471312251,105620,28410
7540,0.2842286033787292,125195,35584
7541,0.28012709869763064,152952,42846
7542,0.27675000136793665,182757,50578
7543,0.2728335856120943,212067,57859
7544,0.26537484222414137,240848,63915
7545,0.25840187576761325,268690,69430
7546,0.2525937547446733,296385,74865
7547,0.24789520037938745,324734,80500
7548,0.24457803690814306,353147,86372
7549,0.24093262893608117,382360,92123
7550,0.23783886035242932,412338,98070
7551,0.23650732328880394,442629,104685
7552,0.23669749871094695,475155,112468
7553,0.23993559091996722,509866,122335
7554,0.24420754882469886,547264,133646
7555,0.24742488536034496,584440,144605
7556,0.2496992555064022,620959,155053
7557,0.2513201041157397,656577,165011
7558,0.2526931613030253,690731,174543
7559,0.2539475376020152,723299,183680
7560,0.27287859732189096,27034,7377
7561,0.3097776163722202,46811,14501
7562,0.32426673919941973,66177,21459
7563,0.33262369867820796,85490,28436
7564,0.3367493280399662,105289,35456
7565,0.3404816186947848,126324,43011
7566,0.34446559768327345,149176,51386
7567,0.34354779071917174,173088,59464
7568,0.336012829100948,197052,66212
7569,0.32038972416661504,226006,72410
7570,0.3084294120648978,254739,78569
7571,0.2988306214502266,283997,84867
7572,0.2910158244002042,313440,91216
7573,0.28487286518670424,343297,97796
7574,0.2795388664021694,374295,104630
7575,0.2756559446565592,405179,111690
7576,0.27343237903824413,437845,119721
7577,0.27420561774951807,473072,129719
7578,0.2804917689523487,501455,140654
7579,0.2809416507658383,538756,151359
7580,0.28103083969890114,575492,161731
7581,0.2810754384185191,611174,171786
7582,0.28096046440309397,645646,181401
7583,0.28043858667153726,678908,190392
7584,0.2670044964670616,28022,7482
7585,0.3078844912660573,48031,14788
7586,0.32459084256124426,67639,21955
7587,0.3331957297005974,87207,29057
7588,0.3378532233379372,107156,36203
7589,0.3405911253216876,128230,43674
7590,0.3443959493737954,150989,52000
7591,0.34316619189804487,174822,59993
7592,0.33822575861912973,198947,67289
7593,0.33145845490865017,222770,73839
7594,0.3260938426426036,246242,80298
7595,0.32206040792064494,269170,86689
7596,0.3131571698278005,297678,93220
7597,0.30467221247042664,327575,99803
7598,0.29836658392326315,358941,107096
7599,0.29473659980101435,390983,115237
7600,0.291922768257565,423660,123676
7601,0.2914260008603916,457931,133453
7602,0.29192221285303793,494529,144364
7603,0.2913344525681928,531911,154964
7604,0.2902851435564871,568696,165084
7605,0.28927323503719193,604432,174846
7606,0.28815469779325203,638768,184064
7607,0.28660569253972673,671651,192499
7608,0.2543866089127083,27242,6930
7609,0.2916497900189729,46909,13681
7610,0.30878949108726367,66534,20545
7611,0.31862830572507994,86025,27410
7612,0.32491931983316663,105974,34433
7613,0.3284404103436865,126918,41685
7614,0.33120254093657,149866,49636
7615,0.3308701327828032,173893,57536
7616,0.3244544352394423,197960,64229
7617,0.3097740987702106,227356,70429
7618,0.2989906975105959,255523,76399
7619,0.2906510086048808,283560,82417
7620,0.288482428584011,306549,88434
7621,0.28602966561078574,330214,94451
7622,0.283152869293682,354826,100470
7623,0.27979579557487017,380599,106490
7624,0.2724301079434568,412994,112512
7625,0.26533142926211273,446762,118540
7626,0.25840114331465835,482107,124577
7627,0.25246255905116094,517348,130611
7628,0.25383369242688847,553709,140550
7629,0.2548813551840578,589027,150132
7630,0.2558860601973394,622785,159362
7631,0.25981301476589747,646896,168072
7632,0.35781272543644493,20793,7440
7633,0.3578857421875,40960,14659
7634,0.36058133438196355,61032,22007
7635,0.36127749441157947,80971,29253
7636,0.36105624901248223,101264,36562
7637,0.35991136114609057,122294,44015
7638,0.3582617692705639,144975,51939
7639,0.3395416448997206,176108,59796
7640,0.3241959205790146,206696,67010
7641,0.30990042746641333,235808,73077
7642,0.29899506033795303,264593,79112
7643,0.29050991839532403,293243,85190
7644,0.2835025136394829,322043,91300
7645,0.2777931230867801,351175,97554
7646,0.2730347440176471,381706,104219
7647,0.2695501964831693,412758,111259
7648,0.2672691029303033,444971,118927
7649,0.2668572645788608,478844,127783
7650,0.2724233124591194,506047,137859
7651,0.27694359463013224,533123,147645
7652,0.28108808521666084,559515,157273
7653,0.28499149914137056,585235,166787
7654,0.28447063345062407,619259,176161
7655,0.2836084941847976,651740,184839
7656,0.25991125336437043,27494,7146
7657,0.26194287793341825,54970,14399
7658,0.2634043808540453,81354,21429
7659,0.26418416590583016,107338,28357
7660,0.2650702023390758,133044,35266
7661,0.2647975859624469,159401,42209
7662,0.26441000834742406,186884,49414
7663,0.26278221848268124,213930,56217
7664,0.25771482467912893,240673,62025
7665,0.2515519426072636,265957,66902
7666,0.24583324742090903,290994,71536
7667,0.2411520756307047,315639,76117
7668,0.23740639140520944,340113,80745
7669,0.2338080542830308,365197,85386
7670,0.23067187248306703,391101,90216
7671,0.22864606861079043,418389,95663
7672,0.22843470820701967,447629,102254
7673,0.23043860179897468,479273,110443
7674,0.23303405259346358,513676,119704
7675,0.23517002076826157,548433,128975
7676,0.2367707246058342,582496,137918
7677,0.23819711116742365,615612,146637
7678,0.2395272920437068,647588,155115
7679,0.24043012336586264,678875,163222
7680,0.2569265764254018,26817,6890
7681,0.29722992285045025,46533,13831
7682,0.3128201231096588,65795,20582
7683,0.32160116928734767,84838,27284
7684,0.32655732655732655,103896,33928
7685,0.3292720517853956,123278,40592
7686,0.3154536642366782,150618,47513
7687,0.3161000791951427,170465,53884
7688,0.30896137393054857,190752,58935
7689,0.29929739500064045,210787,63088
7690,0.2906335849416332,230782,67073
7691,0.2833215860083386,251121,71148
7692,0.2741691733147333,275268,75470
7693,0.2663179818870235,300558,80044
7694,0.25983276650926085,326968,84957
7695,0.2551332779475337,355085,90594
7696,0.25720801476403904,379300,97559
7697,0.25792514881601064,412926,106504
7698,0.2590751954298121,449522,116460
7699,0.2600699516510647,486050,126407
7700,0.2605688197536354,521747,135951
7701,0.26083432186635036,556380,145123
7702,0.2607658139720261,589621,153753
7703,0.26103670934371365,621177,162150
7704,0.2535810205908684,26808,6798
7705,0.29569299327233,46227,13669
7706,0.31259558328745335,65388,20440
7707,0.3215397176632075,84509,27173
7708,0.32789999328427655,104233,34178
7709,0.3338673042438733,125475,41892
7710,0.3383643312787662,148612,50285
7711,0.3384760286835278,173061,58577
7712,0.33022110033149843,197286,65148
7713,0.32205325425090614,221541,71348
7714,0.31523405570489177,245903,77517
7715,0.30957255733851713,270586,83766
7716,0.30511154524616474,295351,90115
7717,0.29680510888260053,326177,96811
7718,0.29024209375975735,358704,104111
7719,0.289707379101911,386131,111865
7720,0.29170963309288234,414083,120792
7721,0.29674629510746225,442388,131277
7722,0.30209979201172527,472142,142634
7723,0.3063524569733056,501491,153633
7724,0.3100116963477211,530080,164331
7725,0.31302336423461063,557690,174570
7726,0.31529887475797796,584141,184179
7727,0.31728860968527217,609193,193290
7728,0.25659070191431177,27425,7037
7729,0.2550766141029456,53776,13717
7730,0.25405412189978915,79672,20241
7731,0.2526388796518864,105253,26591
7732,0.2517223509328131,131216,33030
7733,0.2521168341708543,159200,40137
7734,0.2540645385112724,190243,48334
7735,0.2539959274876563,221976,56381
7736,0.252205088025452,252711,63735
7737,0.24964963193657985,282560,70541
7738,0.24671948739592525,312756,77163
7739,0.2439584086588367,342956,83667
7740,0.24504396145651067,367481,90049
7741,0.24226086694368937,398042,96430
7742,0.23981696028317595,429415,102981
7743,0.23866670712465105,461384,110117
7744,0.2383826496981167,494562,117895
7745,0.23913211772414092,529611,126647
7746,0.24002757944520173,567089,136117
7747,0.24117298891622357,604848,145873
7748,0.2421758998864187,641831,155436
7749,0.2428537286305242,677836,164615
7750,0.24323914769905122,712706,173358
7751,0.24333396787435016,745946,181514
7752,0.2473881999248403,26610,6583
7753,0.2797268660230751,46717,13068
7754,0.29270532273603084,66432,19445
7755,0.2973862288677534,86006,25577
7756,0.2986656608043755,106045,31672
7757,0.2997709157095337,127464,38210
7758,0.30277900951044695,151097,45749
7759,0.3048275391878917,176011,53653
7760,0.303820756593341,201112,61102
7761,0.30197003354190083,225986,68241
7762,0.3004346612433704,250770,75340
7763,0.29775246204759537,275279,81965
7764,0.29459125792459123,299700,88289
7765,0.2925695734556205,324046,94806
7766,0.29104565292770784,348959,101563
7767,0.29016470085355917,374315,108613
7768,0.2913330682054091,399807,116477
7769,0.29357264219132817,426116,125096
7770,0.2965697872761888,454345,134745
