Supply 11/29/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,2351,2325,2284,2322,2378,2417,2428,2426,2414,2408,2479,2489,2482,2413,2410,2419,2424,2431,2494,2517,2489,2568,2594,2661,2669,2761,2798,2860,2909,2944,2923,2928,2954,2985,3000,3008,3127,3225,3270,3291,3358,3382,3335,3351,3347,3323,3277,3238,3195,3168,3135,3137,3125,3148,3170,3152,3144,3183,3231,3258,3291,3359,3444,3438,3385,3308,3325,3347,3386,3436,3527,3578,3627,3611,3585,3559,3537,3482,3420,3436,3475,3491,3563,3673,3822,3976,4298,4558,4861,5089,5266,5477,5584,5896,6302,6767,7153,7649,7941,7976,8203,8438,8694,8850,9077,9311,9676,9740,9876,9994,9999,10006,10080,10401,10717,10750,10918,11050,11107,11361,11469,11331,11198,11129,10675,10598,10540,10521,10481,10348,9937,9997,9891,10041,10141,10040,9801,9801,9817,9883,10041,10251,10235,10283,10442,10496,10507,10473,10473,10489,10358,10408,10166,10040,10122,10117,9983,9898,9711,9685,9759,9792,9712,9455,9348,9219,9130,8893,8706,8660,8919,8735,8335,8097,8084,8112,8208,8422,8339,7827,7600,7515,7266,6858,6417,6144,5823,5392,4995,4669,4412,4169,3863,3596,3442,3214,3005,2873,2749,2652,2639,2624,2633,2613,2619,2633,2629,2589,2579,2566,2554,2527,2580,2606,2619,2574,2568,2574,2595,2581,2566,2540,2489,2489,2481,2501,2489,2522,2525,2526,2493,2562,2559,2551,2516,2522,2532,2504,2452,2477,2483,2472,2430,2433,2436,2417,2342,2392,2402,2393,2325,2375,2370,2375,2375,2383,2399,2418,2450,2483,2468,2484,2470,2460,2456,2456,2435,2410,2427,2418,2405,2385,2378,2355,2351,2334,2334,2347,2329,2338,2324,2336,2322,2350,2355,2364,2383,2384,
Natural gas,8908,8832,8839,8879,8893,8819,8720,8682,8605,8514,8498,8470,8421,8437,8443,8363,8239,8111,8094,8025,7991,8003,7923,7828,7819,7906,7948,7959,7918,7880,7891,7857,7862,7825,7803,7802,7816,7780,7747,7732,7656,7652,7624,7592,7570,7604,7606,7650,7690,7798,7849,7885,7956,8040,8070,8102,8144,8209,8296,8344,8156,8261,8214,8166,8129,8165,8226,8333,8384,8407,8448,8499,8540,8556,8636,8589,8616,8744,8770,8759,8705,8767,8791,8764,8789,8545,8305,8327,8137,8079,8014,7993,8080,7965,7878,7629,7698,7384,7128,7043,6898,6902,6955,6725,6492,6357,6188,6295,6237,6247,6290,6265,6252,6191,6120,6223,6202,6128,6069,6063,6016,6178,6205,6285,6338,6254,6245,6442,6549,6692,6638,6761,6755,6647,6614,6681,6608,6499,6448,6414,6424,6363,6425,6450,6410,6370,6435,6436,6431,6401,6503,6327,6418,6428,6393,6435,6502,6498,6417,6401,6447,6531,6600,6692,6647,6616,6703,6810,7013,7087,7066,7118,6968,6851,6946,7015,6752,6952,6905,6890,6959,7042,7025,7118,7360,7581,7878,8221,8433,8789,9180,9265,9404,9462,9343,9477,9727,9853,10007,10259,10416,10821,11149,11279,11194,11211,11019,10968,11029,11162,11178,11182,11237,11277,11205,11183,11084,10976,10945,10860,10851,10866,10843,10797,10740,10820,10817,10853,10916,11017,11213,11306,11258,11161,11106,11100,11115,11149,11159,11245,11217,11255,11356,11401,11279,11258,11317,11339,11312,11281,11198,11198,11220,11246,11258,11275,11292,11369,11352,11283,11346,11237,11117,10985,10811,10752,10830,10853,10729,10687,10567,10469,10371,10221,10106,10061,10074,9976,10117,10195,10085,9982,9922,9859,9800,9818,9854,9656
Large hydro,1185,1240,1213,1152,1115,1107,1107,1111,1108,1104,1092,1098,1104,1131,1147,1141,1134,1141,1139,1129,1133,1129,1124,1110,1092,969,853,823,808,814,818,820,813,817,794,773,771,842,869,870,878,879,883,892,882,895,943,939,932,995,1004,1016,1009,1001,991,1000,1017,1010,1010,1009,995,973,975,986,1006,1108,1058,1042,1061,1063,1053,1064,1061,1035,1115,1203,1179,1194,1261,1311,1289,1258,1269,1276,1319,1459,1579,1580,1575,1566,1527,1485,1480,1479,1455,1443,1401,1367,1428,1486,1478,1477,1435,1456,1451,1379,1338,1366,1369,1345,1344,1345,1342,1325,1273,1019,920,906,912,1052,974,916,947,961,968,991,1018,749,626,654,695,887,873,744,584,590,764,865,852,732,688,652,674,702,727,730,717,726,736,748,798,753,743,732,695,708,765,915,992,922,893,882,893,947,965,919,891,896,911,888,887,892,1236,1294,1226,1360,1453,1430,1429,1548,1656,1884,2050,2096,2270,2222,2148,2137,2219,2214,2238,2263,2316,2466,2525,2493,2525,2614,2629,2782,2743,2721,2798,2824,2849,3191,3407,3482,3462,3414,3467,3464,3416,3413,3455,3494,3497,3391,3290,3285,3286,3263,3222,3260,3295,3293,3276,3270,3275,3239,3212,3190,3163,3181,3199,3173,3157,3155,3150,3137,3047,2726,2680,2634,2601,2604,2636,2630,2631,2628,2621,2558,2484,2383,2367,2374,2282,2261,2186,1995,1988,1942,1922,1917,1961,1915,1913,1953,1912,1899,1902,1895,1884,1882,1851,1834,1786,1592,1499,1468,1460,1444,1437,1421,1374,1351,1336,1347
Imports,8138,8087,8045,8030,8000,7963,7964,7960,8013,7970,7974,7892,7869,7826,7780,7798,7906,7904,7846,7810,7727,7709,7714,7716,7664,7656,7685,7634,7608,7564,7516,7461,7452,7454,7413,7391,7279,7196,7132,7086,7056,7051,7076,7111,7164,7166,7074,7163,7201,7142,7176,7167,7144,7084,7084,7093,7111,7011,6947,6915,7094,7108,7227,7304,7450,7406,7417,7465,7440,7382,7384,7334,7354,7531,7650,7672,7813,7834,7823,7800,7821,7803,7731,7674,7497,7402,7182,6984,6834,6738,6654,6563,6458,6289,6052,5813,5492,5324,5122,5025,4889,4511,4181,4318,4122,4033,3885,3736,3631,3525,3369,3290,3120,2838,2631,2714,2811,2620,2574,2037,1824,1973,1976,1945,2353,2450,2347,2562,2730,2750,3053,2869,2851,2840,2924,3072,3171,3058,3096,3161,3041,2948,2840,2666,2491,2431,2411,2457,2414,2373,2384,2539,2721,2834,2940,2966,2966,2906,3086,3278,3365,3323,3335,3504,3620,3880,4024,4191,4228,4266,4150,4317,4268,4428,4451,4353,4440,4083,4296,4657,4732,4802,5001,5280,5377,5446,5729,6008,6105,6162,6199,6428,6728,6979,7341,7681,7852,7859,7909,7940,8049,8088,8035,8145,8524,8435,8437,8560,8596,8665,8695,8710,8748,8729,8773,8761,8879,8962,9081,9147,9168,9163,9220,9295,9274,9174,9125,9107,9027,8897,8683,8584,8660,8720,8685,8696,8708,8689,8684,8606,8566,8782,8773,8751,8793,8816,8792,8822,8789,8782,8793,8796,8828,8891,8847,8680,8667,8623,8624,8679,8609,8663,8620,8620,8452,8438,8345,8184,8189,8190,8212,8256,8257,8198,8164,8203,8155,8206,8205,8124,8032,7952,7859,7817,7855,7851,7807,7798
Batteries,0,91,51,7,-2,-13,-26,-21,-26,-19,-39,-28,-18,-24,-19,-35,-31,-20,-25,-8,-14,-26,-41,-33,-57,-42,-30,-37,-40,-34,-25,-6,-21,-20,0,0,0,-14,-10,-12,-5,-6,-2,-2,-2,17,34,-1,-1,0,0,0,0,0,-21,-1,0,-1,-32,-18,-29,-34,-15,-6,20,60,-2,-2,-2,-1,0,-9,-15,7,40,29,6,6,53,49,20,24,38,9,6,25,13,1,-2,-13,10,-6,10,9,-32,-49,-84,-80,-50,-13,-38,-33,-50,-27,5,-13,-15,0,0,0,0,0,0,-27,-53,-68,-76,-52,-71,0,-34,-29,-2,0,0,34,69,55,24,63,120,114,108,42,-13,14,55,69,2,0,-2,-32,-5,-2,-13,0,0,6,22,26,57,5,1,0,-25,-26,0,47,43,4,-1,-1,-1,26,17,13,-1,-1,-1,-1,-31,-8,69,60,1,-66,-85,-94,-94,21,-2,-48,-87,-46,3,-17,-78,-85,-5,-13,-13,-10,1,16,12,-50,-11,38,36,36,-6,-70,-81,-77,-77,10,29,27,5,-12,14,3,-12,-3,15,36,39,27,24,24,25,32,31,36,32,24,24,23,22,8,29,19,-3,4,11,9,0,-1,-7,-9,-7,24,31,20,20,16,15,13,12,10,12,12,11,6,16,-9,-63,-97,-111,-84,-61,-75,-61,-41,4,9,20,18,0,0,8,0,0,0,0,0,0,41,74,52,31,0,0,-9,-47,-93,-62,-9
Nuclear,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1120,1121,1120,1120,1119,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1119,1120,1119,1119,1119,1119,1120,1119,1120,1119,1119,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1119,1120,1120,1120,1120,1120,1120,1120,1121,1120,1119,1120,1119,1120,1120,1119,1120,1119,1119,1120,1120,1120,1119,1119,1120,1120,1120,1120,1120,1120,1120,1120,1121,1120,1120,1120,1120,1120,1120,1121,1121,1121,1121,1120,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1120,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1122,1121,1121,1121,1121,1122,1122,1122,1121,1122,1121,1124,1124,1124,1124,1121,1117,1118,1117,1118,1117,1121,1124,1124,1124,1124,1120,1118,1118,1118,1118,1119,1118,1118,1118,1118,1118,1117,1117,1117,1117,1118,1118,1118,1118,1117,1117,1118,1117,1117,1117,1117,1117,1116,1117,1116,1117,1116,1117,1117,1117,1116,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1116,1117,1117,1117,1116,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1116,1116,1117,1116,1116,1117,1116,1117,1117,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1115,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1114,1116,1118,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1120,1121,1121,1121,1121,1121,1121,1122,1121,1122,1122,1122,1122,1122,1122,1122,1123,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1123
Coal,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,17,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,18,17,17,16,16,16,16,17,17,17,17,18,17,17,17,17,17,17,17,17,16,17,17,17,16,16,16,16,16,16,16,16,15,15,15,16,16,16,17,17,16,16,16,16,15,16,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,17,16,16,17,17,16,16,16,17,17,16,17,16,15,15,15,15,15,14,15,15,16,16,17,16,17,17,16,16,16,16,17,18,18,17,17,17,17,16,16,16,17,17,16,16,17,17,17,17,17,16,16,16,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,15,16,16,15,16,15,16,16,16,15,16,15,16,16,17,17,16,16,16,16,16,15,16,15,15,15,15,16,15,16,15,15,15,15,15,16,17,17,17,18,17,19,18,18,18,17,17,17,17,17,17,17,16,16,17,17,17,17,16,16,17,16,17,17,16,16,16,17,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
