,sdg3,dayOfYear,hour,CZ1_input_kWh,CZ2_input_kWh,CZ3_input_kWh,CZ4_input_kWh,CZ5_input_kWh,CZ6_input_kWh,CZ7_input_kWh,CZ8_input_kWh,CZ9_input_kWh,CZ10_input_kWh,CZ11_input_kWh,CZ12_input_kWh,CZ13_input_kWh,CZ14_input_kWh,CZ15_input_kWh,CZ16_input_kWh
0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.170382
19,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195344
20,1,1,21,0.685134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21438
21,1,1,22,1.13487,0.338546,0.0,0.0,0.0,0.0,0.0,0.0,0.145558,0.779775,0.325416,0.452674,0.585601,1.0877629999999998,0.0,0.77015
22,1,1,23,1.157744,1.126489,0.498992,0.444394,0.617548,0.0,0.0,0.055125,1.113541,1.118614,1.1463,1.122901,1.120011,1.1129870000000002,0.734768,0.0
23,1,1,24,0.405955,1.113657,1.082881,1.084195,1.063871,0.545147,0.0,1.104631,1.125746,0.893324,1.134435,1.120294,1.142811,0.905962,1.102007,0.0
24,1,2,1,0.0,0.580385,1.120359,1.117387,1.128662,1.047525,0.287435,1.106484,0.344615,0.0,0.544547,0.37268,0.158237,0.0,0.432224,0.0
25,1,2,2,0.0,0.0,0.223006,0.244075,0.045207,0.938202,1.0540120000000002,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.111299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.022145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028048
37,1,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212387
38,1,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857927
39,1,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,2,20,0.7536970000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1,2,21,1.131397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,2,22,0.459484,0.853725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999822,1.121883,0.646803,0.0,0.919673,0.0,0.0
46,1,2,23,0.0,1.176919,0.0,0.0,0.0,0.0,0.0,0.0,0.178927,0.8803860000000001,1.079259,1.138436,0.810365,1.162019,0.0,0.0
47,1,2,24,0.0,0.216997,0.5975010000000001,0.804359,0.0,0.0,0.0,0.0,1.07129,0.0,0.0,0.391582,1.164982,0.0,0.82539,0.0
48,1,3,1,0.0,0.0,1.11077,1.171964,0.0,0.0,0.0,0.177265,0.558363,0.0,0.0,0.0,0.07131799999999999,0.0,0.8202950000000001,0.0
49,1,3,2,0.0,0.0,0.383017,0.144054,0.942509,0.0,0.0,1.062316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,3,3,0.0,0.0,0.0,0.0,1.101413,0.230492,0.0,0.53743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,3,4,0.0,0.0,0.0,0.0,0.0,1.067867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,3,5,0.0,0.0,0.0,0.0,0.0,0.5487810000000001,0.262033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.060932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.129584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229699
55,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.194919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261212
56,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.506376
57,1,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884131
58,1,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,3,18,0.53754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,3,19,1.121716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1,3,20,0.97482,0.072625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910539,0.0,0.0,0.0,0.0,0.0
68,1,3,21,0.0,1.091198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253726,1.036231,0.0,0.771868,0.0,0.0
69,1,3,22,0.0,1.3206440000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07219600000000001,0.593754,1.286968,0.0,1.22735,0.0,0.0
70,1,3,23,0.0,0.198242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084832,0.0,0.422781,1.017416,0.8250959999999999,0.0,0.0
71,1,3,24,0.0,0.0,0.261792,0.945618,0.0,0.0,0.0,0.0,0.110821,1.278386,0.0,0.0,1.30805,0.0,0.0,0.0
72,1,4,1,0.0,0.0,1.14637,1.280698,0.0,0.0,0.0,0.0,1.126768,0.0,0.0,0.0,0.35335500000000003,0.0,0.0,0.0
73,1,4,2,0.0,0.0,1.430711,0.47434,0.0,0.0,0.0,0.0,1.342321,0.0,0.0,0.0,0.0,0.0,0.357134,0.0
74,1,4,3,0.0,0.0,0.0,0.0,0.037837,0.0,0.0,0.019093,0.0,0.0,0.0,0.0,0.0,0.0,1.174053,0.935847
75,1,4,4,0.0,0.0,0.0,0.0,1.141518,1.106535,0.0,1.138328,0.0,0.0,0.0,0.0,0.0,0.0,1.325773,1.3658370000000002
76,1,4,5,0.0,0.0,0.0,0.0,1.16836,1.190052,0.0,1.211111,0.0,0.0,0.0,0.0,0.0,0.0,0.167605,0.224739
77,1,4,6,0.0,0.0,0.0,0.0,1.119739,0.892308,0.0,0.758929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.272776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1,4,8,0.0,0.0,0.0,0.0,0.0,0.0,1.171823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.674313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0487959999999998
87,1,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010405
88,1,4,17,0.21129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,4,18,1.063205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,4,19,1.164895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421528,0.0,0.0,0.0,0.0,0.0
91,1,4,20,1.17434,0.8057489999999999,0.615409,0.668155,0.32463800000000004,0.179031,0.366662,0.0,0.541046,0.582064,1.1422139999999998,0.8152159999999999,0.657868,0.8878360000000001,0.018259,0.461388
92,1,4,21,1.151695,1.153293,1.14418,1.139278,1.109297,1.103513,1.0777370000000002,1.095679,1.114863,1.127101,1.174237,1.1626459999999998,1.154474,1.177771,1.129199,1.211712
93,1,4,22,1.104677,1.158977,1.145649,1.140496,1.118172,1.108572,1.086174,1.106028,1.1209209999999998,1.134996,1.174843,1.164409,1.158436,1.16608,1.135259,1.217635
94,1,4,23,0.0,1.1580780000000002,1.142494,1.139416,1.156891,1.17275,0.927211,1.15305,1.161055,1.166166,1.265793,1.161056,1.158952,1.160741,1.23426,1.342336
95,1,4,24,0.0,1.296334,1.30659,1.300384,0.718568,0.443645,0.0,0.527418,0.715418,0.857189,0.6689069999999999,1.314366,1.350748,1.3202120000000002,0.14214100000000002,0.349209
96,1,5,1,0.0,0.32543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226565,0.0,0.255063,0.0,0.0
97,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,5,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1,5,17,0.541142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,5,18,1.209946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705845
114,1,5,19,0.292094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404858,0.0,0.0,0.26477399999999995,0.0,1.259113
115,1,5,20,0.0,0.412719,0.160761,0.17613800000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.18488,0.5789920000000001,0.4647979999999999,1.162659,0.0,0.771813
116,1,5,21,0.0,1.144381,1.115649,1.111149,0.8774049999999999,0.0,0.0,0.0,0.6407970000000001,0.385033,0.145044,1.021203,1.071115,0.308373,0.106734,0.0
117,1,5,22,0.0,0.165253,0.275243,0.20638,0.671283,0.97589,0.339825,0.820332,0.748447,1.030235,0.0,0.0,0.0,0.0,1.119146,0.0
118,1,5,23,0.0,0.0,0.0,0.0,0.0,0.525579,1.120092,0.620916,0.0,0.0,0.0,0.0,0.0,0.0,0.201206,0.0
119,1,5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.15571600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989194,0.0,0.344683
134,1,6,15,0.775525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913252,0.0,1.15585
135,1,6,16,1.230145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445098,1.128981,0.522201,0.0,0.0,0.8521219999999999
136,1,6,17,0.0,0.946518,0.375541,0.687305,0.0,0.0,0.0,0.0,0.0,0.0,1.203149,0.34475300000000003,0.891517,0.0,0.0,0.0
137,1,6,18,0.0,0.5487270000000001,1.074533,0.67728,0.158813,0.0,0.0,0.0,0.0,0.0,0.145612,0.0,0.0,0.0,0.0,0.0
138,1,6,19,0.0,0.0,0.0,0.0,1.071241,0.305662,0.0,0.310154,0.40537,0.364066,0.0,0.0,0.0,0.0,0.32112,0.0
139,1,6,20,0.0,0.0,0.0,0.0,1.213328,1.064634,1.025639,1.080357,1.101252,1.090447,0.0,0.0,0.0,0.0,1.116354,0.0
140,1,6,21,0.0,0.0,0.0,0.0,0.145496,0.8582489999999999,1.139663,0.8642489999999999,0.863866,0.8549610000000001,0.0,0.0,0.0,0.0,0.749474,0.0
141,1,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.154308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1,6,23,0.0,0.8842409999999999,0.873125,0.863593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910653,0.902793,0.350439,0.0,0.0
143,1,6,24,0.0,1.188246,1.180282,1.175561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196117,1.19689,1.166637,0.0,0.0
144,1,7,1,0.0,0.457586,0.333878,0.285204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483398,0.362717,1.262194,0.0,0.0
145,1,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671415
147,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.180933
148,1,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291326
149,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8916139999999999,0.0,0.0,0.0,0.0,0.449424
150,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17369,0.0,0.0,0.0,0.0,0.0
151,1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.053303,0.0,0.0,0.0,0.0,0.0
152,1,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1,7,10,0.941251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,1,7,11,1.040152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,1,7,12,1.276792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,1,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,1,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,1,7,16,0.0,0.0,0.0,0.0,0.144489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,1,7,17,0.0,0.0,0.0,0.0,1.010274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1,7,18,0.0,0.0,0.0,0.0,1.297239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1,7,19,0.0,0.0,0.0,0.0,0.347722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,1,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1,7,22,0.0,1.090683,0.122974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982809,0.213885,0.414359,0.0,0.0
166,1,7,23,0.0,1.157855,1.196274,0.414416,0.0,0.0,0.0,0.0,0.805855,0.598371,0.0,1.299081,1.246806,1.320227,0.462545,0.0
167,1,7,24,0.0,0.0,0.8509610000000001,1.27401,0.0,0.979019,0.0,0.802231,1.2056950000000002,1.142887,0.0,0.0,0.776242,0.362544,1.1433719999999998,0.057662
168,1,8,1,0.0,0.0,0.0,0.4312220000000001,0.0,1.260153,0.017113999999999997,1.203975,0.832907,1.112158,0.0,0.0,0.0,0.0,0.998302,1.224025
169,1,8,2,0.0,0.0,0.0,0.0,0.0,0.536858,1.024745,0.711561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.829076
170,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1.232818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187066,0.0,0.0,0.0,0.0,0.0
172,1,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148673,0.0,0.0,0.0,0.0,0.0
173,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893631,0.0,0.0,0.0,0.0,0.0
174,1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1,8,9,0.313829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1,8,10,1.073908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1,8,11,1.203947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1,8,12,0.165525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
