hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,99.98989,2253.39549304,5257.9228171,7611.30820015
2.0,0.0,76.9153,2143.73782315,5002.05492069,7222.70804384
3.0,0.0,96.913278,2010.07918501,4690.18476503,6797.17722804
4.0,0.0,110.758032,1919.58879467,4479.04052091,6509.38734758
5.0,0.0,109.219726,1580.79013509,3688.5103152,5378.52017629
6.0,0.0,146.13907,1530.28877053,3570.67379791,5247.10163844
7.0,0.0,269.20355,1558.14725493,3635.67692818,5463.02773311
8.0,0.0,352.272074,1280.4035303,2987.60823736,4620.28384165
9.0,0.0,430.72568,1338.51350828,3123.19818598,4892.43737426
10.0,0.0,592.24781,1537.19063287,3586.77814337,5716.21658624
11.0,0.0,713.773984,1813.14350372,4230.66817534,6757.58566306
12.0,0.0,772.229612,1555.15549132,3628.69614642,5956.08124975
13.0,0.0,718.388902,1352.83676466,3156.61911753,5227.84478419
14.0,0.0,690.699394,1111.40572184,2593.28001764,4395.38513348
15.0,0.0,624.552236,1091.64021678,2547.16050582,4263.3529586
16.0,0.0,521.485734,1254.4331958,2927.01079019,4702.92971999
17.0,0.0,433.802292,1702.39403702,3972.25275306,6108.44908208
18.0,0.0,303.046282,2494.36671956,5820.1890123,8617.60201386
19.0,0.0,230.7459,2801.57012814,6536.99696566,9569.3129938
20.0,0.0,210.747922,2881.65529782,6723.86236158,9816.2655814
21.0,0.0,169.21366,3162.40565301,7378.94652369,10710.5658367
22.0,0.0,121.526174,2964.15310662,6916.35724878,10002.0365294
23.0,0.0,84.60683,2540.77716025,5928.48004059,8553.86403084
24.0,0.0,93.836666,2047.53328181,4777.57765755,6918.94760536
25.0,0.0,99.98989,1721.09964825,4015.89917926,5836.98871751
26.0,0.0,76.9153,1614.7357636,3767.71678174,5459.36784535
27.0,0.0,96.913278,1520.70246243,3548.30574566,5165.92148609
28.0,0.0,110.758032,1396.97463849,3259.60748982,4767.34016031
29.0,0.0,109.219726,1321.67900307,3083.91767383,4514.8164029
30.0,0.0,146.13907,1434.96864522,3348.26017219,4929.36788741
31.0,0.0,269.20355,1320.09625546,3080.22459607,4669.52440153
32.0,0.0,352.272074,1618.26621447,3775.95450044,5746.49278891
33.0,0.0,430.72568,1340.90891089,3128.78745875,4900.42204964
34.0,0.0,592.24781,1523.41665016,3554.63885038,5670.30331054
35.0,29.0119859276,713.773984,1459.0572995,3404.46703216,5606.31030159
36.0,48.41865219,772.229612,1246.58775654,2908.70476527,4975.940786
37.0,39.5974402525,718.388902,1100.40486683,2567.61135593,4426.00256501
38.0,48.41865219,690.699394,1314.80418816,3067.87643905,5121.7986734
39.0,86.9037904026,624.552236,1204.58942737,2810.70866387,4726.75411764
40.0,74.1946217056,521.485734,1203.65110693,2808.51924951,4607.85071215
41.0,29.0119859276,433.802292,1465.39194928,3419.24788166,5347.45410887
42.0,0.784107727773,303.046282,2308.37434374,5386.20680205,7998.41153552
43.0,0.0,230.7459,2348.17340183,5479.07127094,8057.99057277
44.0,0.0,210.747922,2611.70983895,6093.98962422,8916.44738517
45.0,0.0,169.21366,2979.75408828,6952.75953932,10101.7272876
46.0,0.0,121.526174,2850.99498758,6652.32163769,9624.84279927
47.0,0.0,84.60683,2558.94259181,5970.86604756,8614.41546937
48.0,0.0,93.836666,1874.45975173,4373.7394207,6342.03583843
49.0,0.0,99.98989,1682.07331016,3924.83772372,5706.90092388
50.0,0.0,76.9153,1522.31009315,3552.05688401,5151.28227716
51.0,0.0,96.913278,1336.94909756,3119.5478943,4553.41026986
52.0,0.0,110.758032,1252.64691157,2922.84279368,4286.24773725
53.0,0.0,109.219726,1297.12533496,3026.62578159,4432.97084255
54.0,0.0,146.13907,1420.69541019,3314.95595712,4881.79043731
55.0,0.0,269.20355,1516.62560109,3538.7930692,5324.62222029
56.0,0.0,352.272074,1308.25113419,3052.58597979,4713.10918798
57.0,0.0,430.72568,1306.77331634,3049.13773812,4786.63673446
58.0,0.0,592.24781,1295.94570625,3023.87331459,4912.06683084
59.0,0.0,713.773984,1676.5011819,3911.8360911,6302.111257
60.0,39.5974402525,772.229612,1649.8763185,3849.71140983,6311.41478058
61.0,149.011745949,718.388902,1568.78464987,3660.49751635,6096.68281417
62.0,152.57334826,690.699394,1452.90767668,3390.11791226,5686.2983312
63.0,181.108367149,624.552236,1413.49513651,3298.15531851,5517.31105817
64.0,195.274637544,521.485734,1648.18939706,3845.7752598,6210.7250284
65.0,63.9520805975,433.802292,2007.21209785,4683.49489499,7188.46136545
66.0,0.784107727773,303.046282,2589.16725241,6041.39025564,8934.38789778
67.0,0.0,230.7459,2646.65279766,6175.52319453,9052.92189219
68.0,0.0,210.747922,2541.16260906,5929.37942115,8681.28995221
69.0,0.0,169.21366,2651.43812786,6186.688965,9007.34075286
70.0,0.0,121.526174,2746.09283691,6407.54995279,9275.1689637
71.0,0.0,84.60683,2505.34381039,5845.80222425,8435.75286464
72.0,0.0,93.836666,2035.05687295,4748.46603688,6877.35957583
73.0,0.0,99.98989,1762.82089995,4113.24876656,5976.05955651
74.0,0.0,76.9153,1704.56624317,3977.32123407,5758.80277724
75.0,0.0,96.913278,1583.78335912,3695.49450462,5376.19114174
76.0,0.0,110.758032,1386.39454279,3234.92059983,4732.07317462
