hour_ending,cooling,poolpump,plugload,other,total
1.0,0.0,99.96987,2885.12487186,6731.95803435,9717.05277621
2.0,0.0,76.8999,2684.23744581,6263.22070689,9024.3580527
3.0,0.0,96.893874,2497.12266657,5826.61955532,8420.63609589
4.0,0.0,110.735856,2559.51326683,5972.19762261,8642.44674544
5.0,0.0,109.197858,2410.38245407,5624.22572616,8143.80603823
6.0,0.0,146.10981,2479.01219203,5784.36178141,8409.48378344
7.0,0.0,269.14965,2311.0954964,5392.55615828,7972.80130468
8.0,0.0,352.201542,2285.21327537,5332.1643092,7969.57912657
9.0,0.0,430.63944,2459.52746906,5738.89742781,8629.06433687
10.0,0.0,592.12923,2479.63108823,5785.80587255,8857.56619078
11.0,0.0,713.631072,2559.59904179,5972.39776418,9245.62787797
12.0,0.0,772.074996,2648.74421122,6180.40315951,9601.22236673
13.0,0.0,718.245066,2426.44024349,5661.69390149,8806.37921098
14.0,0.0,690.561102,2115.14682957,4935.34260232,7741.05053389
15.0,0.0,624.427188,1910.62818124,4458.13242289,6993.18779213
16.0,0.0,521.381322,2114.63669631,4934.15229139,7570.1703097
17.0,0.0,433.715436,2196.92254193,5126.15259784,7756.79057577
18.0,0.0,302.985606,2893.28887527,6751.00737563,9947.2818569
19.0,0.0,230.6997,3236.64638778,7552.17490482,11019.5209926
20.0,0.0,210.705726,3360.31554423,7840.73626987,11411.7575401
21.0,0.0,169.17978,3452.47713738,8055.77998722,11677.4369046
22.0,0.0,121.501842,3314.6165379,7734.1052551,11170.223635
23.0,0.0,84.58989,3298.21796094,7695.84190886,11078.6497598
24.0,0.0,93.817878,2884.517038,6730.53975535,9708.87467135
25.0,0.0,99.96987,2570.8474219,5998.64398444,8669.46127634
26.0,0.0,76.8999,2560.07296952,5973.50359556,8610.47646508
27.0,0.0,96.893874,2264.63008214,5284.13685833,7645.66081447
28.0,0.0,110.735856,2213.04220483,5163.76514461,7487.54320544
29.0,0.0,109.197858,2073.7256387,4838.69315696,7021.61665366
30.0,0.0,146.10981,2136.40718766,4984.95010453,7267.46710219
31.0,0.0,269.14965,2028.34231497,4732.79873492,7030.29069989
32.0,0.0,352.201542,2066.10374503,4820.9087384,7239.21402543
33.0,0.0,430.63944,2159.59940756,5039.06528432,7629.30413188
34.0,0.0,592.12923,2205.19156037,5145.4469742,7942.76776457
35.0,10.1686186097,713.631072,2038.30630075,4756.04803509,7518.15402645
36.0,16.970599977,772.074996,2072.49413211,4835.81964159,7697.35936968
37.0,33.9141563619,718.245066,2182.2181684,5091.84239295,8026.21978371
38.0,30.914131788,690.561102,1971.75347083,4600.75809862,7293.98680324
39.0,62.6456853894,624.427188,1953.56454376,4558.31726876,7198.95468591
40.0,54.9267671432,521.381322,2011.48599502,4693.46732173,7281.26140589
41.0,30.2039847071,433.715436,2305.38960806,5379.24241881,8148.55144758
42.0,0.274827529992,302.985606,2979.18311421,6951.42726649,10233.8708142
43.0,0.0,230.6997,3152.27772375,7355.31468875,10738.2921125
44.0,0.0,210.705726,3281.30156847,7656.37032643,11148.3776209
45.0,0.0,169.17978,3500.06042637,8166.80766153,11836.0478679
46.0,0.0,121.501842,3147.44663292,7344.04214348,10612.9906184
47.0,0.0,84.58989,2927.06248782,6829.81247158,9841.4648494
48.0,0.0,93.817878,2578.86390569,6017.34911328,8690.03089697
49.0,0.0,99.96987,2488.69056052,5806.9446412,8395.60507172
50.0,0.0,76.8999,2337.69201036,5454.61469084,7869.2066012
51.0,0.0,96.893874,2072.65831903,4836.2027444,7005.75493743
52.0,0.0,110.735856,1977.05517089,4613.12873208,6700.91975897
53.0,0.0,109.197858,1983.4647039,4628.08430909,6720.74687099
54.0,0.0,146.10981,1955.58798592,4563.03863381,6664.73642973
55.0,0.0,269.14965,1979.71736923,4619.34052821,6868.20754744
56.0,0.0,352.201542,2039.11472027,4757.93434731,7149.25060958
57.0,0.0,430.63944,1879.89455672,4386.42063236,6696.95462908
58.0,0.0,592.12923,1915.53754648,4469.58760847,6977.25438495
59.0,0.54149638101,713.631072,2168.54340017,5059.9346004,7942.65056895
60.0,27.8223220756,772.074996,1951.41724914,4553.30691467,7304.62148189
61.0,216.02133578,718.245066,1857.57657639,4334.34534491,7126.18832308
62.0,112.559224355,690.561102,2117.39032505,4940.57742512,7861.08807653
63.0,156.734865019,624.427188,1937.38140912,4520.55662128,7239.10008342
64.0,167.140229063,521.381322,1946.25989582,4541.27309025,7176.05453713
65.0,46.4401994864,433.715436,2271.77713256,5300.81330932,8052.74607737
66.0,0.274827529992,302.985606,2756.17772347,6431.08135476,9490.51951176
67.0,0.0,230.6997,3045.17000826,7105.39668594,10381.2663942
68.0,0.0,210.705726,3129.65649444,7302.53182036,10642.8940408
69.0,0.0,169.17978,3066.80332851,7155.87443319,10391.8575417
70.0,0.0,121.501842,2801.56437443,6536.98354033,9460.04975675
71.0,0.0,84.58989,2662.89695662,6213.4262321,8960.91307872
72.0,0.0,93.817878,2507.04185644,5849.76433171,8450.62406615
73.0,0.0,99.96987,2377.83456764,5548.28065783,8026.08509547
74.0,0.0,76.8999,2326.09348518,5427.55146542,7830.5448506
75.0,0.0,96.893874,2203.36570396,5141.18664257,7441.44622053
76.0,0.0,110.735856,2025.97766588,4727.2812204,6863.99474228
77.0,0.0,109.197858,1889.11446697,4407.93375627,6406.24608124
78.0,0.0,146.10981,1790.23356416,4177.2116497,6113.55502386
79.0,0.0,269.14965,1860.9803768,4342.28754586,6472.41757266
80.0,0.0,352.201542,1907.58965044,4451.04251771,6710.83371015
81.0,0.0,430.63944,1823.90901076,4255.78769178,6510.33614254
82.0,0.0,592.12923,1888.84586491,4407.30701812,6888.28211303
83.0,0.0,713.631072,2022.35938235,4718.83855882,7454.82901317
84.0,3.3666372424,772.074996,2077.24472008,4846.90434686,7699.59070018
85.0,41.5247317132,718.245066,2090.78205027,4878.49145063,7729.04329861
86.0,71.2240381847,690.561102,2238.95789196,5224.23508125,8224.97811339
87.0,89.6618992511,624.427188,2075.33403317,4842.44607739,7631.86919781
88.0,82.0922684731,521.381322,1991.62284508,4647.11997186,7242.21640741
89.0,39.6677970478,433.715436,2641.59012808,6163.71029886,9278.68365999
90.0,0.274827529992,302.985606,3096.88700883,7226.06968727,10626.2171296
91.0,0.0,230.6997,3104.21531088,7243.16905872,10578.0840696
92.0,0.0,210.705726,2992.05383715,6981.45895335,10184.2185165
93.0,0.0,169.17978,3046.74263325,7109.06614425,10324.9885575
94.0,0.0,121.501842,3190.71224856,7444.99524664,10757.2093372
95.0,0.0,84.58989,3215.31766179,7502.40787751,10802.3154293
96.0,0.0,93.817878,3032.17596543,7075.07725267,10201.0710961
97.0,0.0,99.96987,2696.64759599,6292.17772398,9088.79518997
98.0,0.0,76.8999,2336.0565164,5450.79853828,7863.75495468
99.0,0.0,96.893874,2226.7115123,5195.66019538,7519.26558168
100.0,0.0,110.735856,2032.74338693,4743.06790283,6886.54714576
101.0,0.0,109.197858,1949.04056807,4547.76132551,6605.99975158
102.0,0.0,146.10981,2095.9608528,4890.57532319,7132.64598599
103.0,0.0,269.14965,2090.64749627,4878.1774913,7237.97463757
104.0,0.0,352.201542,2191.8296675,5114.26922416,7658.30043366
105.0,0.0,430.63944,2270.47274924,5297.76974823,7998.88193747
106.0,0.0,592.12923,1896.64257947,4425.49935209,6914.27116155
107.0,0.0,713.631072,2031.00477778,4739.01114815,7483.64699793
108.0,0.0,772.074996,2089.09471711,4874.55433993,7735.72405304
109.0,39.4991463479,718.245066,2032.88554918,4743.39961477,7534.0293763
110.0,81.5444795994,690.561102,2169.73385419,5062.71232646,8004.55176225
111.0,106.933609501,624.427188,1968.83263222,4593.94280853,7294.13623825
112.0,77.8189100488,521.381322,2046.55485386,4775.294659,7421.04974491
113.0,24.8720699044,433.715436,2249.78721741,5249.50350729,7957.8782306
114.0,0.0,302.985606,3064.22582415,7149.86025635,10517.0716865
115.0,0.0,230.6997,3288.67918365,7673.58476185,11192.9636455
116.0,0.0,210.705726,3224.99847882,7524.99645058,10960.7006554
117.0,0.0,169.17978,3391.70141031,7913.96995739,11474.8511477
118.0,0.0,121.501842,3136.78339356,7319.16125164,10577.4464872
119.0,0.0,84.58989,3170.79376029,7398.51877401,10653.9024243
120.0,0.0,93.817878,3033.1916361,7077.4471509,10204.456665
121.0,0.0,99.96987,2471.45309122,5766.72387952,8338.14684075
