hour_ending,cooling,poolpump,plugload,other,total,,,,,,
1,0,66.43728,1706.696981,3982.292955,5755.427216,,9.3471,1.9336,12.3146,28.7340,52.3293
2,0,51.1056,1530.713984,3571.665963,5153.485547,,,,,,
3,0,64.393056,1489.158852,3474.703987,5028.255895,,,,,,
4,0,73.592064,1298.000707,3028.668316,4400.261086,,,,,,
5,0,72.569952,1586.706528,3702.315232,5361.591712,,,,,,
6,0,97.10064,1359.70022,3172.633847,4629.434706,,,,,,
7,0,178.8696,1258.092864,2935.550015,4372.512479,,,,,,
8,0,234.063648,1445.967859,3373.925004,5053.956511,,,,,,
9,0,286.19136,1743.546363,4068.274847,6098.012569,,,,,,
10,0,393.51312,1541.796272,3597.524636,5532.834028,,,,,,
11,0,474.259968,1427.139958,3329.993236,5231.393163,,,,,,
12,0,513.100224,1582.719827,3693.01293,5788.832981,,,,,,
13,0,477.326304,1441.524598,3363.557396,5282.408298,,,,,,
14,0,458.928288,1674.507047,3907.183109,6040.618443,,,,,,
15,0,414.977472,1501.280726,3502.98836,5419.246558,,,,,,
16,0,346.495968,1557.064716,3633.151005,5536.711689,,,,,,
17,0,288.235584,1852.829357,4323.268499,6464.33344,,,,,,
18,0,201.356064,2076.759732,4845.772709,7123.888505,,,,,,
19,0,153.3168,2184.937633,5098.18781,7436.442243,,,,,,
20,0,140.029344,2228.008615,5198.686768,7566.724727,,,,,,
21,0,112.43232,2472.825719,5769.926677,8355.184715,,,,,,
22,0,80.746848,1962.848213,4579.979163,6623.574223,,,,,,
23,0,56.21616,1716.451185,4005.052764,5777.720109,,,,,,
24,0,62.348832,1564.189756,3649.776096,5276.314684,,,,,,
25,0,66.43728,1351.620558,3153.781301,4571.839139,,,,,,
26,0,51.1056,1221.531039,2850.23909,4122.875729,,,,,,
27,0,64.393056,1149.190563,2681.444648,3895.028267,,,,,,
28,0,73.592064,1111.87352,2594.371548,3779.837132,,,,,,
29,0,72.569952,1247.619548,2911.112278,4231.301777,,,,,,
30,0,97.10064,1167.52978,2724.236152,3988.866572,,,,,,
31,0,178.8696,988.0953842,2305.555896,3472.520881,,,,,,
32,0,234.063648,1309.934212,3056.513161,4600.511022,,,,,,
33,0,286.19136,1811.326492,4226.428482,6323.946334,,,,,,
34,0,393.51312,1750.500048,4084.500113,6228.513282,,,,,,
35,0,474.259968,1629.891129,3803.079302,5907.230399,,,,,,
36,0,513.100224,1505.76906,3513.46114,5532.330424,,,,,,
37,0,477.326304,1910.549839,4457.949623,6845.825766,,,,,,
38,0,458.928288,1567.537257,3657.586934,5684.052479,,,,,,
39,0,414.977472,1398.481335,3263.123114,5076.58192,,,,,,
40,0,346.495968,1561.518957,3643.544233,5551.559158,,,,,,
41,0,288.235584,2104.970454,4911.597726,7304.803764,,,,,,
42,0,201.356064,2402.591842,5606.047632,8209.995539,,,,,,
43,0,153.3168,2539.948588,5926.546704,8619.812092,,,,,,
44,0,140.029344,2736.568581,6385.326689,9261.924614,,,,,,
45,0,112.43232,2324.358077,5423.502179,7860.292575,,,,,,
46,0,80.746848,2208.813685,5153.898599,7443.459132,,,,,,
47,0,56.21616,1815.001549,4235.003614,6106.221323,,,,,,
48,0,62.348832,1514.458811,3533.737227,5110.54487,,,,,,
49,0,66.43728,1607.557399,3750.967265,5424.961945,,,,,,
50,0,51.1056,1353.188363,3157.439513,4561.733475,,,,,,
51,0,64.393056,1194.580437,2787.354353,4046.327845,,,,,,
52,0,73.592064,1203.766233,2808.787877,4086.146174,,,,,,
53,0,72.569952,1253.72827,2925.365964,4251.664186,,,,,,
54,0,97.10064,1185.014928,2765.034832,4047.150399,,,,,,
55,0,178.8696,1370.406739,3197.615724,4746.892062,,,,,,
56,0,234.063648,1459.650793,3405.851851,5099.566292,,,,,,
57,0,286.19136,1566.237291,3654.55368,5506.982331,,,,,,
58,0,393.51312,1562.005921,3644.680482,5600.199523,,,,,,
59,0,474.259968,1805.664207,4213.216483,6493.140658,,,,,,
60,0,513.100224,1307.741699,3051.397298,4872.239222,,,,,,
61,0,477.326304,1985.692857,4633.283333,7096.302494,,,,,,
62,0,458.928288,1521.500418,3550.167643,5530.596349,,,,,,
63,0,414.977472,1493.127024,3483.963057,5392.067553,,,,,,
64,0,346.495968,1262.708214,2946.319165,4555.523347,,,,,,
65,0,288.235584,1573.118888,3670.610738,5531.96521,,,,,,
66,0,201.356064,2038.249096,4755.914558,6995.519719,,,,,,
67,0,153.3168,2137.054917,4986.461474,7276.833191,,,,,,
68,0,140.029344,1947.702351,4544.63882,6632.370515,,,,,,
69,0,112.43232,2180.845903,5088.64044,7381.918663,,,,,,
70,0,80.746848,2005.704955,4679.978229,6766.430032,,,,,,
71,0,56.21616,1766.036083,4120.750861,5943.003105,,,,,,
72,0,62.348832,1487.354817,3470.494574,5020.198223,,,,,,
73,0,66.43728,1235.912388,2883.795573,4186.145241,,,,,,
74,0,51.1056,1117.818728,2608.2437,3777.168028,,,,,,
75,0,64.393056,1040.824948,2428.591544,3533.809548,,,,,,
76,0,73.592064,1010.301529,2357.370235,3441.263828,,,,,,
77,0,72.569952,1058.082959,2468.860237,3599.513148,,,,,,
78,0,97.10064,1468.73563,3427.049803,4992.886073,,,,,,
79,0,178.8696,1256.894285,2932.753331,4368.517216,,,,,,
80,0,234.063648,1227.700634,2864.634812,4326.399093,,,,,,
81,0,286.19136,1400.853574,3268.65834,4955.703274,,,,,,
82,0,393.51312,1824.52991,4257.236456,6475.279485,,,,,,
83,0,474.259968,1628.088225,3798.872525,5901.220718,,,,,,
84,0,513.100224,1705.327378,3979.097216,6197.524818,,,,,,
85,0,477.326304,2056.496195,4798.491121,7332.31362,,,,,,
86,0,458.928288,1763.522639,4114.886157,6337.337083,,,,,,
87,0,414.977472,1448.002773,3378.673137,5241.653383,,,,,,
88,0,346.495968,1500.206659,3500.482203,5347.18483,,,,,,
89,0,288.235584,2071.049058,4832.447802,7191.732444,,,,,,
90,0,201.356064,2265.530861,5286.238677,7753.125602,,,,,,
91,0,153.3168,2247.938556,5245.189963,7646.445319,,,,,,
92,0,140.029344,2582.198694,6025.130286,8747.358325,,,,,,
93,0,112.43232,2351.62826,5487.132607,7951.193187,,,,,,
94,0,80.746848,2033.947096,4745.876556,6860.5705,,,,,,
95,0,56.21616,1965.599438,4586.398688,6608.214286,,,,,,
96,0,62.348832,1702.801858,3973.204334,5738.355024,,,,,,
97,0,66.43728,1586.406011,3701.614025,5354.457315,,,,,,
98,0,51.1056,1329.695213,3102.622163,4483.422976,,,,,,
99,0,64.393056,1157.001469,2699.670095,3921.06462,,,,,,
100,0,73.592064,1110.030328,2590.070765,3773.693157,,,,,,
101,0,72.569952,1095.44034,2556.027461,3724.037754,,,,,,
102,0,97.10064,1182.703383,2759.641227,4039.445251,,,,,,
103,0,178.8696,1349.945288,3149.872338,4678.687226,,,,,,
104,0,234.063648,1441.435419,3363.34931,5038.848376,,,,,,
105,0,286.19136,1629.318791,3801.743845,5717.253995,,,,,,
106,0,393.51312,1647.20573,3843.480036,5884.198886,,,,,,
107,0,474.259968,1719.880217,4013.05384,6207.194024,,,,,,
108,0,513.100224,1762.771771,4113.134131,6389.006126,,,,,,
109,0,477.326304,1734.04701,4046.109689,6257.483003,,,,,,
110,0,458.928288,1932.821805,4509.917545,6901.667638,,,,,,
111,0,414.977472,1833.997968,4279.328593,6528.304033,,,,,,
112,0,346.495968,2096.6721,4892.2349,7335.402968,,,,,,
113,0,288.235584,1734.451687,4047.053936,6069.741207,,,,,,
114,0,201.356064,2339.705069,5459.311827,8000.37296,,,,,,
115,0,153.3168,3187.458071,7437.402165,10778.17704,,,,,,
116,0,140.029344,2581.624585,6023.790698,8745.444627,,,,,,
117,0,112.43232,2053.574974,4791.67494,6957.682234,,,,,,
118,0,80.746848,1611.876166,3761.044387,5453.667401,,,,,,
119,0,56.21616,1547.07892,3609.850813,5213.145893,,,,,,
120,0,62.348832,1205.336299,2812.451363,4080.136494,,,,,,
121,0,66.43728,1089.524633,2542.224143,3698.186056,,,,,,
122,0,51.1056,1136.321158,2651.416035,3838.842792,,,,,,
123,0,64.393056,1123.501698,2621.503962,3809.398716,,,,,,
124,0,73.592064,1095.672564,2556.569315,3725.833943,,,,,,
125,0,72.569952,1222.932855,2853.509995,4149.012802,,,,,,
126,0,97.10064,1258.032544,2935.409269,4290.542453,,,,,,
127,0,178.8696,1651.59431,3853.720057,5684.183967,,,,,,
128,0,234.063648,1745.088787,4071.873835,6051.02627,,,,,,
129,0,286.19136,1868.319413,4359.411964,6513.922737,,,,,,
130,0,393.51312,1620.756422,3781.764984,5796.034526,,,,,,
131,0,474.259968,1389.948766,3243.213788,5107.422522,,,,,,
132,0,513.100224,1410.084205,3290.196479,5213.380909,,,,,,
133,0,477.326304,1362.700422,3179.634319,5019.661045,,,,,,
134,0,458.928288,1391.118724,3245.943688,5095.9907,,,,,,
135,0,414.977472,1441.132565,3362.642652,5218.75269,,,,,,
136,0,346.495968,1722.744205,4019.736479,6088.976652,,,,,,
137,0,288.235584,2220.64225,5181.498584,7690.376418,,,,,,
138,0,201.356064,2301.931375,5371.173209,7874.460649,,,,,,
139,0,153.3168,2480.951321,5788.886415,8423.154536,,,,,,
140,0,140.029344,2191.698731,5113.963705,7445.691779,,,,,,
141,0,112.43232,2197.394347,5127.253476,7437.080142,,,,,,
142,0,80.746848,2147.368901,5010.527435,7238.643183,,,,,,
143,0,56.21616,1679.557119,3918.966611,5654.73989,,,,,,
144,0,62.348832,1544.166441,3603.055028,5209.570301,,,,,,
145,0,66.43728,1471.125905,3432.627112,4970.190297,,,,,,
146,0,51.1056,1255.242324,2928.898755,4235.246679,,,,,,
147,0,64.393056,1154.347473,2693.477438,3912.217968,,,,,,
148,0,73.592064,1078.338497,2516.123159,3668.05372,,,,,,
149,0,72.569952,1292.329555,3015.435628,4380.335135,,,,,,
150,0,97.10064,1310.911016,3058.792371,4466.804027,,,,,,
151,0,178.8696,1515.04195,3535.097884,5229.009435,,,,,,
152,0,234.063648,1729.789282,4036.174991,6000.027921,,,,,,
153,0,286.19136,1563.991215,3649.312835,5499.495411,,,,,,
154,0,393.51312,1251.589145,2920.374671,4565.476935,,,,,,
155,0,474.259968,1397.497798,3260.828195,5132.58596,,,,,,
156,0,513.100224,1146.603368,2675.407859,4335.111451,,,,,,
157,0,477.326304,1231.43591,2873.350457,4582.112671,,9.347140059,1.899335536,12.05946889,28.13876073,51.44470522
158,0,458.928288,1158.131139,2702.30599,4319.365417,,,,,,
159,0,414.977472,1383.394385,3227.920232,5026.292089,,,,,,
160,0,346.495968,1361.967835,3177.924949,4886.388752,,,,,,
161,0,288.235584,1739.404813,4058.611231,6086.251628,,,,,,
162,0,201.356064,2508.021444,5852.050036,8561.427544,,,,,,
163,0,153.3168,2355.483296,5496.127691,8004.927787,,,,,,
164,0,140.029344,2197.2132,5126.830799,7464.073343,,,,,,
165,0,112.43232,2064.805354,4817.87916,6995.116835,,,,,,
166,0,80.746848,1838.412577,4289.629347,6208.788772,,,,,,
167,0,56.21616,1610.240996,3757.228991,5423.686147,,,,,,
168,0,62.348832,1507.015537,3516.369586,5085.733955,,,,,,
169,0,66.43728,1190.562803,2777.979874,4034.979957,,,,,,
170,0,51.1056,1104.57393,2577.33917,3733.0187,,,,,,
171,0,64.393056,1003.230872,2340.872034,3408.495962,,,,,,
172,0,73.592064,1030.924133,2405.489645,3510.005842,,,,,,
173,0,72.569952,1222.827098,2853.263229,4148.660279,,,,,,
174,0,97.10064,1288.213561,3005.831643,4391.145845,,,,,,
175,0,178.8696,1791.440243,4180.027234,6150.337077,,,,,,
176,0,234.063648,1763.908487,4115.786469,6113.758603,,,,,,
177,0,286.19136,1431.281358,3339.656502,5057.12922,,,,,,
178,0,393.51312,1480.663723,3454.882019,5329.058862,,,,,,
179,0,474.259968,1633.642983,3811.833626,5919.736577,,,,,,
180,0,513.100224,1552.896369,3623.424861,5689.421453,,,,,,
181,0,477.326304,1415.367381,3302.523888,5195.217573,,,,,,
182,0,458.928288,1571.308413,3666.386297,5696.622998,,,,,,
183,0,414.977472,1656.952273,3866.22197,5938.151715,,,,,,
184,0,346.495968,1549.62147,3615.78343,5511.900868,,,,,,
185,0,288.235584,1875.063808,4375.148885,6538.448276,,,,,,
186,0,201.356064,2364.559631,5517.305805,8083.2215,,,,,,
187,0,153.3168,2707.76975,6318.129418,9179.215968,,,,,,
188,0,140.029344,2157.211895,5033.494421,7330.735659,,,,,,
189,0,112.43232,2332.08337,5441.527862,7886.043552,,,,,,
190,0,80.746848,2146.678962,5008.917579,7236.343389,,,,,,
191,0,56.21616,1880.389557,4387.575633,6324.181349,,,,,,
192,0,62.348832,1731.033926,4039.07916,5832.461918,,,,,,
193,0,66.43728,1346.342782,3141.466492,4554.246555,,,,,,
194,0,51.1056,1272.787904,2969.838444,4293.731948,,,,,,
195,0,64.393056,1140.150863,2660.352013,3864.895932,,,,,,
196,0,73.592064,1204.028107,2809.398917,4087.019089,,,,,,
197,0,72.569952,1502.589469,3506.042094,5081.201515,,,,,,
198,0,97.10064,1296.573396,3025.337924,4419.01196,,,,,,
199,0,178.8696,1182.768739,2759.793724,4121.432063,,,,,,
200,0,234.063648,1697.110386,3959.924234,5891.098268,,,,,,
201,0,286.19136,1748.955075,4080.895175,6116.04161,,,,,,
202,0,393.51312,1435.057299,3348.467031,5177.037451,,,,,,
203,0,474.259968,1410.651947,3291.52121,5176.433125,,,,,,
204,0,513.100224,1428.329796,3332.769525,5274.199545,,,,,,
205,0,477.326304,1515.82137,3536.91653,5530.064204,,,,,,
206,0,458.928288,1709.818021,3989.575383,6158.321692,,,,,,
207,0,414.977472,1529.917726,3569.808028,5514.703226,,,,,,
208,0,346.495968,1567.106399,3656.581597,5570.183963,,,,,,
209,0,288.235584,2237.138951,5219.990885,7745.365419,,,,,,
210,0,201.356064,2533.005263,5910.345614,8644.706941,,,,,,
211,0,153.3168,2340.964378,5462.250216,7956.531395,,,,,,
212,0,140.029344,2658.05664,6202.132159,9000.218143,,,,,,
213,0,112.43232,2512.842132,5863.298308,8488.57276,,,,,,
214,0,80.746848,2257.562601,5267.646068,7605.955517,,,,,,
215,0,56.21616,2044.267496,4769.957492,6870.441148,,,,,,
216,0,62.348832,1558.760899,3637.108765,5258.218496,,,,,,
217,0,66.43728,1275.460449,2976.074382,4317.972111,,,,,,
218,0,51.1056,1026.882864,2396.060017,3474.048481,,,,,,
219,0,64.393056,942.4659531,2199.087224,3205.946233,,,,,,
220,0,73.592064,1011.550468,2360.284426,3445.426959,,,,,,
221,0,72.569952,957.5383208,2234.256082,3264.364355,,,,,,
222,0,97.10064,1106.47277,2581.769797,3785.343208,,,,,,
223,0,178.8696,1416.421082,3304.982524,4900.273205,,,,,,
224,0,234.063648,1665.212077,3885.494847,5784.770572,,,,,,
225,0,286.19136,1742.508938,4065.854188,6094.554485,,,,,,
226,0,393.51312,1650.564772,3851.317801,5895.395693,,,,,,
227,0,474.259968,1403.178456,3274.083065,5151.521489,,,,,,
228,0,513.100224,1462.29792,3412.028479,5387.426623,,,,,,
229,0,477.326304,1179.489106,2752.141247,4408.956657,,,,,,
230,0,458.928288,1186.725802,2769.026872,4414.680962,,,,,,
231,0,414.977472,1188.398741,2772.930395,4376.306608,,,,,,
232,0,346.495968,1275.639352,2976.491821,4598.627141,,,,,,
233,0,288.235584,1379.892597,3219.749394,4887.877575,,,,,,
234,0,201.356064,1968.368936,4592.860851,6762.585851,,,,,,
235,0,153.3168,2376.876415,5546.044969,8076.238184,,,,,,
236,0,140.029344,2157.700391,5034.634245,7332.36398,,,,,,
237,0,112.43232,2307.295956,5383.690564,7803.418841,,,,,,
238,0,80.746848,1928.240511,4499.22786,6508.21522,,,,,,
239,0,56.21616,1826.151352,4261.019822,6143.387335,,,,,,
240,0,62.348832,1782.336116,4158.78427,6003.469218,,,,,,
241,0,66.43728,1413.805641,3298.879829,4779.12275,,,,,,
242,0,51.1056,1257.624373,2934.45687,4243.186843,,,,,,
243,0,64.393056,1172.49738,2735.827219,3972.717655,,,,,,
244,0,73.592064,1081.435665,2523.349884,3678.377612,,,,,,
245,0,72.569952,1070.703288,2498.307671,3641.58091,,,,,,
246,0,97.10064,1215.96646,2837.255074,4150.322174,,,,,,
247,0,178.8696,1210.819509,2825.245522,4214.934631,,,,,,
248,0,234.063648,1375.508554,3209.519959,4819.09216,,,,,,
249,0,286.19136,1654.206925,3859.816158,5800.214443,,,,,,
250,0,393.51312,1581.37455,3689.87395,5664.76162,,,,,,
251,0,474.259968,1748.963377,4080.914546,6304.13789,,,,,,
252,0,513.100224,2016.897409,4706.093954,7236.091587,,,,,,
253,0,477.326304,2315.817259,5403.573604,8196.717167,,,,,,
254,0,458.928288,2366.630852,5522.138655,8347.697795,,,,,,
255,0,414.977472,1996.759408,4659.105285,7070.842165,,,,,,
256,0,346.495968,2262.136222,5278.31785,7886.95004,,,,,,
257,0,288.235584,1737.705681,4054.646589,6080.587854,,,,,,
258,0,201.356064,2257.120647,5266.614843,7725.091554,,,,,,
259,0,153.3168,2567.651871,5991.187699,8712.15637,,,,,,
260,0,140.029344,2615.904943,6103.778201,8859.712488,,,,,,
261,0,112.43232,2262.822643,5279.9195,7655.174463,,,,,,
262,0,80.746848,2193.609866,5118.42302,7392.779733,,,,,,
263,0,56.21616,1798.362456,4196.179064,6050.757681,,,,,,
264,0,62.348832,1449.77585,3382.810316,4894.934998,,,,,,
265,0,66.43728,1569.711521,3662.660217,5298.809018,,,,,,
266,0,51.1056,1282.13984,2991.659627,4324.905067,,,,,,
267,0,64.393056,1223.955687,2855.896603,4144.245346,,,,,,
268,0,73.592064,1220.69238,2848.282221,4142.566665,,,,,,
269,0,72.569952,1278.676837,2983.579286,4334.826075,,,,,,
270,0,97.10064,1376.006934,3210.682845,4683.790419,,,,,,
271,0,178.8696,1338.352312,3122.822062,4640.043975,,,,,,
272,0,234.063648,1496.358525,3491.503225,5221.925398,,,,,,
273,0,286.19136,1325.181962,3092.091245,4703.464568,,,,,,
274,0,393.51312,1741.530852,4063.571989,6198.615961,,,,,,
275,0,474.259968,1952.565639,4555.986491,6982.812098,,,,,,
276,0,513.100224,1650.560389,3851.307575,6014.968188,,,,,,
277,0,477.326304,1501.388065,3503.238818,5481.953187,,,,,,
278,0,458.928288,1814.131394,4232.973252,6506.032933,,,,,,
279,0,414.977472,2356.250954,5497.918892,8269.147318,,,,,,
280,0,346.495968,2156.550401,5031.950935,7534.997304,,,,,,
281,0,288.235584,2512.278111,5861.982259,8662.495954,,,,,,
282,0,201.356064,2772.736112,6469.717595,9443.809771,,,,,,
283,0,153.3168,2746.834351,6409.280153,9309.431305,,,,,,
284,0,140.029344,2270.673988,5298.239305,7708.942637,,,,,,
285,0,112.43232,2536.677733,5918.91471,8568.024763,,,,,,
286,0,80.746848,2432.988192,5676.972447,8190.707486,,,,,,
287,0,56.21616,2226.55218,5195.288421,7478.056761,,,,,,
288,0,62.348832,1969.500728,4595.501697,6627.351257,,,,,,
289,0,66.43728,1423.545352,3321.605821,4811.588453,,,,,,
290,0,51.1056,1266.180613,2954.421431,4271.707645,,,,,,
291,0,64.393056,1156.689234,2698.941547,3920.023837,,,,,,
292,0,73.592064,1207.880682,2818.388258,4099.861003,,,,,,
293,0,72.569952,1256.921123,2932.815953,4262.307028,,,,,,
294,0,97.10064,1270.56726,2964.65694,4332.32484,,,,,,
295,0,178.8696,1469.848483,3429.64646,5078.364543,,,,,,
296,0,234.063648,1785.774994,4166.808319,6186.646961,,,,,,
297,0,286.19136,1603.96734,3742.59046,5632.749161,,,,,,
298,0,393.51312,1381.488889,3223.474074,4998.476082,,,,,,
299,0,474.259968,1209.109427,2821.25533,4504.624725,,,,,,
300,0,513.100224,1184.947815,2764.878234,4462.926273,,,,,,
301,0,477.326304,1378.129091,3215.634547,5071.089942,,,,,,
302,0,458.928288,1539.198469,3591.463095,5589.589852,,,,,,
303,0,414.977472,1338.919891,3124.146411,4878.043774,,,,,,
304,0,346.495968,1473.355485,3437.829465,5257.680918,,,,,,
305,0,288.235584,1738.932763,4057.509779,6084.678126,,,,,,
306,0,201.356064,2528.588652,5900.040187,8629.984903,,,,,,
307,0,153.3168,2302.705545,5372.979604,7829.001949,,,,,,
308,0,140.029344,1986.902925,4636.106826,6763.039096,,,,,,
309,0,112.43232,2063.752821,4815.423249,6991.60839,,,,,,
310,0,80.746848,1969.949036,4596.547751,6647.243635,,,,,,
311,0,56.21616,2056.228103,4797.865574,6910.309837,,,,,,
312,0,62.348832,1722.870497,4020.031159,5805.250488,,,,,,
313,0,66.43728,1391.495962,3246.823911,4704.757153,,,,,,
314,0,51.1056,1283.303166,2994.374055,4328.782821,,,,,,
315,0,64.393056,1186.321323,2768.083087,4018.797466,,,,,,
316,0,73.592064,1103.886353,2575.734824,3753.213241,,,,,,
317,0,72.569952,1274.391163,2973.57938,4320.540494,,,,,,
318,0,97.10064,1237.495553,2887.489623,4222.085815,,,,,,
319,0,178.8696,1472.557875,3435.968375,5087.39585,,,,,,
320,0,234.063648,1528.861159,3567.342705,5330.267512,,,,,,
321,0,286.19136,1353.252877,3157.590046,4797.034283,,,,,,
322,0,393.51312,1136.394652,2651.587521,4181.495293,,,,,,
323,0,474.259968,1385.295461,3232.356075,5091.911504,,,,,,
324,0,513.100224,1217.012313,2839.695397,4569.807934,,,,,,
325,0,477.326304,1086.129132,2534.301307,4097.756742,,,,,,
326,0,458.928288,990.9077615,2312.11811,3761.95416,,,,,,
327,0,414.977472,973.1524111,2270.688959,3658.818842,,,,,,
328,0,346.495968,1393.212991,3250.830313,4990.539272,,,,,,
329,0,288.235584,1448.906529,3380.781902,5117.924016,,,,,,
330,0,201.356064,2045.791114,4773.512598,7020.659776,,,,,,
331,0,153.3168,2221.489247,5183.474911,7558.280958,,,,,,
332,0,140.029344,2243.131858,5233.974335,7617.135537,,,,,,
333,0,112.43232,2540.671317,5928.233072,8581.336708,,,,,,
334,0,80.746848,2089.681005,4875.922346,7046.350199,,,,,,
335,0,56.21616,1954.741725,4561.064025,6572.02191,,,,,,
336,0,62.348832,1556.524895,3631.891422,5250.765149,,,,,,
337,0,66.43728,1351.494657,3153.487532,4571.419468,,,,,,
338,0,51.1056,1141.478068,2663.448825,3856.032492,,,,,,
339,0,64.393056,1109.521637,2588.88382,3762.798513,,,,,,
340,0,73.592064,1054.200733,2459.801711,3587.594508,,,,,,
341,0,72.569952,1219.281723,2844.990686,4136.84236,,,,,,
342,0,97.10064,1354.805184,3161.212097,4613.117921,,,,,,
343,0,178.8696,1493.709264,3485.321616,5157.90048,,,,,,
344,0,234.063648,1799.306847,4198.382642,6231.753137,,,,,,
345,0,286.19136,1513.05162,3530.45378,5329.696761,,,,,,
346,0,393.51312,1559.946179,3639.874417,5593.333715,,,,,,
347,0,474.259968,1314.624642,3067.457497,4856.342106,,,,,,
348,0,513.100224,1460.520196,3407.880457,5381.500877,,,,,,
349,0,477.326304,1516.252981,3537.923623,5531.502908,,,,,,
350,0,458.928288,1618.328805,3776.100544,5853.357637,,,,,,
351,0,414.977472,1342.654526,3132.86056,4890.492558,,,,,,
352,0,346.495968,1202.583298,2806.027695,4355.10696,,,,,,
353,0,288.235584,1282.174271,2991.739966,4562.149822,,,,,,
354,0,201.356064,1782.377662,4158.881211,6142.614936,,,,,,
355,0,153.3168,1916.410679,4471.624917,6541.352396,,,,,,
356,0,140.029344,2097.746275,4894.741309,7132.516929,,,,,,
357,0,112.43232,2210.704614,5158.310765,7481.447698,,,,,,
358,0,80.746848,2298.943782,5364.202159,7743.892789,,,,,,
359,0,56.21616,1715.746138,4003.407656,5775.369954,,,,,,
360,0,62.348832,1455.793923,3396.852488,4914.995244,,,,,,
361,0,66.43728,1227.305787,2863.713504,4157.456571,,,,,,
362,0,51.1056,1183.821134,2762.249312,3997.176046,,,,,,
363,0,64.393056,1056.678417,2465.582973,3586.654447,,,,,,
364,0,73.592064,1083.65656,2528.531974,3685.780599,,,,,,
365,0,72.569952,1237.220115,2886.846934,4196.637001,,,,,,
366,0,97.10064,1373.529199,3204.901465,4675.531305,,,,,,
367,0,178.8696,1553.270568,3624.297992,5356.43816,,,,,,
368,0,234.063648,1868.67333,4360.237771,6462.974749,,,,,,
369,0,286.19136,1532.25406,3575.259473,5393.704892,,,,,,
370,0,393.51312,1332.226297,3108.528026,4834.267443,,,,,,
371,0,474.259968,1336.118481,3117.60979,4927.98824,,,,,,
372,0,513.100224,1263.510116,2948.190271,4724.800612,,,,,,
373,0,477.326304,1522.599667,3552.732556,5552.658527,,,,,,
374,0,458.928288,1307.524332,3050.890109,4817.342729,,,,,,
375,0,414.977472,1234.59125,2880.712917,4530.281639,,,,,,
376,0,346.495968,1142.55568,2665.963254,4155.014902,,,,,,
377,0,288.235584,1314.793605,3067.851745,4670.880934,,,,,,
378,0,201.356064,2146.421403,5008.316606,7356.094073,,,,,,
379,0,153.3168,2021.175615,4716.076435,6890.56885,,,,,,
380,0,140.029344,2607.665974,6084.553938,8832.249256,,,,,,
381,0,112.43232,2355.702421,5496.638981,7964.773722,,,,,,
382,0,80.746848,2285.774525,5333.473891,7699.995264,,,,,,
383,0,56.21616,2074.317577,4840.074346,6970.608083,,,,,,
384,0,62.348832,1533.812332,3578.895442,5175.056606,,,,,,
385,0,66.43728,1312.324299,3062.09003,4440.851609,,,,,,
386,0,51.1056,1181.011021,2755.692382,3987.809003,,,,,,
387,0,64.393056,1116.662749,2605.546414,3786.602219,,,,,,
388,0,73.592064,1124.589534,2624.042246,3822.223844,,,,,,
389,0,72.569952,1158.471479,2703.100119,3934.14155,,,,,,
390,0,97.10064,1392.42444,3248.990361,4738.515441,,,,,,
391,0,178.8696,1561.272843,3642.969968,5383.112411,,,,,,
392,0,234.063648,1939.857826,4526.334927,6700.256401,,,,,,
393,0,286.19136,1855.064543,4328.483933,6469.739836,,,,,,
394,0,393.51312,1444.238009,3369.888688,5207.639817,,,,,,
395,0,474.259968,1361.575689,3177.009941,5012.845597,,,,,,
396,0,513.100224,1352.063931,3154.815839,5019.979995,,,,,,
397,0,477.326304,1289.389846,3008.576308,4775.292458,,,,,,
398,0,458.928288,1416.154681,3304.360922,5179.443891,,,,,,
399,0,414.977472,1205.50143,2812.836669,4433.31557,,,,,,
400,0.459153007,346.495968,1379.267651,3218.291185,4944.513957,,,,,,
401,0,288.235584,1530.475119,3571.108612,5389.819315,,,,,,
402,0,201.356064,1794.784809,4187.83122,6183.972093,,,,,,
403,0,153.3168,2101.847615,4904.311101,7159.475515,,,,,,
404,0,140.029344,2252.493866,5255.81902,7648.342229,,,,,,
405,0,112.43232,2146.031724,5007.407356,7265.8714,,,,,,
406,0,80.746848,1820.59505,4248.055117,6149.397015,,,,,,
407,0,56.21616,1837.286048,4287.000778,6180.502986,,,,,,
408,0,62.348832,1502.608998,3506.087661,5071.045491,,,,,,
409,0,66.43728,1168.23298,2725.876953,3960.547213,,,,,,
410,0,51.1056,1012.555316,2362.629071,3426.289988,,,,,,
411,0,64.393056,944.7472815,2204.410323,3213.550661,,,,,,
412,0,73.592064,1048.968283,2447.592659,3570.153006,,,,,,
413,0,72.569952,1071.796109,2500.857588,3645.22365,,,,,,
414,0,97.10064,1166.517535,2721.874247,3985.492422,,,,,,
415,0,178.8696,1101.889856,2571.076332,3851.835788,,,,,,
416,0,234.063648,1235.264773,2882.284471,4351.612892,,,,,,
417,0,286.19136,1596.070822,3724.165251,5606.427432,,,,,,
418,0,393.51312,1875.227774,4375.531474,6644.272368,,,,,,
419,0,474.259968,1472.97804,3436.94876,5384.186767,,,,,,
420,0,513.100224,2133.935094,4979.181887,7626.217205,,,,,,
421,0,477.326304,1881.131302,4389.306372,6747.763979,,,,,,
