i,cluster,kwh_ann_tot,customer_count,util,slap,sector,building_type,care,kwh_bin,kw_bin,poolpump_penetration,hvac_penetration,weather_station,bev_count,bev_work_count,phev_count,phev_work_count,battery_kwh_per_customer,cluster_oldname
2585,sdge-com-SDG1-office-50_200kW-nonCare-0.4_0.5,52815125,234,sdge,SDG1,com,office,nonCare,0.4_0.5,50_200kW,NA,0.672131148,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.4_0.5
2586,sdge-com-SDG1-office-50_200kW-nonCare-0.5_0.6,61820235.42,233,sdge,SDG1,com,office,nonCare,0.5_0.6,50_200kW,NA,0.684210526,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.5_0.6
2587,sdge-com-SDG1-office-50_200kW-nonCare-0.6_0.7,73132302.38,234,sdge,SDG1,com,office,nonCare,0.6_0.7,50_200kW,NA,0.693877551,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.6_0.7
2588,sdge-com-SDG1-office-50_200kW-nonCare-0.7_0.8,86440884.24,233,sdge,SDG1,com,office,nonCare,0.7_0.8,50_200kW,NA,0.555555556,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.7_0.8
2589,sdge-com-SDG1-office-50_200kW-nonCare-0.8_0.9,111973570.5,234,sdge,SDG1,com,office,nonCare,0.8_0.9,50_200kW,NA,0.603773585,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.8_0.9
2590,sdge-com-SDG1-office-50_200kW-nonCare-0.9_1.0,174404929.6,234,sdge,SDG1,com,office,nonCare,0.9_1.0,50_200kW,NA,0.607843137,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-50_200kW-nonCare-0.9_1.0
2591,sdge-com-SDG1-office-lt50kW-Care-0.0_0.25,46284.61949,63,sdge,SDG1,com,office,Care,0.0_0.25,<50kW,NA,0.1,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-Care-0.0_0.25
2592,sdge-com-SDG1-office-lt50kW-Care-0.25_0.5,204273.1111,63,sdge,SDG1,com,office,Care,0.25_0.5,<50kW,NA,0.166666667,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-Care-0.25_0.5
2593,sdge-com-SDG1-office-lt50kW-Care-0.5_0.75,631834.1904,63,sdge,SDG1,com,office,Care,0.5_0.75,<50kW,NA,0.5,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-Care-0.5_0.75
2594,sdge-com-SDG1-office-lt50kW-Care-0.75_1.0,3858657.626,63,sdge,SDG1,com,office,Care,0.75_1.0,<50kW,NA,0.307692308,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-Care-0.75_1.0
2595,sdge-com-SDG1-office-lt50kW-nonCare-0.0_0.1,836510.1477,7212,sdge,SDG1,com,office,nonCare,0.0_0.1,<50kW,NA,0.193500739,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.0_0.1
2596,sdge-com-SDG1-office-lt50kW-nonCare-0.1_0.2,9524880.149,7211,sdge,SDG1,com,office,nonCare,0.1_0.2,<50kW,NA,0.38277087,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.1_0.2
2597,sdge-com-SDG1-office-lt50kW-nonCare-0.2_0.3,22009771.88,7211,sdge,SDG1,com,office,nonCare,0.2_0.3,<50kW,NA,0.470021413,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.2_0.3
2598,sdge-com-SDG1-office-lt50kW-nonCare-0.3_0.4,32387047.58,7214,sdge,SDG1,com,office,nonCare,0.3_0.4,<50kW,NA,0.47077577,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.3_0.4
2599,sdge-com-SDG1-office-lt50kW-nonCare-0.4_0.5,45376466.29,7209,sdge,SDG1,com,office,nonCare,0.4_0.5,<50kW,NA,0.540433925,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.4_0.5
2600,sdge-com-SDG1-office-lt50kW-nonCare-0.5_0.6,63465202.56,7213,sdge,SDG1,com,office,nonCare,0.5_0.6,<50kW,NA,0.558795861,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.5_0.6
2601,sdge-com-SDG1-office-lt50kW-nonCare-0.6_0.7,93061698.37,7210,sdge,SDG1,com,office,nonCare,0.6_0.7,<50kW,NA,0.576923077,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.6_0.7
2602,sdge-com-SDG1-office-lt50kW-nonCare-0.7_0.8,144051700.9,7211,sdge,SDG1,com,office,nonCare,0.7_0.8,<50kW,NA,0.584920635,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.7_0.8
2603,sdge-com-SDG1-office-lt50kW-nonCare-0.8_0.9,242246845.5,7211,sdge,SDG1,com,office,nonCare,0.8_0.9,<50kW,NA,0.633333333,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.8_0.9
2604,sdge-com-SDG1-office-lt50kW-nonCare-0.9_1.0,687992041.3,7212,sdge,SDG1,com,office,nonCare,0.9_1.0,<50kW,NA,0.646640827,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office-<50kW-nonCare-0.9_1.0
2605,sdge-com-SDG1-office-gt200kW-nonCare-0.0_1.0,2714785813,732,sdge,SDG1,com,office,nonCare,0.0_1.0,>200kW,NA,0.101836394,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-office->200kW-nonCare-0.0_1.0
2606,sdge-com-SDG1-retail-50_200kW-nonCare-0.0_0.1,15293391.05,158,sdge,SDG1,com,retail,nonCare,0.0_0.1,50_200kW,NA,0.538461538,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.0_0.1
2607,sdge-com-SDG1-retail-50_200kW-nonCare-0.1_0.2,26453201.42,157,sdge,SDG1,com,retail,nonCare,0.1_0.2,50_200kW,NA,0.828571429,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.1_0.2
2608,sdge-com-SDG1-retail-50_200kW-nonCare-0.2_0.3,34014424.23,158,sdge,SDG1,com,retail,nonCare,0.2_0.3,50_200kW,NA,0.677419355,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.2_0.3
2609,sdge-com-SDG1-retail-50_200kW-nonCare-0.3_0.4,39823666.48,157,sdge,SDG1,com,retail,nonCare,0.3_0.4,50_200kW,NA,0.708333333,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.3_0.4
2610,sdge-com-SDG1-retail-50_200kW-nonCare-0.4_0.5,45616563.68,158,sdge,SDG1,com,retail,nonCare,0.4_0.5,50_200kW,NA,0.722222222,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.4_0.5
2611,sdge-com-SDG1-retail-50_200kW-nonCare-0.5_0.6,51894002.96,157,sdge,SDG1,com,retail,nonCare,0.5_0.6,50_200kW,NA,0.833333333,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.5_0.6
2612,sdge-com-SDG1-retail-50_200kW-nonCare-0.6_0.7,60515926.11,157,sdge,SDG1,com,retail,nonCare,0.6_0.7,50_200kW,NA,0.666666667,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.6_0.7
2613,sdge-com-SDG1-retail-50_200kW-nonCare-0.7_0.8,70608874.04,158,sdge,SDG1,com,retail,nonCare,0.7_0.8,50_200kW,NA,0.8125,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.7_0.8
2614,sdge-com-SDG1-retail-50_200kW-nonCare-0.8_0.9,85550521.94,157,sdge,SDG1,com,retail,nonCare,0.8_0.9,50_200kW,NA,0.743589744,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.8_0.9
2615,sdge-com-SDG1-retail-50_200kW-nonCare-0.9_1.0,121720623.1,158,sdge,SDG1,com,retail,nonCare,0.9_1.0,50_200kW,NA,0.612903226,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-50_200kW-nonCare-0.9_1.0
2616,sdge-com-SDG1-retail-lt50kW-nonCare-0.0_0.1,1624140.208,1718,sdge,SDG1,com,retail,nonCare,0.0_0.1,<50kW,NA,0.384615385,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.0_0.1
2617,sdge-com-SDG1-retail-lt50kW-nonCare-0.1_0.2,5989227.05,1718,sdge,SDG1,com,retail,nonCare,0.1_0.2,<50kW,NA,0.637254902,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.1_0.2
2618,sdge-com-SDG1-retail-lt50kW-nonCare-0.2_0.3,10252180.39,1717,sdge,SDG1,com,retail,nonCare,0.2_0.3,<50kW,NA,0.608280255,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.2_0.3
2619,sdge-com-SDG1-retail-lt50kW-nonCare-0.3_0.4,15563244.04,1718,sdge,SDG1,com,retail,nonCare,0.3_0.4,<50kW,NA,0.640226629,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.3_0.4
2620,sdge-com-SDG1-retail-lt50kW-nonCare-0.4_0.5,22189501.75,1718,sdge,SDG1,com,retail,nonCare,0.4_0.5,<50kW,NA,0.590909091,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.4_0.5
2621,sdge-com-SDG1-retail-lt50kW-nonCare-0.5_0.6,31684786.19,1717,sdge,SDG1,com,retail,nonCare,0.5_0.6,<50kW,NA,0.7,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.5_0.6
2622,sdge-com-SDG1-retail-lt50kW-nonCare-0.6_0.7,46537002.56,1718,sdge,SDG1,com,retail,nonCare,0.6_0.7,<50kW,NA,0.69273743,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.6_0.7
2623,sdge-com-SDG1-retail-lt50kW-nonCare-0.7_0.8,71238422.83,1717,sdge,SDG1,com,retail,nonCare,0.7_0.8,<50kW,NA,0.625698324,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.7_0.8
2624,sdge-com-SDG1-retail-lt50kW-nonCare-0.8_0.9,116452939.2,1718,sdge,SDG1,com,retail,nonCare,0.8_0.9,<50kW,NA,0.654986523,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.8_0.9
2625,sdge-com-SDG1-retail-lt50kW-nonCare-0.9_1.0,246291130,1718,sdge,SDG1,com,retail,nonCare,0.9_1.0,<50kW,NA,0.649350649,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail-<50kW-nonCare-0.9_1.0
2626,sdge-com-SDG1-retail-gt200kW-nonCare-0.0_0.1,22945023.79,45,sdge,SDG1,com,retail,nonCare,0.0_0.1,>200kW,NA,0.125,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.0_0.1
2627,sdge-com-SDG1-retail-gt200kW-nonCare-0.1_0.2,41243446.44,44,sdge,SDG1,com,retail,nonCare,0.1_0.2,>200kW,NA,0.135135135,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.1_0.2
2628,sdge-com-SDG1-retail-gt200kW-nonCare-0.2_0.3,53456539.55,44,sdge,SDG1,com,retail,nonCare,0.2_0.3,>200kW,NA,0.205128205,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.2_0.3
2629,sdge-com-SDG1-retail-gt200kW-nonCare-0.3_0.4,63808887.29,44,sdge,SDG1,com,retail,nonCare,0.3_0.4,>200kW,NA,0.179487179,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.3_0.4
2630,sdge-com-SDG1-retail-gt200kW-nonCare-0.4_0.5,73108232.23,44,sdge,SDG1,com,retail,nonCare,0.4_0.5,>200kW,NA,0.117647059,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.4_0.5
2631,sdge-com-SDG1-retail-gt200kW-nonCare-0.5_0.6,82085401.63,44,sdge,SDG1,com,retail,nonCare,0.5_0.6,>200kW,NA,0.162162162,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.5_0.6
2632,sdge-com-SDG1-retail-gt200kW-nonCare-0.6_0.7,89852983.26,44,sdge,SDG1,com,retail,nonCare,0.6_0.7,>200kW,NA,0.105263158,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.6_0.7
2633,sdge-com-SDG1-retail-gt200kW-nonCare-0.7_0.8,98695989.69,44,sdge,SDG1,com,retail,nonCare,0.7_0.8,>200kW,NA,0.242424242,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.7_0.8
2634,sdge-com-SDG1-retail-gt200kW-nonCare-0.8_0.9,113325450.6,44,sdge,SDG1,com,retail,nonCare,0.8_0.9,>200kW,NA,0.166666667,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.8_0.9
2635,sdge-com-SDG1-retail-gt200kW-nonCare-0.9_1.0,177828507.6,44,sdge,SDG1,com,retail,nonCare,0.9_1.0,>200kW,NA,0.051282051,722900,NA,NA,NA,NA,NA,sdge-com-SDG1-retail->200kW-nonCare-0.9_1.0
2636,sdge-ind-SDG1-chemical-50_200kW-nonCare-0.0_1.0,16353749.84,53,sdge,SDG1,ind,chemical,nonCare,0.0_1.0,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-50_200kW-nonCare-0.0_1.0
2637,sdge-ind-SDG1-chemical-lt50kW-nonCare-0.0_0.2,106562.4854,49,sdge,SDG1,ind,chemical,nonCare,0.0_0.2,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-<50kW-nonCare-0.0_0.2
2638,sdge-ind-SDG1-chemical-lt50kW-nonCare-0.2_0.4,366953.0368,49,sdge,SDG1,ind,chemical,nonCare,0.2_0.4,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-<50kW-nonCare-0.2_0.4
2639,sdge-ind-SDG1-chemical-lt50kW-nonCare-0.4_0.6,750798.3981,48,sdge,SDG1,ind,chemical,nonCare,0.4_0.6,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-<50kW-nonCare-0.4_0.6
2640,sdge-ind-SDG1-chemical-lt50kW-nonCare-0.6_0.8,1436907.215,49,sdge,SDG1,ind,chemical,nonCare,0.6_0.8,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-<50kW-nonCare-0.6_0.8
2641,sdge-ind-SDG1-chemical-lt50kW-nonCare-0.8_1.0,4421774.87,49,sdge,SDG1,ind,chemical,nonCare,0.8_1.0,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical-<50kW-nonCare-0.8_1.0
2642,sdge-ind-SDG1-chemical-gt200kW-nonCare-0.0_1.0,61516319.31,29,sdge,SDG1,ind,chemical,nonCare,0.0_1.0,>200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-chemical->200kW-nonCare-0.0_1.0
2643,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.0_0.2,2444204.195,30,sdge,SDG1,ind,comp_elec,nonCare,0.0_0.2,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.0_0.2
2644,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.2_0.4,5138794.205,30,sdge,SDG1,ind,comp_elec,nonCare,0.2_0.4,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.2_0.4
2645,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.4_0.6,7136000.07,29,sdge,SDG1,ind,comp_elec,nonCare,0.4_0.6,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.4_0.6
2646,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.6_0.8,10489215.09,30,sdge,SDG1,ind,comp_elec,nonCare,0.6_0.8,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.6_0.8
2647,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.8_1.0,19723829.14,30,sdge,SDG1,ind,comp_elec,nonCare,0.8_1.0,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-50_200kW-nonCare-0.8_1.0
2648,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.0_0.1,92253.68196,84,sdge,SDG1,ind,comp_elec,nonCare,0.0_0.1,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.0_0.1
2649,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.1_0.2,364203.0634,83,sdge,SDG1,ind,comp_elec,nonCare,0.1_0.2,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.1_0.2
2650,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.2_0.3,665030.9791,84,sdge,SDG1,ind,comp_elec,nonCare,0.2_0.3,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.2_0.3
2651,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.3_0.4,933472.9397,83,sdge,SDG1,ind,comp_elec,nonCare,0.3_0.4,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.3_0.4
2652,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.4_0.5,1353606.746,84,sdge,SDG1,ind,comp_elec,nonCare,0.4_0.5,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.4_0.5
2653,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.5_0.6,1969708.552,83,sdge,SDG1,ind,comp_elec,nonCare,0.5_0.6,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.5_0.6
2654,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.6_0.7,2796476.326,83,sdge,SDG1,ind,comp_elec,nonCare,0.6_0.7,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.6_0.7
2655,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.7_0.8,4017861.441,84,sdge,SDG1,ind,comp_elec,nonCare,0.7_0.8,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.7_0.8
2656,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.8_0.9,6245827.824,83,sdge,SDG1,ind,comp_elec,nonCare,0.8_0.9,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.8_0.9
2657,sdge-ind-SDG1-comp_elec-lt50kW-nonCare-0.9_1.0,11722037.09,84,sdge,SDG1,ind,comp_elec,nonCare,0.9_1.0,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec-<50kW-nonCare-0.9_1.0
2658,sdge-ind-SDG1-comp_elec-gt200kW-nonCare-0.0_0.33,28424480.1,34,sdge,SDG1,ind,comp_elec,nonCare,0.0_0.33,>200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec->200kW-nonCare-0.0_0.33
2659,sdge-ind-SDG1-comp_elec-gt200kW-nonCare-0.33_0.66,61241803.36,33,sdge,SDG1,ind,comp_elec,nonCare,0.33_0.66,>200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec->200kW-nonCare-0.33_0.66
2660,sdge-ind-SDG1-comp_elec-gt200kW-nonCare-0.66_1.0,209977831.6,35,sdge,SDG1,ind,comp_elec,nonCare,0.66_1.0,>200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-comp_elec->200kW-nonCare-0.66_1.0
2661,sdge-ind-SDG1-crop-50_200kW-nonCare-0.0_0.5,6411960.15,48,sdge,SDG1,ind,crop,nonCare,0.0_0.5,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-50_200kW-nonCare-0.0_0.5
2662,sdge-ind-SDG1-crop-50_200kW-nonCare-0.5_1.0,15787215.1,47,sdge,SDG1,ind,crop,nonCare,0.5_1.0,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-50_200kW-nonCare-0.5_1.0
2663,sdge-ind-SDG1-crop-lt50kW-Care-0.0_1.0,462139.1578,48,sdge,SDG1,ind,crop,Care,0.0_1.0,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-Care-0.0_1.0
2664,sdge-ind-SDG1-crop-lt50kW-nonCare-0.0_0.1,248.7593092,140,sdge,SDG1,ind,crop,nonCare,0.0_0.1,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.0_0.1
2665,sdge-ind-SDG1-crop-lt50kW-nonCare-0.1_0.2,41631.46439,137,sdge,SDG1,ind,crop,nonCare,0.1_0.2,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.1_0.2
2666,sdge-ind-SDG1-crop-lt50kW-nonCare-0.2_0.3,180269.2244,139,sdge,SDG1,ind,crop,nonCare,0.2_0.3,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.2_0.3
2667,sdge-ind-SDG1-crop-lt50kW-nonCare-0.3_0.4,423451.3925,138,sdge,SDG1,ind,crop,nonCare,0.3_0.4,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.3_0.4
2668,sdge-ind-SDG1-crop-lt50kW-nonCare-0.4_0.5,742917.5434,139,sdge,SDG1,ind,crop,nonCare,0.4_0.5,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.4_0.5
2669,sdge-ind-SDG1-crop-lt50kW-nonCare-0.5_0.6,1099343.23,138,sdge,SDG1,ind,crop,nonCare,0.5_0.6,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.5_0.6
2670,sdge-ind-SDG1-crop-lt50kW-nonCare-0.6_0.7,1655239.403,138,sdge,SDG1,ind,crop,nonCare,0.6_0.7,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.6_0.7
2671,sdge-ind-SDG1-crop-lt50kW-nonCare-0.7_0.8,2624196.551,139,sdge,SDG1,ind,crop,nonCare,0.7_0.8,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.7_0.8
2672,sdge-ind-SDG1-crop-lt50kW-nonCare-0.8_0.9,5097339.517,138,sdge,SDG1,ind,crop,nonCare,0.8_0.9,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.8_0.9
2673,sdge-ind-SDG1-crop-lt50kW-nonCare-0.9_1.0,14632112.31,139,sdge,SDG1,ind,crop,nonCare,0.9_1.0,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-crop-<50kW-nonCare-0.9_1.0
2674,sdge-ind-SDG1-data_center-lt50kW-nonCare-0.0_0.25,80955.63757,18,sdge,SDG1,ind,data_center,nonCare,0.0_0.25,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-data_center-<50kW-nonCare-0.0_0.25
2675,sdge-ind-SDG1-data_center-lt50kW-nonCare-0.25_0.5,233274.7283,18,sdge,SDG1,ind,data_center,nonCare,0.25_0.5,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-data_center-<50kW-nonCare-0.25_0.5
2676,sdge-ind-SDG1-data_center-lt50kW-nonCare-0.5_0.75,470410.8357,18,sdge,SDG1,ind,data_center,nonCare,0.5_0.75,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-data_center-<50kW-nonCare-0.5_0.75
2677,sdge-ind-SDG1-data_center-lt50kW-nonCare-0.75_1.0,1679240.024,18,sdge,SDG1,ind,data_center,nonCare,0.75_1.0,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-data_center-<50kW-nonCare-0.75_1.0
2678,sdge-ind-SDG1-food_bev-50_200kW-nonCare-0.0_0.5,4101807.292,24,sdge,SDG1,ind,food_bev,nonCare,0.0_0.5,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-50_200kW-nonCare-0.0_0.5
2679,sdge-ind-SDG1-food_bev-50_200kW-nonCare-0.5_1.0,10836097.64,23,sdge,SDG1,ind,food_bev,nonCare,0.5_1.0,50_200kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-50_200kW-nonCare-0.5_1.0
2680,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.0_0.1,50682.30198,42,sdge,SDG1,ind,food_bev,nonCare,0.0_0.1,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.0_0.1
2681,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.1_0.2,210044.3698,42,sdge,SDG1,ind,food_bev,nonCare,0.1_0.2,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.1_0.2
2682,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.2_0.3,369598.4878,42,sdge,SDG1,ind,food_bev,nonCare,0.2_0.3,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.2_0.3
2683,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.3_0.4,543067.9807,41,sdge,SDG1,ind,food_bev,nonCare,0.3_0.4,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.3_0.4
2684,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.4_0.5,840963.1177,42,sdge,SDG1,ind,food_bev,nonCare,0.4_0.5,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.4_0.5
2685,sdge-ind-SDG1-food_bev-lt50kW-nonCare-0.5_0.6,1172330.881,42,sdge,SDG1,ind,food_bev,nonCare,0.5_0.6,<50kW,NA,NA,722900,NA,NA,NA,NA,NA,sdge-ind-SDG1-food_bev-<50kW-nonCare-0.5_0.6
