hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,
2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247173,,
2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2299,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2300,1.059284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2301,0,0.525,0.45,0.45,0.525,0,0,0,0,0,0.45,0.45,0.375,0.45,0,0,,
2302,0,1.86503,1.916669,1.889195,1.861603,0,0,0,0,0,1.902626,1.888476,1.916754,1.910359,0,0,,
2303,0,0,0,0,0,2.34093,0.6,0.15,2.310119,2.320465,0,0,0,0,0,0,,
2304,0,0,0,0,0,0,1.74952,2.179407,0,0,0,0,0,0,0,0,,
2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2312,0.45,0.375,0.375,0.3,0.375,0.3,0.225,0.225,0.225,0.225,0.375,0.3,0.3,0.375,0.675,0.525,,
2313,3.884702,3.361744,3.304177,3.32412,3.325724,2.971027,2.913136,2.877607,2.988733,3.010614,3.280879,3.328362,3.237912,3.285231,3.714243,4.5,,
2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125318,,
2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2324,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,,
2325,2.158524,2.226879,2.203018,2.173417,2.236671,0,0,0,0,0,2.181859,2.180084,0.15,2.211894,0,1.827918,,
2326,0,0,0,0,0,0,0,0,0,0,0,0,2.053532,0,0,0,,
2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2329,0,0,0,0,0,2.221419,0,0,0,0,0,0,0,0,0,0,,
2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2332,0,0,0,0,0,0,0,0,0,2.248927,0,0,0,0,0,0,,
2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2335,0,0,0,0,0,0,1.8,0,2.267767,0,0,0,0,0,0,0,,
2336,0,0,0,0,0,0,0.46738,0,0,0,0,0,0,0,0,0,,
2337,0,0,0,0,0,0,0,2.28139,0,0,0,0,0,0,0,0,,
2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.033565,2.227558,,
2339,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2340,0.436887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2344,0,0.825,0.825,0.825,0.825,0,0,0,0,0,0.825,0.825,0.75,0.825,0,0,,
2345,0,1.983425,1.941654,1.909545,1.994602,2.455229,2.31576,2.258199,2.330529,2.404154,1.92357,1.918834,1.886383,1.963789,0,0,,
2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2361,1.95,1.65,1.65,1.65,1.65,1.575,1.575,1.575,1.575,1.575,1.65,1.65,1.65,1.65,1.65,2.025,,
2362,3.488473,2.477867,2.412538,2.349976,2.48417,2.084703,1.979222,1.918694,1.98817,2.047049,2.366638,2.351807,2.229858,2.367261,2.022856,4.096051,,
2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2373,2.734795,2.025,1.575,1.575,2.025,1.425,1.35,1.35,1.35,1.425,1.575,1.575,1.5,1.575,0,2.898728,,
2374,0,0.515067,0.984825,0.95003,0.532031,0.987099,1.012921,0.998931,1.026315,0.981221,0.957229,0.949368,0.993759,1.000847,0,0,,
2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2383,0.45,0.375,0.375,0.375,0.375,0.3,0.3,0.3,0.3,0.3,0.375,0.375,0.375,0.375,0.675,0.45,,
2384,3.761742,3.470132,3.3701,3.297136,3.488185,3.107729,2.986546,2.945709,3.001611,3.063299,3.316033,3.285368,3.203484,3.37374,4.160119,4.5,,
2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015313,,
2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2388,2.473192,2.281614,2.244241,2.227229,2.288926,0,0,0,0,0,2.223774,2.220731,2.176642,2.256724,0,2.618973,,
2389,0,0,0,0,0,1.425,0,0,0,1.35,0,0,0,0,0,0,,
2390,1.8,1.725,1.725,1.725,1.725,2.554298,4.425,3.959059,4.425,2.608129,1.725,1.725,1.725,1.725,2.025,1.875,,
2391,1.204039,1.008492,0.974475,0.927798,1.017426,0.612481,0.04097,0.463721,0.045106,0.57563,0.929278,0.923418,0.87268,0.953058,1.813297,1.789403,,
2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2397,3.075,3.075,3.075,3,3.075,3,3,3,3,3,3,3,3,3.075,2.85,3.15,,
2398,4.5,4.223825,4.144723,4.089352,4.258993,3.717423,3.533298,3.330494,3.52637,3.624912,4.09229,4.072191,3.942599,4.096226,2.791319,4.5,,
2399,0.308034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197339,,
2400,1.998527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.138353,,
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2405,1.125,1.35,1.35,1.35,1.35,1.35,1.275,1.275,1.275,1.275,1.35,1.35,1.35,1.35,1.2,1.125,,
2406,0.912136,2.499634,2.454295,2.398064,2.534737,2.200546,2.164387,2.181269,2.164038,2.226089,2.398186,2.387394,2.321422,2.452329,1.934864,1.202828,,
2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2408,1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034199,,
2409,1.055141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2411,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,,
2412,0,2.14108,2.118787,0,1.211594,0,0,0,0,0,0,0,0,2.113773,0,0,,
2413,0,0,0,2.1,0,0,0,0,0,0,1.95,0,0,0,0,0,,
2414,0,0,0,0.010599,0,0,0,0,0,0,0.159587,2.11877,0,0,0,0,,
2415,0,0,0,0,0,2.1,1.05,1.05,1.05,1.275,0,0,2.175,0,0,0,,
2416,0,0,0,0,0,0.27935,1.400137,1.386737,1.408614,1.205125,0,0,0.273983,0,0,0,,
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,,
2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696399,,
2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547451,0,,
2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2433,2.537429,0.225,0.225,0.15,0.525,0,0,0,0,0,0.15,0,0,0.225,0,0,,
2434,1.35,3.321946,3.314961,3.264113,3.092946,1.65,1.575,1.575,1.575,1.575,3.25153,1.725,1.65,3.322716,1.2,1.725,,
2435,3.59503,2.731522,2.704495,2.691143,2.807335,4.056062,3.544857,3.51216,3.588157,3.642342,2.670127,4.5,4.283686,2.72152,2.499486,4.5,,
2436,0,0,0,0,0,0,0,0,0,0,0,0.059456,0,0,0,1.913278,,
2437,2.305681,2.362007,2.350195,2.301512,2.405873,0,0,0,0,0,2.291491,0,0,2.364259,0,0,,
2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2441,0,0,0,0,0,0,0.6,0.6,0.675,0.675,0,0.45,0.45,0,0,0.45,,
2442,0,0,0,0,0,2.560349,2.204144,2.188704,2.151796,2.176605,0,2.171858,2.135451,0,2.621711,2.193322,,
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2446,3.6,3.525,3.525,3.525,3.525,2.594138,2.605187,2.574841,2.60217,2.63004,3.525,2.793363,2.744074,3.525,0,3.356033,,
2447,1.008978,0.542971,0.505326,0.239475,0.574063,0,0,0,0,0,0.23591,0,0,0.281166,2.434691,0,,
2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2455,0.525,0.525,0.45,0.525,0.525,0.45,0.45,0.45,0.45,0.45,0.525,0.525,0.525,0.525,0.375,0.525,,
2456,3.546844,3.41454,3.445267,3.503313,3.442382,3.385048,3.287857,3.214081,3.297369,3.345649,3.493244,3.48891,3.418931,3.551541,2.398856,4.434528,,
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,,
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165173,,
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2470,2.048615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2480,2.293624,2.925,2.925,2.925,2.925,2.85,2.85,2.85,2.85,2.85,2.925,2.925,2.925,2.925,2.7,2.7,,
2481,0,0.936467,0.915521,0.852476,0.997714,0.689834,0.606357,0.59782,0.612537,0.648807,0.829521,0.826042,0.729846,0.866168,0.405834,0.288521,,
2482,1.907299,1.724339,1.716571,1.686229,1.756617,0,0,0,0,0,1.67591,1.673894,0,1.688873,0,2.244676,,
2483,0,0,0,0,0,2.009198,1.957454,1.929584,1.959243,1.982785,0,0,1.992948,0,0,0,,
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2489,0.75,0.675,0.675,0.675,0.75,0.525,0.525,0.45,0.525,0.525,0.675,0.675,0.6,0.675,0.975,0.825,,
2490,4.5,4.5,4.5,4.5,4.5,4.250728,4.12667,4.148411,4.135163,4.182597,4.5,4.5,4.402534,4.5,4.208794,4.5,,
2491,0.813748,0.393259,0.338536,0.242582,0.371225,0,0,0,0,0,0.226204,0.221816,0,0.294728,0,1.777813,,
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2493,0.825,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0,,
2494,1.377488,2.320093,2.305354,2.260537,1.371833,2.141365,0,0,0,0,2.25052,2.24831,2.202195,2.274421,0,2.196732,,
2495,0,0,0,0,0,0,2.158189,0,2.158697,2.177565,0,0,0,0,0,0,,
2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2498,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,,
2499,0,0,0,0,0,0,0,1.420873,0,0,0,0,0,0,0,0,,
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2504,0.45,0.3,0.3,0.3,0.375,0.225,0.225,0.225,0.225,0.225,0.3,0.3,0.3,0.3,0.6,0.45,,
2505,3.721866,3.256442,3.206131,3.153888,3.501813,3.040005,2.88589,2.824462,2.903418,2.938494,3.137489,3.134511,3.060167,3.182485,3.638961,3.966356,,
2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2516,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,,
2517,2.159966,2.21133,2.195259,2.154172,2.229555,0,0,0,0,0,1.125,0.15,0,2.16067,0,1.710043,,
2518,0,0,0,0,0,0,0,0,0,0,1.059481,2.054511,0,0,0,0,,
2519,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,,
2520,0,0,0,0,0,0,0,0,0,0,0,0,0.677977,0,0,0,,
2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2526,0,0,0,0,0,2.248344,0,0,0,0,0,0,0,0,0,0,,
2527,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,,
2528,0,0,0,0,0,0,2.448694,2.420364,2.451233,0.225802,0,0,0,0,0,0,,
2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.688814,0,,
2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2542,2.738022,1.8,1.8,1.725,1.8,0,0,0,0,0,1.65,1.05,1.05,1.8,0,3.016208,,
2543,0,0.770486,0.720885,0.763368,0.780469,2.246918,0,0,0,0,0.814387,1.440034,1.368287,0.714073,0,0,,
2544,0,0,0,0,0,0,0,0,0,2.206101,0,0,0,0,0,0,,
2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2546,0,0,0,0,0,0,2.275421,2.259386,2.277211,0,0,0,0,0,0,0,,
2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.988001,,
2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439478,0,,
2559,2.305608,2.165027,2.232945,0.975,2.28917,0,0,0,0,0,0.975,0.9,0,0.975,0,0,,
2560,0,0,0,1.248426,0,0,0,0,0,0,1.249364,1.286719,0,1.258302,0,0,,
2561,0,0,0,0,0,0,0,0,0,0,0,0,2.16071,0,0,0,,
2562,0,0,0,0,0,2.200258,0,0,0,0,0,0,0,0,0,0,,
2563,0,0,0,0,0,0,0,0,0,2.505074,0,0,0,0,0,0,,
2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2565,0,0,0,0,0,0,2.324981,2.292652,2.316768,0,0,0,0,0,0,0,,
2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2567,3.825,3.825,3.75,3.75,3.75,3.568667,2.980947,2.891833,2.936476,3.125356,3.75,3.75,3.675,3.75,3.098642,3.975,,
2568,0.502556,0.387521,0.295204,0.150504,0.339781,0,0,0,0,0,0.16994,0.177065,0.030742,0.120374,0,1.259771,,
2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2573,1.125,1.05,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1.125,,
2574,0.837598,0.739282,2.011057,1.979356,0.770709,2.151807,1.35,1.35,1.35,2.129476,2.253102,2.259298,2.21035,1.987048,0,1.006768,,
2575,0,0,0,0,0,0,1.042267,1.02133,1.051544,0,0,0,0,0,0.825,0,,
2576,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694599,1.5,,
2577,1.265702,2.085659,0,0,2.111457,0,0,0,0,0,0,0,0,0,0,0.910855,,
2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2580,0,0,2.121827,0,0,0,0,0,0,0,0,0,0,2.1,0,0,,
2581,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.000903,0,0,,
2582,0,0,0,1.356727,0,0,0,0,0,0,0,0,0,0,0,0,,
2583,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,,
2584,0,0,0,0,0,2.219468,0,0,0,2.200118,1.4041,1.411153,2.265509,0,0,0,,
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2589,0,0,0,0,0,0,2.391435,2.360102,2.383989,0,0,0,0,0,0,0,,
2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.123402,,
2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2601,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2602,2.157372,1.725,0.225,0.15,1.725,0,0,0,0,0,0.075,0.075,0,0.15,0.15,0,,
2603,4.425,3.695545,4.5,4.5,3.744224,4.5,3.665909,3.605688,3.656482,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,
2604,0.068519,0,0.847331,0.77862,0,0.148546,0,0,0,0.087721,0.353384,0.355678,0.224523,0.770482,0.259879,0.713093,,
