hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,
4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4641,3.75,3.6,3.675,3.525,3.675,3.525,3.525,3.45,3.443232,3.311312,2.879807,3.375,2.838127,3.09182,3.225,3.6,,
4642,1.345275,0.68782,0.894323,0.661868,1.010622,0.551521,0.624022,0.112921,0,0,0,0.043303,0,0,0.176561,0.753105,,
4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4664,3.482637,3.033785,3.179593,2.967935,3.338968,2.866243,2.932221,3.017867,2.961164,2.842047,0.225,2.933554,0.225,2.640498,0,3.044913,,
4665,2.325,2.175,2.25,2.175,2.325,2.175,2.175,2.1,2.1,2.025,4.5,2.1,4.5,1.875,1.875,2.25,,
4666,1.552449,1.218412,1.255131,1.133343,1.424213,1.065703,1.14457,0.993658,0.904766,0.846428,0.109804,0.887342,0.057625,0.774688,1.33179,1.175485,,
4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4668,2.986949,2.495594,2.630962,2.417398,2.813667,2.365186,2.444262,2.282653,2.198837,0,0,2.195774,0,0,0,2.496275,,
4669,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,,
4670,0,0,0,0,0,0,0,0,0,1.164957,0,0,0,1.275,0,0,,
4671,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115686,0,0,,
4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4673,0,0,0,0,0,0,0,0,0,0,1.125,0,1.05,0,0,0,,
4674,0,0,0,0,0,0,0,0,0,0,1.612112,0,1.64898,0,0,0,,
4675,1.35,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,,
4676,1.123604,0,2.23027,0,2.227395,0,0,0,0,0,0,0,0,0,0,0,,
4677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,,
4678,0,2.988628,0,2.923595,0,2.850451,2.916545,2.7,2.25,0.15,0,2.25,0,0,0,1.138869,,
4679,3.554501,2.074938,3.178496,2.023416,3.266612,0,1.966749,1.778116,2.052713,3.843656,2.798239,2.057387,2.768807,3.421183,3.402436,2.747599,,
4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4685,2.010109,0,0,0,0,3.449689,0,0,0,0,0,0,0,0,0,0,,
4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4688,0,0.075,2.123489,0,2.082628,0,0,0,0,0,0,0,0,0,0,1.425,,
4689,1.05,3.063547,0.9,3.068052,0.9,0.825,2.996252,2.823997,2.741792,2.609929,0.975,2.747517,0.975,1.05,0,1.681542,,
4690,2.052538,0,1.49915,0,1.714034,1.596192,0,0,0,0,2.105296,0,2.076216,2.192293,0,0,,
4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094787,,
4695,0,2.148886,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,,
4696,2.642173,0,2.390512,2.636705,2.42821,0,2.56374,2.967738,2.892883,2.77717,0,2.909532,0,0,3.10682,0,,
4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4698,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,,
4699,2.153341,2.990964,1.913859,0,1.974918,3.562126,0,0,0,0,2.967756,0,2.92947,3.105306,0,3.217308,,
4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4701,0,0,0,2.108763,0,0,2.071123,0,0,0,0,0,0,0,0,0,,
4702,0,0,0,0,0,0,0,2.584085,2.52714,2.445324,0,2.525437,0,0,0,0,,
4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4711,3.75,2.925,3.225,1.875,3.3,2.475,1.575,0.9,0.825,0.825,0.9,0.825,0.9,0.9,0.75,3,,
4712,2.407309,2.230809,2.277764,2.884194,2.343737,2.329735,3.08191,2.913112,2.862495,2.711498,2.979083,2.89764,2.933886,3.17454,2.72838,2.224484,,
4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4718,3.3,2.897667,3.048654,2.827385,3.138504,2.691008,2.74609,2.569163,2.469457,0,0,2.510404,0,0,0,2.926842,,
4719,0.113359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4723,0,0,0,0,0,0,0,0,0,2.387629,0,0,0,0,0,0,,
4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4735,0.375,0.3,0.3,0.225,0.3,0.225,0.225,0.15,0.15,0.075,0.525,0.15,0.525,0.675,0,0.3,,
4736,3.49331,2.933779,3.157407,2.903047,3.245379,2.732539,2.834854,2.682152,2.597018,2.523043,3.713633,2.613863,3.648796,3.796106,0,2.935717,,
4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,,
4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.919319,0,,
4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4740,2.400749,0,0,0,2.212623,0,0,0,0,0,0,0,0,0,0,0,,
4741,0,0,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4742,1.725,3.45,2.541252,2.1,1.65,2.025,2.025,1.95,1.95,1.875,1.725,1.95,1.65,1.8,0,3.675,,
4743,1.01102,0.711878,0.563036,1.950702,0.803696,1.851006,1.951836,1.775314,1.681071,1.626607,1.354663,1.690925,1.387518,1.438745,0,0.527129,,
4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4749,3.075,2.925,3,2.925,3,2.85,2.925,2.85,2.775,2.775,0.525,2.775,0.45,2.7,0.525,2.925,,
4750,4.117687,2.988279,3.335534,2.956811,3.552034,2.887755,2.933541,2.725305,2.510548,2.453167,4.006922,2.636672,4.030156,2.259842,3.420372,3.051024,,
4751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4761,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4762,1.050482,0.225,1.65,0.225,1.65,0.225,0.225,0.15,0.075,0.075,0,0.075,0,0,0,0.225,,
4763,3.576038,4.5,3.331888,4.5,3.360361,4.5,4.5,4.5,4.425825,4.037372,3.555045,4.5,3.506279,3.845192,0,4.5,,
4764,0,0.375364,0,0.31903,0,0.162531,0.264698,0.046866,0,0,0,0.023774,0,0,0,0.400284,,
4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161873,0,,
4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4771,3.15,2.553414,3.075,2.480687,3.075,2.378497,2.441414,1.425,0,1.65,0,0,0,0,0,2.585113,,
4772,0.35317,0,0.073967,0,0.163124,0,0,0.855795,0,0.800519,0,0,0,0,0,0,,
4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4774,2.161522,0,1.920858,0,1.980593,0,0,0,3.225,0,3,3.225,3,3.075,0,0,,
4775,0,0,0,0,0,0,0,0,0.463549,0,0.409969,0.460678,0.362744,0.488461,0,0,,
4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,,
4785,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668172,,
4786,0.225,0.665391,0.075,1.65,0.15,0.675,0.75,0.6,0,0.45,0,0,0,0,0,0,,
4787,2.116241,0,2.023082,1.939089,2.012179,2.765949,2.783645,2.686287,0,2.570756,0,0,0,0,0,0,,
4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,
4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132586,,
4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4805,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4806,0,1.902472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4807,0,0,0,0,0,0,0,0,2.407116,0,0,2.376767,0,0,0,0,,
4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4831,1.575,1.35,1.5,1.35,1.5,1.275,1.35,1.2,0,1.2,1.65,0,1.575,1.8,1.65,1.35,,
4832,2.322374,1.702717,2.116902,1.844273,2.220046,1.825452,1.885283,1.776544,0,1.777308,2.006435,0,2.030258,2.088647,1.909714,1.739785,,
4833,0.15,0.075,0.15,0.075,0.15,0,0.075,0,0.6,0,0,2.475,0,0,0,0.075,,
4834,2.606931,2.319446,2.342885,2.206909,2.435023,2.201912,2.235054,2.097282,3.458109,0,0,1.607101,0,0,0,2.25767,,
4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4838,0,0,0,0,0,0,0,0,0,2.736815,0,0,0,1.65,0,0,,
4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912471,0,0,,
4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4842,0,0,0,0,0,0,0,0,0,0,2.960535,0,2.930211,0,0,0,,
4843,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4844,1.340611,2.325,2.625,2.25,2.7,1.5,2.1,1.425,1.35,0.825,0,1.35,0,0,0,2.325,,
4845,1.824998,1.7497,1.697175,1.682098,1.745023,2.312239,1.796174,2.239442,2.22489,1.902914,0,2.24307,0,0,3.016497,1.746568,,
4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4848,0,0,0,0,0,0,0,0,0,0,0,0,0,2.643935,0,0,,
4849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4854,0,0,0,0,0,0,0,0,0,0,2.750531,0,0.975,0,0,0,,
4855,0,0,0,0,0,0,0,0,0,0,0,0,1.746082,0,0,0,,
4856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4859,2.039176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4860,3.825,3.9,3.9,3.9,3.9,3.9,3.9,3.825,3.825,3.825,2.758574,3.825,2.67549,3.75,0,3.9,,
4861,0.942021,1.805764,2.094118,1.435151,2.396922,1.262312,1.379168,1.117689,1.005566,0.81156,0,0.979359,0,0.152979,0,1.709665,,
4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,0,,
4866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386627,0,,
4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4868,2.477305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4869,0,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4870,0,0,1.395282,0,0.825,0,0,0,0,0,0,0,0,0,0,0,,
4871,0,0,0,0,1.411342,0,0,0,0,0,0,0,0,0,0,0,,
4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.275136,,
4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4878,0,0,0,2.321745,0,0,0,0,0,0,0,0,0,0,0,0,,
4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4880,0,0.375,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,,
4881,1.65,2.071789,1.575,0.075,1.575,2.1,2.043907,2.025,1.95,1.95,1.8,1.95,1.725,1.8,0,0.15,,
4882,2.431156,2.989086,1.910429,2.956532,1.95689,2.751068,2.899454,2.633176,2.600516,2.426571,2.256353,2.584655,2.271936,2.337786,0,3.007272,,
4883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4893,1.575,0,0,0,1.35,0,0,0,0,0,0,0,0,0,3.075,0,,
4894,0.946091,0,2.344765,0,0.980562,0,0,0,0,0,0,0,0,0,0.075858,0,,
4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4896,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,,
4897,0,1.943451,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932176,,
4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4901,0,0,0,0.525,0,0,0.525,0,0,0,0,0,0,0,0,0,,
4902,0,0,0,2.02224,0,2.480166,2.009738,0,0,0,0,0,0,0,0,0,,
4903,0.975,0.9,0.975,0.825,0.975,0.825,0.825,3.9,3.675,3.3,1.575,3.75,1.05,2.475,0,0.9,,
4904,3.88195,3.242774,3.410493,2.954135,3.638833,2.839521,2.927289,1.701641,1.724244,1.820988,2.904387,1.707293,3.364788,2.097797,0,3.299837,,
4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,,
4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493696,0,,
4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4910,3.3,2.887552,3.009815,2.829348,3.108869,2.728456,2.793725,2.605994,2.532121,2.426208,0,2.549215,0,0,0,2.935081,,
4911,0.032133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0,0,,
4930,1.425,1.35,1.35,1.275,1.425,1.275,1.275,1.2,0.75,0.75,1.725,0.825,1.725,2.242206,0,1.35,,
4931,3.595286,2.898162,3.30502,2.776512,3.386074,2.628322,2.711833,2.508269,2.854136,2.704541,2.920954,2.816971,2.835297,2.214073,0,2.83975,,
4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.029524,0,,
4933,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4934,0.425143,2.219931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4936,0,0,0,0,2.175789,0,0,0,0,0,0,0,0,0,0,2.289735,,
4937,0,0,0.75,0.75,0,0.525,0.675,0,0,0,0,0,0,0,0,0,,
4938,0,0,2.128758,2.178889,0,2.281349,2.198019,2.726225,2.653031,1.725,0,2.69375,0,0,0,0,,
4939,0,0,0,0,0,0,0,0,0,0.817618,0,0,0,0,0,0,,
4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4942,3.525,3.190138,2.510405,2.1,3.375,1.95,2.1,0,0,0,3.525,0,3.45,3.6,0,3.085093,,
4943,0.265893,0,0,0.171484,0.006493,0.246935,0.145755,2.339828,0,0,0.199336,0,0.224108,0.210751,0,0,,
4944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4945,0,0,0,0,0,0,0,0,2.288485,0,0,0,0,0,0,0,,
4946,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,,
4947,0,0,0,0,0,0,0,0,0,0,0,1.847957,0,0,0,0,,
4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4949,1.125,0,1.05,0,1.125,0,0,0,0,1.35,0,0,0,0,0,0,,
4950,1.043751,2.302971,0.883943,1.35,0.871794,1.2,1.275,0,0,2.132953,0,0,0,0,1.2,2.2803,,
