"ANON_ACCT_ID","ANON_SA_ID","ANON_SERVPNT_ID","MultiFam","MasterMeter"
1747015743,3474920884,8251410009,INDIV,Other
1748515798,8108220842,9199110092,INDIV,Other
1748715729,2306720365,1526510066,INDIV,Other
1752215697,6349520884,8831310016,MISSING,Other
1753015752,2124620700,3763410066,INDIV,Other
1753015752,5740420793,2555610095,INDIV,Other
1754415709,6069320816,0701710055,INDIV,Other
1754415709,6133820816,2145510023,INDIV,Other
1757915871,3188726528,2355810078,INDIV,Other
1760415832,0969020502,8958410022,MULTI,Other
1760415832,7618620270,1032610054,MULTI,Other
1761615703,0298231399,1353210023,INDIV,Other
1761615703,8656131392,0994510055,INDIV,Other
1762715741,5381820436,9662910082,MISSING,Other
1762715741,8645820440,4297510107,MISSING,Other
1762715871,9621126510,2991110104,INDIV,Other
1766415723,2099028405,8749710041,INDIV,Other
1766415723,4081828404,1825810075,INDIV,Other
1766415723,4521020884,0815110044,INDIV,Other
1768815841,2024520445,6465710032,INDIV,Other
1768915706,3993020844,5261010073,INDIV,Other
1768915706,4154920844,7045810104,INDIV,Other
1769715733,3078020798,3615310056,MULTI,Other
1769715733,5100520881,9694310086,MULTI,Other
1776115784,0760520261,7235810003,INDIV,Other
1776115784,2247820431,6654610035,INDIV,Other
1778215879,4632936229,4295710065,INDIV,Other
1778215879,4636236229,4512210102,INDIV,Other
1780115820,4737720346,8822610009,INDIV,Other
1783615790,1084320844,3320410092,INDIV,Other
1783615790,1233320844,1471410063,INDIV,Other
1786815703,1619520605,8221410012,INDIV,Other
1786815703,1686820406,6927710042,INDIV,Other
1795415860,8185420849,0651410030,INDIV,Other
1795415860,8219920849,3529810062,INDIV,Other
1799515874,6195730229,6827810030,MULTI,Other
1799815683,3028030868,7909310086,INDIV,Other
1799815683,3612120843,0031310110,INDIV,Other
1799815683,3887830869,8458010006,INDIV,Other
1800715861,3616920856,6264210125,MISSING,Other
1801615837,8607431282,4718610038,MISSING,Other
1802115687,5031820516,1802410055,INDIV,Other
1802115687,8177620471,1802410055,INDIV,Other
1804015740,9288620723,9849910063,INDIV,Other
1804815823,8920620438,8510810041,INDIV,Other
1808715734,7813028503,3394610168,INDIV,Other
1809015808,0497133335,5377810073,INDIV,Other
1809015808,4300620548,8999610104,INDIV,Other
1809015808,4541320482,5377810073,INDIV,Other
1809015808,8965933342,8999610104,INDIV,Other
1809315688,6532020470,4477810051,INDIV,Other
1810515699,5663020615,9920610087,INDIV,Other
1810515699,6637320756,4706510005,INDIV,Other
1812215769,4209220444,8951210080,INDIV,Other
1814015690,1951220318,2305710055,INDIV,Other
1814015690,9259620586,8995910083,INDIV,Other
1815015742,5854220320,0313010040,MULTI,Other
1815015742,8947720691,1994610014,MULTI,Other
1815515828,6282720655,4274710107,INDIV,Other
1815515828,6686920697,3134310022,INDIV,Other
1816615792,0892820366,1169610103,INDIV,Other
1817615687,9172420275,4869510015,MISSING,Other
1820815855,1965927976,9881510105,INDIV,Other
1820815855,5978920823,2000010068,INDIV,Other
1826015813,2312820797,8612410089,INDIV,Other
1826015813,2656520318,7437210057,INDIV,Other
1829715790,8037420323,2668910049,MISSING,Other
1831015868,2312823418,5050710003,INDIV,Other
1831415791,7644020646,8489010033,INDIV,Other
1831415791,9179320425,2081910067,INDIV,Other
1831515832,6203620795,8937510083,INDIV,Other
1832515685,5279720709,5681110114,INDIV,Other
1832515685,7600320729,8364310078,INDIV,Other
1833115717,6822220285,3033110016,INDIV,Other
1833115717,6847320439,6103410097,INDIV,Other
1837415732,9181720693,4092810075,MISSING,Other
1837815853,0497920814,1181810009,INDIV,Other
1837815853,0579920814,6489910094,INDIV,Other
1837915844,2853327154,1241410108,INDIV,Other
1837915844,6064227156,4384810035,INDIV,Other
1840215706,9605820556,1840710033,INDIV,Other
1842515869,2104824548,7701610046,MISSING,Other
1842515869,9552024554,9973110078,MISSING,Other
1844515824,1386620664,2113210108,INDIV,Other
1844515824,3503020290,7863010072,INDIV,Other
1849715859,8539420843,6285310122,MISSING,Other
1853215735,4074120426,9436210084,INDIV,Other
1853215735,7562120269,3197910050,INDIV,Other
1854315862,0438420860,4151410082,INDIV,Other
1854315862,2947120871,4650210049,INDIV,Other
1856415715,3239020340,8874610005,INDIV,Other
1858415796,2258620460,2814110033,INDIV,Other
1858415796,2375620468,2134210014,INDIV,Other
1858415796,8742720285,6047410001,INDIV,Other
1859115856,3476720829,5247210015,MISSING,Other
1860815862,0787420860,5089910087,INDIV,Other
1865415766,0369320364,8986510044,INDIV,Other
1865415766,6876620507,2505110012,INDIV,Other
1866915839,0950620754,4874610013,INDIV,Other
1866915839,3618120474,2181510061,INDIV,Other
1869515742,7481320848,6060510071,INDIV,Other
1869515742,8044920848,3160510091,INDIV,Other
1873315852,5524720883,7841210041,INDIV,Other
1876515847,6279520840,5769110111,INDIV,Other
1876515847,7274720840,4022510028,INDIV,Other
1877315872,1633727570,7413110056,INDIV,Other
1884015819,8063120854,8957410109,INDIV,Other
1884215857,5996920833,8209710045,MISSING,Other
1885015867,5344534550,8988510092,INDIV,Other
1885015867,6076622292,8285410023,INDIV,Other
1885015867,9525622284,8988510092,INDIV,Other
1885915862,1122429131,5750410014,INDIV,Other
1885915862,3990029128,1524610100,INDIV,Other
1892315843,1642620487,7989410054,INDIV,Other
1892315843,8549220412,5529510018,INDIV,Other
1892315843,8941932395,5529510018,INDIV,Other
1893415799,3848120313,8872310075,MISSING,Other
1893415799,5709120493,7623810038,MISSING,Other
1893415799,9352520530,5904610034,MISSING,Other
1893415799,9909520389,7547310043,MISSING,Other
1893815683,8287620737,5599010038,MULTI,Other
1893815683,9874820291,9284310071,MULTI,Other
1894615691,6519520761,3244110109,MISSING,Other
1905415702,4483820588,2299410062,MISSING,Other
1906215845,0663320413,3910810109,INDIV,Other
1906215845,2227120597,3104510076,INDIV,Other
1906315851,3243120804,3757910060,MISSING,Other
1907315847,4519420825,6363310014,INDIV,Other
1907315847,4538020792,8919610095,INDIV,Other
1907315847,7226120783,6363310014,INDIV,Other
1907515856,3893723344,8839310011,INDIV,Other
1907515856,9003623343,4732110034,INDIV,Other
1908715833,5589420837,7424710110,MISSING,Other
1908915836,4162520619,5059310094,INDIV,Other
1908915836,6607820491,5423010068,INDIV,Other
1908915836,7345830763,1204610109,INDIV,Other
1908915836,9626420849,1204610109,INDIV,Other
1908915836,9698420849,4487210077,INDIV,Other
1911315751,4592736662,7440710045,INDIV,Other
1911315751,8997236648,8974310073,INDIV,Other
1913315770,9952020695,6314610076,INDIV,Other
1913815775,0067720339,7681910052,MISSING,Other
1914615819,5556420354,4736310059,INDIV,Other
1918015724,2915628543,6835310090,INDIV,Other
1918015724,8572520626,7999910007,INDIV,Other
1918915876,7727432958,7785510107,INDIV,Other
1921615719,6259120264,8899510094,INDIV,Other
1922915866,6526721025,4099010059,MULTI,Other
1922915866,7181321030,9573510089,MULTI,Other
1923015864,8903220874,3780110054,INDIV,Other
1923015864,9662920874,4987510084,INDIV,Other
1925915874,5989830281,6102010005,INDIV,Other
1929715758,2696720285,9376410088,INDIV,Other
1929715758,7182620413,8052710008,INDIV,Other
1931915799,3386120739,5694310052,INDIV,Other
1931915799,5208420370,8447410016,INDIV,Other
1940015877,2148134131,7752910013,INDIV,Other
1940015877,4116434137,2325010097,INDIV,Other
1943315724,0997220281,5241310040,INDIV,Other
1943315724,2945920423,3660610078,INDIV,Other
1945515814,0810820319,7513610082,INDIV,Other
1945515814,5456020739,3372010047,INDIV,Other
1947915756,3838620651,4961110054,INDIV,Other
1950615704,9150120438,8319210106,INDIV,Other
1951115869,2236630077,0671310074,MULTI,Other
1951115869,5438930068,5922110040,MULTI,Other
1951715867,0057236694,5002710023,INDIV,Other
1951715867,3346622291,6551010037,INDIV,Other
1951715867,4275522300,2196410069,INDIV,Other
1951715867,8393336693,0867110059,INDIV,Other
1953615855,7458120823,7321610029,INDIV,Other
1953615855,8419920839,2531910091,INDIV,Other
1953715841,6277721264,4821710008,MISSING,Other
1954315851,0061620911,7981910030,INDIV,Other
1956215854,0227120819,1924010094,INDIV,Other
1956215854,0547420819,1509310010,INDIV,Other
1956215854,1738020822,8446610001,INDIV,Other
1956215854,1743120822,9390210037,INDIV,Other
1957815763,5555120883,3103910083,INDIV,Other
1958215686,2160520610,7017010054,INDIV,Other
1958215686,6010120753,9797310090,INDIV,Other
1959415710,2866720417,4406510099,INDIV,Other
1963915851,2138520804,4240410103,INDIV,Other
1963915851,2943620804,5074610073,INDIV,Other
1969215835,2313820569,5398710065,INDIV,Other
1969215835,2647120730,6711210100,INDIV,Other
1969815787,0150633605,7498310020,INDIV,Other
1969815787,1481929122,9060610011,INDIV,Other
1969815787,9064329135,7498310020,INDIV,Other
1969915787,4349620709,7993310101,INDIV,Other
1969915787,5810620706,7312510018,INDIV,Other
1971015754,7551820266,6601710036,INDIV,Other
1972415876,6555832961,2639610095,INDIV,Other
1972415876,7326732961,6787010064,INDIV,Other
1973015757,6748920711,2321510087,INDIV,Other
1973015757,7188620486,2286210083,INDIV,Other
1976415755,3123920608,0402410102,INDIV,Other
1976415755,3362720751,2394810072,INDIV,Other
1976415822,3303820641,9801610070,INDIV,Other
1978515879,6067936248,1053010084,MULTI,Other
1978515879,8397036248,7641410110,MULTI,Other
1979715832,3421420754,6535710004,MISSING,Other
1979715832,7738931411,6535710004,MISSING,Other
1980515815,5945820327,8011010111,INDIV,Other
1983015745,1301320310,1457610007,INDIV,Other
1984715852,3290620881,4734810048,INDIV,Other
1986815846,4033820777,6559410025,INDIV,Other
1987415868,8771323494,6340410124,MISSING,Other
1988315828,2577820670,5786510006,INDIV,Other
1988315828,4755720451,0166410035,INDIV,Other
1989415815,2600520691,1406310097,INDIV,Other
1989415815,7631020491,6380610092,INDIV,Other
1991115707,2451320314,4601610024,MISSING,Other
2000615687,1430720820,6379910042,INDIV,Other
2000615687,8233120512,2556710010,INDIV,Other
2002115699,1510620879,7018610033,INDIV,Other
2002115699,2486120879,8363810050,INDIV,Other
2009415875,4753731668,6683610035,INDIV,Other
2009415875,9570031666,2537310066,INDIV,Other
2010515761,3669820462,7543910006,INDIV,Other
2010515761,7434620303,8961710035,INDIV,Other
2012415816,5307920490,0046010049,INDIV,Other
2012415816,6479520349,3874610022,INDIV,Other
2012415874,0860830281,8995910083,INDIV,Other
2012415874,3718930271,2305710055,INDIV,Other
2012915717,7107020760,1522710102,INDIV,Other
2013415766,1887034444,3378610078,INDIV,Other
2013415766,6386520721,3378610078,INDIV,Other
2015415728,4448420693,6410810012,INDIV,Other
2015415728,9604820389,5542510044,INDIV,Other
2016815869,5263424564,6711210100,INDIV,Other
2017915815,0618520563,8096310067,INDIV,Other
2018815875,2984131727,9901010046,MISSING,Other
2018815875,3171831684,0296510015,MISSING,Other
2018815875,4290131672,3826410059,MISSING,Other
2020815877,7931734164,3594010001,INDIV,Other
2020815877,9791034155,4852010082,INDIV,Other
2024915871,0219326551,6389810012,INDIV,Other
2024915871,4003026541,1547510046,INDIV,Other
2028015861,0333620855,4382110128,INDIV,Other
2028215765,9456720269,5209210030,INDIV,Other
2028215765,9851420411,5336010000,INDIV,Other
2029515717,0910431082,4532410046,MISSING,Other
2029515717,7418320310,4532410046,MISSING,Other
2030015743,4958520884,7710310073,INDIV,Other
2030715875,5286631685,8166410151,MISSING,Other
2030715875,6219331795,8166410151,MISSING,Other
2034315835,1115520827,6697010008,INDIV,Other
2035015861,0602120855,0842610016,INDIV,Other
2035015861,0628320855,4135710053,INDIV,Other
2035615829,0963320377,2699610051,INDIV,Other
2035615829,1976420659,7591010101,INDIV,Other
2039015792,5296520729,4025710079,MISSING,Other
2040815818,1474920772,7390210110,INDIV,Other
2040815818,4333020828,5983910029,INDIV,Other
2043515703,4397820426,4815110052,INDIV,Other
2043515703,9549020560,5024510089,INDIV,Other
2044115865,1219435247,3662610006,MISSING,Other
2044315846,4614320882,2917310105,MISSING,Other
2044615816,5186320283,9098610113,INDIV,Other
2044615816,5955420263,4634810025,INDIV,Other
2044615816,8231825300,6812610109,INDIV,Other
2046515859,9894220843,0809510119,MISSING,Other
2046915874,8064430289,3339910036,INDIV,Other
2046915874,9330430290,6952310071,INDIV,Other
2047115814,3896420678,9848110040,INDIV,Other
2047115814,7879621747,0107410048,INDIV,Other
2047415857,7309820833,9772310065,MISSING,Other
2047415857,7595520833,0151810105,MISSING,Other
2047415857,7715020833,9772310065,MISSING,Other
2053115683,3946720530,9312310096,MISSING,Other
2053115683,4335233533,9312310096,MISSING,Other
2054515776,3596520855,1520510108,INDIV,Other
2054515776,4169620855,2584310077,INDIV,Other
2055315813,9041224937,0583610068,INDIV,Other
2055315813,9733324949,0772710030,INDIV,Other
2056415828,1784220564,5896910034,INDIV,Other
2056415828,8816820304,1921010114,INDIV,Other
2056915722,3608420827,0796610113,INDIV,Other
2057615875,1040331685,8406010040,INDIV,Other
2057615875,2175631685,3729210073,INDIV,Other
2062815860,9565520849,4412010062,INDIV,Other
2063915788,7161920883,7960910054,INDIV,Other
2064115779,0450426318,5904610034,MISSING,Other
2064115779,6410926307,0199910004,MISSING,Other
2065115798,0743620532,3728210069,INDIV,Other
2065115855,2373320884,7689010108,INDIV,Other
2065115855,8007620823,0917310078,INDIV,Other
2066015807,0137720584,7986710047,INDIV,Other
2066015807,1773820475,6428010018,INDIV,Other
2066615813,8605820713,5044510109,MISSING,Other
2072015737,8224820884,0685010096,INDIV,Other
2072015737,8392320760,1619610013,INDIV,Other
2075215721,5735625695,0117910062,INDIV,Other
2080315745,3405420418,8616810093,MISSING,Other
2084215731,3283020561,0224510114,INDIV,Other
2084215731,5472620415,3345010031,INDIV,Other
2085315803,2350420341,0163010102,INDIV,Other
2085315803,6710220758,9565410067,INDIV,Other
2085315812,7211520310,1979610082,INDIV,Other
2085815725,7529520835,0349010064,INDIV,Other
2085815725,8101020586,8612210025,INDIV,Other
2085915796,5229520871,2019010034,INDIV,Other
2093315707,0010920884,4337510040,INDIV,Other
2097015879,8287736301,6610310173,MISSING,Other
2097015879,9906236292,6610310173,MISSING,Other
2101315731,0311620706,0519810021,MISSING,Other
2107315680,1795626789,9522410069,INDIV,Other
2107315680,4713032534,7793610064,INDIV,Other
2107315680,6879832519,7916510032,INDIV,Other
2107315680,7375626797,4541710106,INDIV,Other
2107815815,0050020603,8849810028,INDIV,Other
2108915789,6545320729,3011110048,INDIV,Other
2110015791,0420020618,9816210011,INDIV,Other
2110015791,5997520690,0254710091,INDIV,Other
2111115819,0478520622,9541910015,INDIV,Other
2111115819,9266420461,1815110002,INDIV,Other
2112815717,0652923429,3172410048,INDIV,Other
2112815717,3039523422,2649010081,INDIV,Other
2113015748,0341320364,8347710049,INDIV,Other
2125115738,4807020504,1358010040,MISSING,Other
2125115738,6868620402,8620210077,MISSING,Other
2125815723,8283320651,1422810074,INDIV,Other
2126215825,1153920508,2184310075,INDIV,Other
2128615686,0221225431,3494510035,INDIV,Other
2129615875,9020531690,0488510015,INDIV,Other
2130215692,4144620745,3393410098,MISSING,Other
2134515747,2695920515,6973810051,INDIV,Other
2136515784,7788820884,8108010012,INDIV,Other
2136615773,6957620596,5136910019,MISSING,Other
2137615880,3840437557,8066110049,MISSING,Other
2137615880,6164037570,6995410082,MISSING,Other
2139815880,2535237640,5333110091,MISSING,Other
2141315866,6044421038,8841010065,INDIV,Other
2141315866,8489621061,3460610094,INDIV,Other
2143815702,7337620786,1488510048,INDIV,Other
2144115832,1898720570,6281710027,INDIV,Other
2144115832,8687520715,7660810106,INDIV,Other
2145815698,4859520261,0248910068,INDIV,Other
2146515874,0346930332,9644710059,INDIV,Other
2146515874,4246630323,2716310091,INDIV,Other
2149515709,3022620750,0322810101,MISSING,Other
2149515709,3022620750,0764710016,MISSING,Other
2149515709,3022620750,1628910102,MISSING,Other
2149515709,3022620750,1705010023,MISSING,Other
2149515709,3022620750,2016210001,MISSING,Other
2149515709,3022620750,2029410025,MISSING,Other
2149515709,3022620750,3177210101,MISSING,Other
2149515709,3022620750,3388310032,MISSING,Other
2149515709,3022620750,3399610098,MISSING,Other
2149515709,3022620750,3943210109,MISSING,Other
2149515709,3022620750,4402410037,MISSING,Other
2149515709,3022620750,4406810041,MISSING,Other
2149515709,3022620750,4645110047,MISSING,Other
2149515709,3022620750,5731910039,MISSING,Other
2149515709,3022620750,6236110062,MISSING,Other
2149515709,3022620750,7780010107,MISSING,Other
2149515709,3022620750,7787810088,MISSING,Other
2149515709,3022620750,7883610025,MISSING,Other
2149515709,3022620750,8145010034,MISSING,Other
2149515709,3022620750,8773210031,MISSING,Other
2149515709,3022620750,8869110078,MISSING,Other
2149515709,5952220771,3388310032,MISSING,Other
2149515709,5952220771,5731910039,MISSING,Other
2149515709,5952220771,7787810088,MISSING,Other
2154615856,5886320835,9049110108,INDIV,Other
2157215797,4963520545,0237810065,MISSING,Other
2158615873,3591728804,5540410155,MISSING,Other
2158615873,8504029758,5540410155,MISSING,Other
2162615858,4243020838,2926710058,INDIV,Other
2163515877,3974634164,1469610017,MULTI,Other
2163515877,7807634188,1469610017,MULTI,Other
2164515824,5591720301,5572210007,MISSING,Other
2166415688,0526920710,7167810099,MULTI,Other
2166415688,4592320291,7206310015,MULTI,Other
2169715849,0431220794,2688210101,INDIV,Other
2172215708,2166731581,7294110075,MULTI,Other
2172215708,5411731596,8289210110,MULTI,Other
2175515853,2680720814,6725010043,INDIV,Other
2176515821,8803020500,4490010052,INDIV,Other
2177715802,2415420514,5431210049,INDIV,Other
2178815880,5742437562,9701810074,MULTI,Other
2178815880,6535537549,8959010105,MULTI,Other
2179015823,6601328564,7104010073,INDIV,Other
2179015823,8179528579,8927510040,INDIV,Other
2179615873,1739633838,4922710033,MISSING,Other
2181615874,1068030475,0835710090,INDIV,Other
2181615874,6655930465,4784810059,INDIV,Other
2183015875,2147531705,6992910011,INDIV,Other
2183015875,2369431723,6704310042,INDIV,Other
2183015875,2889331770,6704310042,INDIV,Other
2183015875,4245031714,6992910011,INDIV,Other
2183015875,8930031711,6704310042,INDIV,Other
2183315680,3193720552,2626810082,INDIV,Other
2183315680,3512720578,4009910028,INDIV,Other
2183515819,3539220906,9225410107,MISSING,Other
2183515819,9399437855,9225410107,MISSING,Other
2184615759,0077120419,1443410033,INDIV,Other
2184815737,1497924200,1879310012,INDIV,Other
2184815737,7246320877,1012610037,INDIV,Other
2186115824,1496020263,1888110102,INDIV,Other
2186115824,5581820639,1286410070,INDIV,Other
2186415771,2060620549,7814910083,INDIV,Other
2187015769,4217620548,9791210036,MISSING,Other
2187415748,2615936078,6218210080,INDIV,Other
2189115860,2267920850,5029210040,INDIV,Other
2189115860,2616920850,6899810072,INDIV,Other
2191515767,3694220752,5134410031,MISSING,Other
2198515696,3488420803,5642010023,INDIV,Other
2198515696,3755420334,8051810103,INDIV,Other
2198515798,3854720851,2618510095,INDIV,Other
2198515798,3870120851,7074710082,INDIV,Other
2203415722,3327220370,2481710103,INDIV,Other
2203415722,3487120620,6691810009,INDIV,Other
2209315699,3872620290,5230410006,INDIV,Other
2209715855,6830620824,1664210053,MISSING,Other
2211115756,0288320348,3819810064,INDIV,Other
2211115756,6507020681,1600910032,INDIV,Other
2211115873,3778428847,5163310049,INDIV,Other
2211115873,7001628817,4686610097,INDIV,Other
2211515759,3897820674,7876410109,INDIV,Other
2212015688,2419620743,1084610072,MULTI,Other
2212515873,2439828829,9296410000,MISSING,Other
2212515873,7998028794,6367010021,MISSING,Other
2212715781,6757620596,9959210053,INDIV,Other
2212715781,7295420762,4215910012,INDIV,Other
2214415718,5724720455,9511610054,MISSING,Other
2218615751,0042229312,5907910052,INDIV,Other
2218915746,2561720809,7269710084,INDIV,Other
2219915763,0644034110,4914710069,MISSING,Other
2219915763,8778720341,4914710069,MISSING,Other
2225115740,1918120442,8144510045,INDIV,Other
2225115740,2800920301,9262910015,INDIV,Other
2228515812,6808820840,3571410035,INDIV,Other
2228515812,7124020840,8982110068,INDIV,Other
2229415687,5844020884,6570710035,INDIV,Other
2234115806,2759420386,9880910106,INDIV,Other
2234115806,3186620810,9188710074,INDIV,Other
2235015853,8075020872,0925910079,INDIV,Other
2235015853,8699120872,3924510113,INDIV,Other
2238215712,1851320657,2461710041,INDIV,Other
2238215712,6694620508,5376710009,INDIV,Other
2242115744,9501520686,7733210103,MULTI,Other
2243415810,0518128777,4795810084,INDIV,Other
2243415810,7698928754,0431110056,INDIV,Other
2244215759,0938520284,7728910094,INDIV,Other
2245215768,4820420448,0215410110,INDIV,Other
2249315739,8003520833,0239210048,MISSING,Other
2251115688,4930637325,5669610087,MULTI,Other
2251115688,6104229343,5669610087,MULTI,Other
2251115688,6567037318,5217610004,MULTI,Other
2251115688,8430829353,5217610004,MULTI,Other
2255415770,2909420495,9673810105,INDIV,Other
2255415770,9163320767,1594310068,INDIV,Other
2255915860,2761620850,8961710035,INDIV,Other
2255915860,2792320850,7543910006,INDIV,Other
2259615861,2159737529,5459610057,INDIV,Other
2259615861,3513720871,6210910010,INDIV,Other
2260615847,8297120783,5218510098,INDIV,Other
2260615847,8927520783,6254310103,INDIV,Other
2263115769,5217526973,8001910076,INDIV,Other
2263115769,8282720707,3595110044,INDIV,Other
2265915691,1255120774,7107210084,INDIV,Other
2270515688,4444220612,0686210008,MISSING,Other
2270515688,5343820371,1429510091,MISSING,Other
2270715756,9701820759,3768710082,INDIV,Other
2275115761,1313620270,7391010021,MULTI,Other
2275115761,3970520656,7391010021,MULTI,Other
2275115761,4910520359,7391010021,MULTI,Other
2275115761,5517120354,6208810051,MULTI,Other
2275115761,7171320763,6208810051,MULTI,Other
2275115761,9111020419,6208810051,MULTI,Other
2275415710,3520520877,6202610070,INDIV,Other
2275415710,4343720877,2705210026,INDIV,Other
2277315831,6579920675,7909310086,INDIV,Other
2277315831,9005920747,8458010006,INDIV,Other
2281415742,5085620360,8035810096,INDIV,Other
2285115691,5864020720,8680910004,INDIV,Other
2285615776,9345620684,9507210026,INDIV,Other
2286815770,0869433515,7946610076,MISSING,Other
2286815770,9055520426,7946610076,MISSING,Other
2287515862,4341420860,9101910003,INDIV,Other
2291415800,0949120416,5669610087,MULTI,Other
2291415800,6982920654,5217610004,MULTI,Other
2294815826,1316130050,4784810059,INDIV,Other
2294815826,4147830046,0835710090,INDIV,Other
2295415869,3920324592,0109410101,INDIV,Other
2295415869,4441524586,5659910014,INDIV,Other
2296815864,3006020875,1139610059,INDIV,Other
2296815864,3894920875,2893310027,INDIV,Other
2299115702,1665220671,4097110087,INDIV,Other
2299115702,3661020373,7874310059,INDIV,Other
2301615866,4571731093,4200910074,INDIV,Other
2303515849,0688120856,4184810088,INDIV,Other
2303515849,9843720855,2276810060,INDIV,Other
2304015685,7677720558,5454910099,MISSING,Other
2304515874,7754730315,8282010093,INDIV,Other
2304515874,8981730331,2927710058,INDIV,Other
2308015845,3327320340,9842510010,INDIV,Other
2308015845,7342320439,0215110041,INDIV,Other
2308315746,1317420814,0986010030,INDIV,Other
2308815726,7689221663,7389910066,MISSING,Other
2309715731,2070820524,0856110109,INDIV,Other
2309715731,2759620664,1126810025,INDIV,Other
2309815710,3740320838,5411810035,INDIV,Other
2309815710,9971020678,9214410006,INDIV,Other
2310815711,5273728682,1470710078,INDIV,Other
2310815711,8197828680,1230010019,INDIV,Other
2314515796,1081520270,3907110106,MISSING,Other
2317115842,4800220600,2068110066,INDIV,Other
2317115842,6738032226,2068110066,INDIV,Other
2317515862,5508320860,0350410128,MISSING,Other
2317915832,4118620429,1979310058,INDIV,Master
2320215859,0066220844,9513010098,INDIV,Other
2320215859,0346020844,9808410013,INDIV,Other
2320815784,4498220702,9434910051,MISSING,Other
2322715880,8602137624,2697810059,INDIV,Other
2323815701,4714020870,6872910076,MISSING,Other
2324315710,1929620270,7456610054,INDIV,Other
2324315710,9241420416,2172710027,INDIV,Other
2327115841,3567520383,5172410040,INDIV,Other
2327115841,7976020755,4143110008,INDIV,Other
2330415761,1200020272,7980410038,INDIV,Other
2330415761,8385120419,7266810007,INDIV,Other
2331415760,3545132990,8675610111,INDIV,Other
2331415760,3764932987,8630810029,INDIV,Other
2331415760,5990420847,3892010054,INDIV,Other
2331415760,6544220847,0180910019,INDIV,Other
2331615795,2871320682,7476810067,INDIV,Other
2331615795,8856920466,4727210104,INDIV,Other
2334615874,0709230325,7326210113,INDIV,Other
2334615874,3203230314,9140810031,INDIV,Other
2336315749,0466920881,4238610093,INDIV,Other
2336315749,3050120738,6747010061,INDIV,Other
2337815766,1822227874,9312510056,INDIV,Other
2337815766,6526627871,7509710036,INDIV,Other
2338515839,6242620644,1037310060,INDIV,Other
2339415772,3188520612,5697510019,INDIV,Other
2339415772,9534820479,0333410100,INDIV,Other
2345215693,4022220351,2835910097,MISSING,Other
2345215693,6136920703,1815710105,MISSING,Other
2346215824,6133220812,7440910091,INDIV,Other
2347115869,1152324598,5674910103,MULTI,Other
2347115869,1888924587,5535610070,MULTI,Other
2350515704,0052220531,3725910043,MISSING,Other
2350515704,0188120411,7128610108,MISSING,Other
2350515704,0359120883,6694210113,MISSING,Other
2350515704,0440733636,9050510056,MISSING,Other
2350515704,0660720788,9774710042,MISSING,Other
2350515704,0985020806,3123510047,MISSING,Other
2350515704,1164020561,9199710009,MISSING,Other
2350515704,1230920642,9132010030,MISSING,Other
2350515704,1356020732,0138510060,MISSING,Other
2350515704,1960620776,6189510041,MISSING,Other
2350515704,2315320867,6115610062,MISSING,Other
2350515704,2548320532,4583510059,MISSING,Other
2350515704,2954020299,9050510056,MISSING,Other
2350515704,3039824893,2813510022,MISSING,Other
2350515704,3121420332,4801710055,MISSING,Other
2350515704,3335720666,2602410012,MISSING,Other
2350515704,3848520420,3123510047,MISSING,Other
2350515704,3890120793,8185110022,MISSING,Other
2350515704,3914820338,3658910048,MISSING,Other
2350515704,4282020817,1525810098,MISSING,Other
2350515704,4646433684,3227210110,MISSING,Other
2350515704,4759120598,8923010083,MISSING,Other
2350515704,5494120837,8071210110,MISSING,Other
2350515704,5744220725,6402010029,MISSING,Other
2350515704,6335120789,7200410063,MISSING,Other
2350515704,6867420740,9960010041,MISSING,Other
2350515704,6919420597,6835610054,MISSING,Other
2350515704,7305820310,8046610006,MISSING,Other
2350515704,7645833699,3123510047,MISSING,Other
2350515704,8248920447,9404510059,MISSING,Other
2350515704,8656727806,3145610094,MISSING,Other
2350515704,8876420756,6806910075,MISSING,Other
2350515704,8924220429,6622110048,MISSING,Other
2350515704,9049720587,3227210110,MISSING,Other
2350515704,9138020291,8991010057,MISSING,Other
2350515704,9808620674,2350210038,MISSING,Other
2353015789,2107234845,8368210055,MULTI,Other
2353015789,2582720746,8368210055,MULTI,Other
2353015789,4695920410,4248510024,MULTI,Other
2353115826,0187120300,5497310102,INDIV,Other
2353115826,9596720271,5593710019,INDIV,Other
2356315866,5000721094,7875910031,INDIV,Other
2360515832,1426020844,1958710044,INDIV,Other
2360515832,1520020844,4806410077,INDIV,Other
2363315880,3224837624,6210910010,INDIV,Other
2364415861,0557725772,2036010096,INDIV,Other
2367915863,9118120868,5072010049,INDIV,Other
2367915863,9381820868,9546210112,INDIV,Other
2370115861,2020120855,8662510079,INDIV,Other
2376715812,0637720700,8391110083,MISSING,Other
2376715812,0891520345,8887310036,MISSING,Other
2376715812,3372520542,1690410004,MISSING,Other
2377315740,5853836963,3371610018,INDIV,Other
2377315740,7096820868,0707610046,INDIV,Other
2377315740,7343620868,6663610078,INDIV,Other
2377315740,8565220411,5401710050,INDIV,Other
2377315740,9898120790,7167310016,INDIV,Other
2379215875,6689431713,8906810012,INDIV,Other
2379215875,8414731710,6901210081,INDIV,Other
2382715694,8729920458,1768110007,INDIV,Other
2384815816,5463720361,7612310007,INDIV,Other
2387115863,0802020869,4479210072,INDIV,Other
