hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2401,0.363544,0.389209,0.386978,0.389391,0.379683,0.399929,0.402768,0.395399,0.397619,0.392199,0.393079,0.393561,0.393593,0.374582,0.214019,0
2402,0.379352,0.195202,0.213251,0.170933,0.337294,0.049746,0.018375,0,0.062644,0.14878,0.129958,0.113366,0.125273,0.393487,0,0
2403,0.279709,0,0,0,0,0,0,0,0,0,0,0,0,0.012704,0,0
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,0.080663,0.084436,0.084723,0.085192,0.083695,0.086062,0.087234,0.08123,0.086859,0.085836,0.085224,0.08532,0.085595,0.083723,0,1.275
2406,0.332255,0.354915,0.356531,0.359001,0.347973,0.360731,0.368424,0.366556,0.365557,0.358229,0.359085,0.3588,0.360232,0.346539,0.096981,2.205912
2407,0.340674,0.367182,0.369658,0.374858,0.360614,0.37593,0.386949,0.384191,0.382659,0.371828,0.37472,0.373844,0.376095,0.357582,0.36615,0
2408,0.345835,0.374662,0.378065,0.381485,0.368552,0.38223,0.396024,0.392227,0.389825,0.377769,0.381559,0.380653,0.382973,0.364864,0.390143,1.794382
2409,0.358421,0.390428,0.3945,0.358401,0.38345,0.33204,0.130187,0.166446,0.197411,0.394146,0.352774,0.365623,0.336091,0.379835,0.226376,0
2410,0.379865,0.084827,0.033148,0,0.173437,0,0,0,0,0.004923,0,0,0,0.216419,0,0
2411,0.210311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03098
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,0.346851,0.35903,0.355339,0.356065,0.353193,0,0.363963,0.363313,0.35985,0,0.358188,0.358266,0.359804,0.35176,0,0
2427,0.373026,0.390929,0.384904,0.386246,0.384243,0.312345,0.401389,0.400759,0.391977,0.068281,0.391416,0.392176,0.392193,0.38141,0,0
2428,0.332277,0.098676,0.170181,0.161604,0.174262,0.393793,0,0.015151,0.098363,0.362875,0.103811,0.09731,0.092889,0.205283,0,0
2429,0,0,0,0,0,0.09099,0,0,0,0.392865,0,0,0,0,0,0
2430,0,0,0,0,0,0,0,0,0,0.06912,0,0,0,0,0,1.425
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075534,0.492389
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376003,0
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405879,0
2434,0.101655,0.105411,0.106113,0.100778,0.105228,0.104097,0.104748,0.104487,0.103897,0.103943,0.100781,0.10098,0.101672,0.105966,0.117953,1.65
2435,0.281468,0.296135,0.298585,0.300248,0.295592,0.313516,0.315846,0.313757,0.311649,0.311905,0.299831,0.301055,0.303377,0.297714,0.345826,4.5
2436,3.160713,2.349144,2.278541,2.123575,2.429339,0.333983,0.335661,0.33196,0.329293,0.330458,0.315248,0.317524,0.319884,2.351234,0.37167,1.514313
2437,0.347043,0.359435,0.361194,0.361235,0.360794,0.350793,0.351721,0.347413,0.344148,0.345673,2.148711,2.002115,0.334332,0.359155,0.393382,0
2438,0.366853,0.386435,0.387559,0.389443,0.387104,0.382172,0.381926,0.376962,0.372544,0.374867,0.390643,0.392891,0.363032,0.384356,0.19686,0
2439,0.394161,0.191633,0.176406,0.160698,0.18493,0.327663,0.326863,0.385046,0.405406,0.408551,0.15888,0.140207,0.396889,0.21083,0,0
2440,0.051045,0,0,0,0,0,0,0,0.038992,0.006641,0,0,0.196551,0,0,0.220289
2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37432
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36945
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376689
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,0.247456,0.253408,0.253,0.255781,0.250348,0.25559,0.256582,0.258335,0.256752,0.256046,0.255607,0.256981,0.254189,0.253511,0.263125,0.227585
2447,0.312214,0.33245,0.330838,0.335524,0.326025,0.344632,0.345145,0.347989,0.344927,0.344021,0.33511,0.338101,0.342096,0.330853,0.374884,0.315625
2448,0.338984,0.363907,0.361848,0.367188,0.35535,0.378254,0.378349,0.381589,0.377555,0.376188,0.366796,0.370543,0.375422,0.360501,0.354609,0.341577
2449,0.356074,0.38548,0.382055,0.386073,0.374242,0.403895,0.406649,0.387915,0.406206,0.402988,0.387614,0.391313,0.399127,0.385074,0,1.728879
2450,0.364398,0.394412,0.393072,0.386405,0.382532,0.171275,0.060646,0,0.154911,0.188867,0.375484,0.324097,0.226144,0.390408,0,0
2451,0.377204,0.177413,0.200275,0,0.356115,0,0,0,0,0,0,0,0,0.219005,0,0
2452,0.301659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,0.030789,0.031724,0.031936,0.031273,0.031589,0.03182,0.031614,0.031447,0.031979,0.031809,0.031327,0.031316,0.03148,0.031726,0.032633,0.525
2456,0.309675,0.322313,0.326012,0.321198,0.320135,0.32845,0.327925,0.325807,0.329195,0.326663,0.321548,0.321816,0.322934,0.321321,0.34463,4.062898
2457,0.3404,0.357514,0.363123,0.357269,0.353935,0.367703,0.36715,0.36318,0.366448,0.362461,0.357551,0.358133,0.358358,0.354196,0.385715,0
2458,0.335627,0.355232,0.360342,0.355609,0.351508,0.370468,0.370625,0.367181,0.368637,0.364021,0.356977,0.357274,0.358747,0.352658,0.394915,1.604286
2459,0.363328,0.38717,0.39249,0.385395,0.382673,0.318434,0.332673,0.379671,0.343555,0.398785,0.388713,0.388879,0.392026,0.38435,0.083554,0
2460,0.391121,0.108511,0.041062,0.144745,0.15944,0,0,0,0,0.003044,0.110768,0.107717,0.074626,0.140709,0,0
2461,0.04738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523243
2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,0.237925,0,0.11725,0,0.159514,0,0,0,0,0,0,0,0,0,0,0
2478,0.384191,0.135157,0.388448,0.33843,0.385157,0,0,0,0,0,0.173415,0.180432,0,0,0,0
2479,0.160792,0.385865,0.150334,0.35606,0.17269,0.144206,0.050079,0,0.018539,0.080515,0.389508,0.392219,0.168756,0.345036,0,0
2480,0.18868,0.361859,0.196812,0.196387,0.193888,0.360004,0.358736,0.198702,0.353851,0.354434,0.312096,0.281555,0.355983,0.356984,0.200617,2.7
2481,0.351951,0.370289,0.372544,0.369864,0.364797,0.378584,0.37943,0.366587,0.373333,0.371248,0.371536,0.375128,0.371017,0.367801,0.381027,0.255105
2482,0.329827,0.350752,0.353615,0.352423,0.346065,0.364717,0.367225,0.35892,0.361484,0.358489,0.353532,0.357707,0.355116,0.349894,0.381188,2.316251
2483,0.34076,0.366351,0.370187,0.369112,0.361068,0.387864,0.391019,0.381957,0.382919,0.379101,0.369511,0.375282,0.373685,0.366501,0.361673,0
2484,0.369243,0.347055,0.304223,0.31253,0.393489,0.137885,0.115724,0.238752,0.202941,0.238955,0.30551,0.239125,0.295139,0.367293,0,0
2485,0.359659,0,0,0,0.031809,0,0,0,0,0,0,0,0,0,0,0
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,0.051205,0.047259,0.047237,0.047737,0.046871,0.048806,0.043132,0.043472,0.043192,0.043059,0.047789,0.047819,0.048273,0.047697,0.033903,0.064118
2490,0.276154,0.292051,0.291702,0.296087,0.288348,0.306017,0.308653,0.311826,0.309361,0.308113,0.296724,0.297026,0.301726,0.29642,0.338104,4.118148
2491,0.303674,0.326819,0.323617,0.330832,0.318977,0.344134,0.346126,0.351882,0.348614,0.347544,0.33245,0.332901,0.340323,0.33359,0.385746,0.356596
2492,0.926486,0.354745,0.349391,0.35827,0.343785,0.373625,0.375573,0.382757,0.378964,0.378097,0.361464,0.361921,0.370915,0.362829,0.424304,0.370554
2493,1.477338,0.356243,0.350644,0.359643,0.344606,0.376487,0.379307,0.387254,0.382705,0.381776,0.363876,0.364618,0.373958,0.365113,0.084108,0.355066
2494,0.363856,0.370127,0.36405,0.373876,0.356677,0.39379,0.397519,0.401314,0.401179,0.400127,0.37923,0.380638,0.391515,0.380763,0,0.357822
2495,0.381915,0.392069,0.38562,0.396819,0.376706,0.168302,0.101412,0,0.059795,0.073997,0.373392,0.354353,0.205422,0.353653,0,0.372329
2496,0.210301,0.123937,0.223387,0.051728,0.373732,0,0,0,0,0,0,0,0,0,0,0.509426
2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,0.03108,0.026098,0.026342,0.026445,0.026144,0.026977,0.02717,0.027192,0.027042,0.026912,0.026479,0.026505,0.026759,0.026388,0.032962,0.525
2505,0.294786,0.303905,0.307776,0.310565,0.305068,0.319793,0.323618,0.323995,0.321287,0.319156,0.310431,0.31124,0.315903,0.309767,0.336307,4.095484
2506,0.326133,0.336803,0.343268,0.347941,0.340508,0.361376,0.366219,0.365888,0.362041,0.358978,0.34652,0.348213,0.356175,0.347758,0.381988,0
2507,0.353693,0.366556,0.374915,0.380538,0.371718,0.397632,0.402654,0.402123,0.39694,0.393392,0.377574,0.37966,0.390871,0.380936,0.301652,0
2508,0.380559,0.395531,0.328132,0.254414,0.370127,0.069937,0.017406,0.021235,0.074102,0.110681,0.291375,0.265621,0.137346,0.252221,0,0
2509,0.244167,0.04283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,0.06708,0.063336,0.06318,0.058009,0.062913,0.017325,0.011504,0.011636,0.0116,0.011592,0.058037,0.058196,0.041118,0.058458,0,0.19361
2517,0.353019,0.367864,0.366525,0.372517,0.363943,0.37286,0.371733,0.379196,0.377411,0.377866,0.37276,0.374997,0.382474,0.379504,0,0.354568
2518,0.387222,0.353315,0.368498,0.303934,0.400245,0.28952,0.298391,0.235336,0.249739,0.244568,0.302925,0.280674,0.21525,0.239268,0,0.38267
2519,0.141152,0,0,0,0.000703,0,0,0,0,0,0,0,0,0,0,0.219437
2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017438,0
2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38161,0
2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224546,0
2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084957
2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363003
2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397333
2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444
2535,0.03491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,0.37308,0.372532,0,0,0.379735,0,0,0,0,0,0,0,0,0,0,0
2537,0.349338,0.28317,0.349918,0.079237,0.270895,0,0,0,0,0,0.341789,0.28856,0,0,0,0
2538,0,0,0.255879,0.402351,0,0.041662,0,0,0,0,0.274471,0.327872,0,0.035436,0,0
2539,0,0,0,0.128419,0,0.389306,0.159715,0,0,0.023845,0,0,0,0.391183,0,0
2540,0,0,0,0,0,0.190201,0.405344,0.041898,0.173376,0.392199,0,0,0.30435,0.176619,0,0
2541,0,0,0,0,0,0,0.048359,0.392222,0.412031,0.170916,0,0,0.295587,0,0,0
2542,0,0,0,0,0,0,0,0.421317,0.006728,0,0,0,0,0,0.078089,0
2543,0,0,0,0,0,0,0,0.015939,0,0,0,0,0,0,0.40703,0
2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064517,0.286632
2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373535
2546,0.23173,0.039195,0.039667,0.03461,0.23338,0,0,0,0,0,0.03984,0.039641,0,0,0,0.387091
2547,0.364935,0.352008,0.358564,0.366245,0.365383,0.318293,0.323511,0,0.320021,0.322635,0.361968,0.357813,0.322304,0.316579,0,0.383416
2548,0.39358,0.387435,0.396311,0.338559,0.392664,0.391594,0.320816,0,0.286488,0.328444,0.398495,0.391621,0.321209,0.399007,0,0.037326
2549,0.02257,0.132073,0.03281,0,0.016693,0,0,0,0,0,0.003957,0.069063,0,0.001901,0,0
2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,0.113664,0,0,0,0,0,0,0,0
2558,0,0,0,0,0,0,0,0.401813,0,0,0,0,0,0,0,0
2559,0,0,0,0,0,0,0,0.078938,0,0,0,0,0,0,0.066671,0.074104
2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411646,0.366698
2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031873,0.369811
2562,0.21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,0.379627,0.235289,0.236396,0.238025,0.24412,0.228088,0.214795,0,0.218093,0.224048,0.2372,0.23635,0.234913,0.240813,0,0
2564,0.286536,0.407607,0.409349,0.392892,0.39807,0.375297,0.391313,0,0.344763,0.346748,0.402589,0.40869,0.357645,0.355695,0,0
2565,0,0.016917,0.002465,0,0.085762,0,0,0,0,0,0,0.00647,0,0,0,0
2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,0.250321,0.258844,0.260721,0.258283,0.256821,0.263601,0.266062,0.277383,0.269556,0.267911,0.257499,0.263681,0.263615,0.260335,0.284056,0.243797
2568,0.332089,0.349153,0.352394,0.358703,0.34377,0.365102,0.368382,0.361337,0.376161,0.372848,0.357601,0.357147,0.368382,0.363951,0.411975,0.305553
2569,0.366597,0.385471,0.389544,0.398553,0.382372,0.366401,0.330982,0.400448,0.265047,0.29537,0.395422,0.394335,0.322261,0.383988,0.022985,0.331972
2570,0.390438,0.187474,0.1385,0.046314,0.23651,0,0,0.096572,0,0,0.072001,0.081734,0,0,0,0.353392
2571,0.055291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371822
2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389472
2573,0.082251,0.084774,0.085486,0.085943,0.084364,0.087435,0.088149,0.082786,0.088505,0.087692,0.086598,0.086008,0.087114,0.08655,0,0.098935
2574,0.342162,0.355857,0.360802,0.363136,0.353925,0.371444,0.375302,0.378616,0.377903,0.371966,0.368378,0.363438,0.37057,0.36817,0.100316,0.328764
2575,0.35204,0.368085,0.374942,0.377914,0.365786,0.392186,0.397482,0.401879,0.400891,0.391993,0.385165,0.377738,0.390695,0.384441,0.390743,0.335445
2576,0.357746,0.375743,0.384658,0.388237,0.372693,0.402306,0.22751,0.186383,0.201339,0.402258,0.396704,0.387641,0.402201,0.395209,0.247811,0.339503
2577,0.370854,0.392306,0.278393,0.22972,0.387896,0.072997,0,0,0,0.07134,0.141107,0.237577,0.088544,0.155465,0,0.351146
2578,0.380988,0.065536,0,0,0.117093,0,0,0,0,0,0,0,0,0,0,0.371966
2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34029
2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0.342982,0.301562,0.34075,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,0.349023,0.341092,0.306845,0,0,0,0,0,0,0
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170515
2592,0.085739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362809
2593,0.361795,0,0.271801,0.005633,0,0,0,0,0,0,0.068219,0.011261,0,0.005629,0,0.842578
2594,0.38412,0.3588,0.385305,0.361994,0.359486,0.36588,0,0,0,0.367801,0.366117,0.359619,0.370752,0.364218,0,0
2595,0.153025,0.390338,0.188687,0.401178,0.392795,0.36901,0,0,0,0.350024,0.395036,0.396152,0.307507,0.380604,0,0
2596,0,0.10416,0,0.008914,0.081247,0,0,0,0,0,0,0.057323,0,0,0.368846,0
2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221792,0
2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
2603,0.290918,0.303571,0.306875,0.30355,0.301931,0.316298,0.318648,0.320958,0.318655,0.315058,0.301843,0.302675,0.310707,0.306186,0.333946,4.5
2604,0.304921,0.32037,0.325857,0.327615,0.317366,0.347994,0.34275,0.345908,0.342747,0.344231,0.324633,0.326179,0.337877,0.33363,0.379943,1.656722
2605,0.333864,0.352063,0.358767,0.359623,0.346785,0.387983,0.379878,0.385179,0.379598,0.381587,0.356221,0.358268,0.372099,0.369056,0.311553,0
2606,0.350942,0.372263,0.378296,0.377717,0.364854,0.413656,0.403407,0.411913,0.402487,0.405428,0.375732,0.377357,0.392413,0.390043,0,0
2607,0.373693,0.399133,0.396887,0.400268,0.389112,0.002124,0.100169,0.030174,0.10543,0.067508,0.400492,0.403587,0.204975,0.248629,0,0
2608,0.400074,0.089298,0,0,0.207286,0,0,0,0,0,0.03502,0.002545,0,0,0,0
2609,0.04432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,0.220747,0.226384,0.226068,0.22713,0.223834,0.227008,0.227613,0.23096,0.226404,0.228025,0.225879,0.227162,0.227796,0.226544,0.235,3.15
2612,0.389088,0.39448,0.399166,0.391166,0.393054,0.319609,0.312754,0.275367,0.327518,0.306723,0.39694,0.389788,0.38723,0.399233,0.257022,0.314551
2613,0.076681,0,0.004603,0,0.042989,0,0,0,0,0,0.016499,0,0,0.004341,0,0
2614,0.20596,0.212521,0.207479,0.20885,0.21088,0.214543,0.216419,0.218383,0.215388,0.215904,0.207903,0.208798,0.210631,0.208624,0,2.800129
2615,0.357256,0.370331,0.373346,0.375579,0.366649,0.388611,0.392438,0.397191,0.389571,0.391332,0.371926,0.374678,0.379051,0.375169,0.140352,0
2616,0.389877,0.260465,0.224914,0.203444,0.29877,0.086992,0.054535,0.019205,0.0768,0.064554,0.239534,0.212875,0.168608,0.208161,0.341977,0
2617,0.018908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,0.034927,0.030116,0.030412,0.030582,0.030019,0.031188,0.031574,0.031637,0.031373,0.031275,0.030525,0.030528,0.030905,0.030456,0.033744,0.525
2624,0.300556,0.309989,0.314844,0.316666,0.309036,0.324899,0.33046,0.330984,0.326704,0.325281,0.31468,0.315074,0.320553,0.314337,0.360686,4.123061
2625,0.33136,0.343125,0.350876,0.352627,0.342606,0.364898,0.372731,0.372901,0.366168,0.364036,0.347928,0.34905,0.357802,0.349116,0.384559,0
2626,0.328197,0.34218,0.350387,0.352663,0.343002,0.368448,0.376912,0.376819,0.369076,0.36719,0.347096,0.348319,0.359728,0.35004,0,1.621538
2627,0.352768,0.369416,0.379478,0.382636,0.373824,0.374529,0.269892,0.27074,0.36801,0.38771,0.374335,0.376323,0.393471,0.381219,0,0
2628,0.377127,0.397287,0.261265,0.216047,0.340808,0,0,0,0,0,0.330358,0.299772,0.088362,0.234634,0,0
2629,0.309026,0.01047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637229
2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,0,0.135122,0.117171,0.06162,0,0,0,0,0,0,0.305391,0.224574,0,0,0,0
2646,0.314696,0.384219,0.386124,0.385237,0.256776,0,0,0,0,0,0.393118,0.393657,0.297424,0.321611,0,0
2647,0.357818,0.289724,0.272628,0.294369,0.366034,0.111036,0.106322,0.124492,0.330201,0.12346,0.102256,0.139107,0.373091,0.370952,0.134955,1.5
2648,0.321742,0.332528,0.336582,0.340355,0.336588,0.340075,0.344693,0.34517,0.350063,0.341164,0.334827,0.338646,0.348805,0.341271,0.345714,2.310696
2649,0.344801,0.3587,0.364102,0.369737,0.364045,0.370752,0.377564,0.376444,0.381285,0.370902,0.360103,0.366596,0.376291,0.367458,0.378742,0.375
2650,0.297876,0.312321,0.316892,0.32224,0.314954,0.328983,0.335569,0.335839,0.334907,0.330184,0.3155,0.320286,0.324588,0.319479,0.355068,3.47319
2651,0.331582,0.348956,0.35494,0.362903,0.353107,0.370183,0.377938,0.378844,0.377215,0.371112,0.35055,0.359128,0.362333,0.356651,0.401226,0
2652,0.361992,0.381468,0.388008,0.397981,0.385534,0.388744,0.292501,0.278004,0.267299,0.379795,0.381594,0.391995,0.393882,0.38728,0.069611,0
2653,0.389801,0.237192,0.147812,0.02959,0.185508,0,0,0,0,0,0.223723,0.094443,0.040387,0.145377,0,0
2654,0.396795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,0.200075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,0,0.26439,0.255254,0.258289,0.257912,0.248243,0.247996,0.245106,0.248601,0.247607,0.258669,0.257466,0.249857,0.251583,0,0.332459
2659,0,0.394446,0.400548,0.407692,0.392457,0.392661,0.405799,0.36189,0.391058,0.406522,0.402038,0.406065,0.399561,0.389469,0,0.371521
2660,0.178985,0.080865,0.135529,0.086267,0.386232,0.076833,0.077382,0.07797,0.077384,0.077091,0.081846,0.096968,0.135609,0.383551,0.216793,0.359278
2661,0.312387,0.347138,0.344019,0.348968,0.350864,0.353129,0.355431,0.359457,0.356117,0.353683,0.35016,0.348757,0.347017,0.35081,0.359061,0.31824
2662,0.343937,0.3899,0.383786,0.390683,0.388217,0.394696,0.396981,0.385791,0.398164,0.394059,0.39161,0.39006,0.385175,0.386317,0.399964,0.346891
2663,0.369873,0.121116,0.175369,0.105668,0.085289,0.058021,0.03116,0,0.023043,0.05916,0.095054,0.110703,0.149027,0.104167,0.122522,0.36898
2664,0.385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380038
2665,0.175508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156327
