,cooling,base,SH,WH
0,0.0,0.5974189837427004,0.7466123579999999,0.0
1,0.0,0.580211060500156,0.827893212,0.0
2,0.0,0.5958845052957695,0.865547327,0.0
3,0.0,0.5864745955690277,0.911350277,0.0
4,0.0,0.5707887347211696,0.926700082,0.0
5,0.0,0.5824386470155575,0.9136757259999999,0.0
6,0.0,0.6315726323362904,0.605242214,0.0
7,0.0,0.7094366408505327,0.491816789,0.0
8,0.0,0.6841597419293006,0.486096115,0.0
9,0.0,0.6454698507644987,0.46200888100000004,0.0
10,0.0,0.6758950307805465,0.434168674,0.20583400000000002
11,0.0,0.6189827515668881,0.410503422,0.313977
12,0.0,0.6193172547184951,0.388614219,0.323284
13,0.0,0.6429568021798243,0.374198584,0.317212
14,0.0,0.5836692733160967,0.368221872,0.337175
15,0.0,0.5999977286007222,0.36576183,0.359121
16,0.0,0.6936344972094682,0.366221829,0.378387
17,0.0,0.7231729322917131,0.347337908,0.357626
18,0.0,0.7575459363705257,0.344871219,0.0
19,0.0,0.8689924549012614,0.35937727799999997,0.10403399999999999
20,0.0,0.8702325997860296,0.384020194,0.33108200000000004
21,0.0,0.7069256761155439,0.43855643,0.361504
22,0.0,0.7073682719921545,0.48033737,0.386623
23,0.0,0.5749700241652922,0.5037035870000001,0.061152
24,0.0,0.5479147078143806,0.522655636,0.0
25,0.0,0.5757880231444746,0.541478083,0.0
26,0.0,0.5031241510230464,0.563636389,0.0
27,0.0,0.42268052428877095,0.577772458,0.0
28,0.0,0.44129803506173937,0.596019338,0.0
29,0.0,0.5710991361208932,0.6127296870000001,0.0
30,0.0,0.6412951345294877,0.675208048,0.0
31,0.0,0.7200121991218295,0.611510216,0.0
32,0.0,0.6051980079971471,0.478365776,0.19378599999999999
33,0.0,0.6057289769803416,0.393128195,0.29777600000000004
34,0.0,0.5597837269781125,0.341905832,0.320961
35,0.0,0.5874649586234565,0.279849766,0.340981
36,0.0,0.6008008556323273,0.16022466400000002,0.341122
37,0.0,0.5198650751393037,0.114438485,0.359543
38,0.0,0.5038743096955377,0.084913318,0.379323
39,0.0,0.5578074459679936,0.109586154,0.284022
40,0.0,0.636789506445861,0.26084913600000004,0.0
41,0.0,0.7948577338385414,0.343973154,0.0
42,0.0,0.8657401785895777,0.36750700700000005,0.0
43,0.0,0.8719956797352116,0.43145830700000004,0.0
44,0.0,0.8686667160210404,0.52683086,0.0
45,0.0,0.756978449574288,0.641602015,0.0
46,0.0,0.7055394599830606,0.783242223,0.0
47,0.0,0.6156369896536352,0.9043492809999999,0.0
48,0.0,0.5676379779253777,0.939102618,0.0
49,0.0,0.4811784068871751,0.990669207,0.0
50,0.0,0.42845691174697986,1.102493662,0.0
51,0.0,0.42030394510185887,1.223986231,0.0
52,0.0,0.4226447368332367,1.311511366,1.2
53,0.0,0.6008545794677485,1.327772565,1.494068
54,0.0,0.6335584709356751,1.3470095919999998,0.0
55,0.0,0.6443903842508802,1.106935893,1.835309
56,0.0,0.6459504251682788,0.616911859,0.0
57,0.0,0.5677614081308786,0.500467717,0.0
58,0.0,0.5585435820933446,0.422059023,0.0
59,0.0,0.5038472036954487,0.368034144,0.0
60,0.0,0.5371978162572996,0.310310757,0.0
61,0.0,0.45037748006508255,0.264047421,0.0
62,0.0,0.43724083343556364,0.23321595,0.0
63,0.0,0.5214506358712611,0.250356966,0.0
64,0.0,0.5950617779833282,0.338933938,0.256567
65,0.0,0.762848322631837,0.37778232100000003,0.377542
66,0.0,0.8481824147104712,0.40089193700000003,0.298743
67,0.0,0.8543678016627289,0.453179313,0.0
68,0.0,0.806422105937681,0.48872366899999997,0.0
69,0.0,0.7617644739802967,0.53249555,0.0
70,0.0,0.6082925273614763,0.578535362,0.0
71,0.0,0.5663861473409708,0.613202958,0.0
72,0.0,0.4626485388623902,0.6691762370000001,0.0
73,0.0,0.49608935977354784,0.794046197,0.0
74,0.0,0.4893087324923104,0.98107301,0.0
75,0.0,0.45110598893594256,1.176929625,2.932491
76,0.0,0.5349925149556457,1.299525859,0.0
77,0.0,0.6261950193821602,1.3578791469999998,0.0
78,0.0,0.6313323451344002,1.427664755,0.0
79,0.0,0.6042134877903088,1.171584161,0.0
80,0.0,0.6218150730441759,0.64399354,0.0
81,0.0,0.5558419943832745,0.502238559,2.4
82,0.0,0.5997619665448224,0.360670858,1.9158400000000002
83,0.0,0.564663236981233,0.294951265,0.0
84,0.0,0.5733986200731065,0.22220716199999999,0.0
85,0.0,0.5527102081531673,0.10616289400000001,0.0
86,0.0,0.49510102170463155,0.009243396999999999,0.0
87,0.0,0.5784583378816921,0.030371203,0.0
88,0.0,0.6770341814202291,0.212786093,0.0
89,0.0,0.7671520633085188,0.279659581,0.0
90,0.0,0.7861488775821335,0.324208088,0.0
91,0.0,0.7884319711674765,0.432379866,2.223043
92,0.0,0.722927050853653,0.508373685,3.170645
93,0.0,0.729252666201578,0.5977365029999999,0.360655
94,0.0,0.6603661965229795,0.7003711359999999,0.375157
95,0.0,0.5578913739758391,0.824189556,0.584418
96,0.0,0.4904320203806892,1.048392128,0.0
97,0.0,0.5039319250167165,1.257965079,0.0
98,0.0,0.49047145961752775,1.432622864,0.0
99,0.0,0.4380077802251148,1.6020174459999998,0.0
100,0.0,0.4761411399411581,1.673116215,0.0
101,0.0,0.5109674466232782,1.6628854290000001,0.0
102,0.0,0.5772304767084206,1.656933847,0.0
103,0.0,0.6547913873846566,1.3849369790000001,2.878511
104,0.0,0.6995257067445281,0.792540473,0.0
105,0.0,0.6915648237908438,0.607059545,0.0
106,0.0,0.6418224517318236,0.392860125,0.0
107,0.0,0.5978477028529399,0.293186467,0.0
108,0.0,0.6086908940355726,0.163719014,0.0
109,0.0,0.5093970705835154,0.036412687,0.0
110,6.029704214817456e-05,0.5129447752575889,2.2800000000000002e-05,0.331203
111,0.0015526488353140462,0.5025209581321001,0.004419263,0.374807
112,0.0,0.6296295842820845,0.126305268,0.0
113,0.0,0.7228566100432399,0.248460912,0.0
114,0.0,0.79212100050818,0.275652532,0.0
115,0.0,0.7591271576160122,0.34546851700000003,0.0
116,0.0,0.7805550791779966,0.492333346,0.0
117,0.0,0.7782654123835421,0.585532245,0.0
118,0.0,0.7087975791423349,0.695149337,0.0
119,0.0,0.6503793053715509,0.791972177,0.0
120,0.0,0.5315043335799937,0.951844192,0.0
121,0.0,0.4838763428208443,1.166361897,0.0
122,0.0,0.46542608362234206,1.413280059,0.0
123,0.0,0.4247467020759595,1.6675860919999999,0.0
124,0.0,0.480816880550974,1.729654789,0.0
125,0.0,0.6438864384478225,1.6787221909999999,0.0
126,0.0,0.6469794971024829,1.636210097,0.0
127,0.0,0.671711550269692,1.429442495,0.309371
128,0.0,0.6358671269959435,0.986863565,3.5876629999999996
129,0.0,0.5998941610217092,0.664387045,0.0
130,0.0,0.6936054391120225,0.39295870200000005,0.0
131,0.0,0.6801705361788437,0.334223542,0.0
132,0.0,0.7379741725226229,0.271404525,0.0
133,0.0,0.6602439784201845,0.18096553399999998,0.0
134,0.0,0.5970982498462086,0.044553097,0.0
135,0.0,0.5770363134043596,0.056142919000000006,0.0
136,0.0,0.7470816046315696,0.21850686,0.0
137,0.0,0.8283482189720501,0.279537949,0.0
138,0.0,0.8267523020772969,0.300549754,0.10622999999999999
139,0.0,0.8402565888557035,0.43262255899999996,0.299761
140,0.0,0.8278412632238222,0.529797532,0.32468
141,0.0,0.7447559379931351,0.608284112,0.339694
142,0.0,0.6444531948869968,0.701480623,0.312442
143,0.0,0.572407934493826,0.7845739690000001,0.321836
144,0.0,0.45374695707662815,0.9184863209999999,0.342513
145,0.0,0.39355537837025806,1.097444021,0.361256
146,0.0,0.3972173845299336,1.24697063,0.37808400000000003
147,0.0,0.4665391465252084,1.3624681669999998,0.287498
148,0.0,0.4532320559309946,1.4360866540000001,0.0
149,0.0,0.5046593598270405,1.470307263,0.0
150,0.0,0.6766838155128604,1.5078028680000002,0.0
151,0.0,0.6262790103463647,1.291681502,0.0
152,0.0,0.6633190267775153,0.851832402,0.0
153,0.0,0.6098795914590113,0.511644847,0.297885
154,0.0,0.5823597685418803,0.339164962,0.380379
