,cooling,base,SH,WH
0,0.0,0.00011210376967781028,0.0006070510362665534,0.0
1,0.0,0.00010138289714044649,0.0008017417409826666,0.0
2,0.0,9.818272033878347e-05,0.0007956466419583061,0.0
3,0.0,0.00010088879120219035,0.0007914539754492784,0.0
4,0.0,9.572944650424485e-05,0.0008036815417359613,0.0
5,0.0,8.739864993269827e-05,0.0008057712002670196,0.0
6,0.0,9.429884557779521e-05,0.0008046111753694891,0.0
7,0.0,0.00010293414678139241,0.0008000348355975634,0.0
8,0.0,9.889515208584581e-05,0.0008063541367544159,0.0
9,0.0,9.927434741863569e-05,0.0007850220288160559,0.0
10,0.0,0.00010353397261651746,0.0007416145362715362,0.0002199943961308885
11,0.0,0.00010510692314337991,0.00042280019360004163,0.00033553701431380753
12,0.0,9.566527761972156e-05,0.00036496279519693036,0.00034556930432968997
13,0.0,9.144603930779139e-05,0.0001868440039618923,0.00033947545945047734
14,0.0,9.206077167161907e-05,2.2956409802079164e-05,0.0003609751995279925
15,0.0,9.636177431202229e-05,4.0008720078091305e-05,0.00038473247082647296
16,0.0,0.00011008827819381589,0.00014058872668005592,0.0004051747245544879
17,0.0,0.0001303918865271727,0.00025996666498371635,0.00032904102673830615
18,0.0,0.00014901075588898445,0.0002751989337908067,0.0
19,0.0,0.00015673269842746438,0.0002944354840539,0.0001110945795237033
20,0.0,0.00016207075089316695,0.00030936835373814844,0.00035356960347279027
21,0.0,0.00013561075624812728,0.00034615279892916904,0.00038617826956789225
22,0.0,0.0001185213538013608,0.0003855170796783127,0.0004134441826980143
23,0.0,0.00011316666133784813,0.0004078894404630938,3.729607540687063e-05
24,0.0,9.069649475243428e-05,0.00042090554423447195,0.0
25,0.0,8.210141820804266e-05,0.00042769063430388784,0.0
26,0.0,7.721210358493735e-05,0.00043514537983081086,0.0
27,0.0,7.33914281477075e-05,0.0004277280782303592,0.0
28,0.0,7.369593444853392e-05,0.0004239485041048527,0.0
29,0.0,7.947003547587163e-05,0.00043016414756788567,0.0
30,0.0,8.522115686963251e-05,0.0004429237703371556,0.0
31,0.0,8.255529970264679e-05,0.00044457187486931333,0.0
32,0.0,8.069954367275759e-05,0.00044761964871129346,0.00020812799498166768
33,0.0,0.00010015568930948354,0.0004362303481720939,0.00032160989781349823
34,4.353274334453737e-06,9.45987673045361e-05,0.0004380559696168097,0.0003483460038993032
35,7.26526189602146e-06,8.946212178726867e-05,0.00043063306524282013,0.00037103515015261444
36,6.780504600103112e-06,7.902009198713716e-05,0.00041506334605451937,0.0003721054029369174
37,7.849072447568846e-06,8.727727934691302e-05,0.0003784592684059527,0.00039552010823485555
38,1.000372172433284e-05,7.361844232706357e-05,0.00035282643538826536,0.00042255197006025924
39,9.137782795432325e-06,7.611056050227068e-05,0.0003619509578945957,2.2437009165955493e-05
40,5.192147748344941e-06,9.3448840165356e-05,0.0003633002669881696,0.0
41,1.1765606309347357e-07,0.00012919091177457246,0.000339262725249149,0.0
42,0.0,0.00013620308941070773,0.00033287059533158153,0.0
43,0.0,0.00013703002224653852,0.0003509384219899866,0.0
44,0.0,0.0001370892535458483,0.00036791927501755617,0.0
45,0.0,0.00012759349695516304,0.0003892164030096043,0.0
46,0.0,0.00011224165509845472,0.0006287791893474648,0.0
47,0.0,0.00010211830704084358,0.0007393339174543038,0.0
48,0.0,9.628674482599899e-05,0.0007705452444126623,0.0
49,0.0,8.007904392494241e-05,0.0006265535596004,0.0
50,0.0,7.473010318703327e-05,0.0004720266798688749,0.0
51,0.0,7.964239594492245e-05,0.00047622949228584246,0.0
52,0.0,7.894720477066423e-05,0.00047132612617312153,8.516701430874353e-05
53,0.0,8.159582727109429e-05,0.00046887251533953787,0.000350695027903022
54,0.0,9.70106680407804e-05,0.00048286147817876515,0.0003596528096563338
55,0.0,9.501702143289069e-05,0.00047833242822294103,0.0003649327943168666
56,0.0,9.87400206761349e-05,0.0004649940126842038,0.00037667259498762616
57,0.0,9.512618288326499e-05,0.0004334319916792556,0.0003961254500184226
58,2.2672254429395016e-08,9.655017767591208e-05,0.0003931488588056236,0.00037177453950161104
59,6.525441737772585e-06,8.58264196618401e-05,0.00036641210522620426,0.0
60,1.8588068062878415e-05,7.79277298123974e-05,0.000342823802149594,0.0
61,1.3917073880795657e-05,7.585835565550668e-05,0.00030753533670531527,0.0
62,1.7403663568176253e-05,8.345909845028083e-05,0.0002171189473307126,0.0
63,1.953842008531272e-05,9.317249113006879e-05,0.00017486819954433278,0.0
64,9.162505111884461e-06,0.0001075812926350979,0.0002536372644263214,0.0
65,1.1765606309347357e-07,0.00012736065752340007,0.00029075333471903427,0.0
66,0.0,0.00014361160217880541,0.000273975645153987,0.0
67,0.0,0.00014803296089180632,0.00027176008927399153,0.0
68,0.0,0.00015989610388087637,0.0002801960506097633,0.0
69,0.0,0.00014331264569219422,0.00029873814329381887,0.0
70,0.0,0.00012309466890608539,0.0003290266768537256,0.0
71,0.0,0.00010342250185041172,0.00036220995576762905,0.0
72,0.0,8.999556538324723e-05,0.0003934679460600872,0.0
73,0.0,7.988945182664501e-05,0.0004259831380012629,0.0
74,0.0,7.285136328952249e-05,0.0004374245687735465,7.979021751762267e-05
75,0.0,7.163334685575874e-05,0.00043801428166233617,0.0040320294869919246
76,0.0,7.068535389795199e-05,0.00045286255439047466,0.0
77,0.0,7.471286304069854e-05,0.00044899691331033254,0.0
78,0.0,8.047547743867821e-05,0.000464461873217829,0.0
79,0.0,9.489061966256926e-05,0.00047058324436224605,0.0
80,0.0,9.949841202467062e-05,0.00048772057380858477,0.0
81,0.0,9.844429825789726e-05,0.00048281094561157274,0.00239370652552868
82,0.0,9.428171481390791e-05,0.0004741926570392824,0.0017689512501048283
83,1.4412867728993046e-06,9.278051523963525e-05,0.00047363282104981286,0.0
84,8.576644498310481e-06,9.757632266371565e-05,0.00043860394621990866,0.0
85,1.2371197965142697e-05,9.024132481286444e-05,0.0004157993839826796,0.0
86,1.3034507975464702e-05,8.732708485157691e-05,0.0004068985447321903,0.0
87,1.1013181659249629e-05,8.91356757478166e-05,0.00040882278648123635,0.0
88,6.685830213330814e-06,9.27578333029625e-05,0.0004089142756512783,0.0
89,1.1765606309347357e-07,0.00013453860388404706,0.00039111945288784175,0.0
90,0.0,0.0001379445496146816,0.00039059614709126863,0.0
91,0.0,0.0001287653542997825,0.00038893790941790763,0.0023664650813985965
92,0.0,0.00014126153926331448,0.0003935144343075138,0.003296872211132422
93,0.0,0.00012449079694006762,0.00040053102543510485,0.00038626976235064584
94,0.0,0.00011048931737232808,0.0004178264599710361,0.00040220014524543094
95,0.0,9.944670478706234e-05,0.00043734108525924823,0.0003208024208122199
96,0.0,9.183407912538081e-05,0.0004577002292601373,0.0
97,0.0,8.462364107856395e-05,0.0004713887242182891,0.0
98,0.0,8.022842430107961e-05,0.0004728606359308536,0.0
99,0.0,7.882080450135382e-05,0.0004739476624524547,0.0
100,0.0,7.085772023756095e-05,0.00047660717065400784,0.0
101,0.0,7.622964441621896e-05,0.0004690951836398211,0.0
102,0.0,7.533336561087418e-05,0.00046832886666013857,0.0
103,0.0,7.913680338355914e-05,0.000459618381275836,0.002993753430261241
104,0.0,8.756335280148548e-05,0.00045800996761578724,0.0
105,0.0,9.412936698214353e-05,0.0004411257405459125,0.0
106,0.0,0.00011362744094130589,0.0004204155286154338,0.0
107,0.0,0.00010980509054374886,0.00040463503790152033,0.0
108,4.0515777685191585e-06,0.00010980524089441875,0.0003905204421671849,0.0
109,8.254378383356144e-06,9.695578903697482e-05,0.00037041331628206054,0.0
110,1.0674288567918021e-05,8.867022154011854e-05,0.0003612689032001427,1.21653484975202e-05
111,8.263616349905396e-06,0.00010310778233898589,0.00036428006933689726,0.0003924572277517457
112,2.7902476597728246e-06,0.00011241027719406641,0.00036351295990763723,0.0003153362589774793
113,0.0,0.00013141633991904262,0.00048068822032086957,0.0
114,0.0,0.0001423623037957157,0.0005970236200564564,0.0
115,0.0,0.00014746675555576312,0.0006511457111740814,0.0
116,0.0,0.00015601433857955168,0.0007086200390914009,0.0
117,0.0,0.00014502918585439415,0.0007458889673449729,0.0
118,0.0,0.00011954891093255214,0.0007966725449928142,0.0
119,0.0,0.00010414509065591478,0.0008734319358603109,0.0
120,0.0,9.056924037841641e-05,0.0009998187277372869,0.0
121,0.0,7.955383021371882e-05,0.0010599372528913643,0.0
122,0.0,8.148427642814789e-05,0.0010787023631371395,0.0
123,0.0,8.159391368651252e-05,0.001193600672434176,0.0
124,0.0,8.576505108941696e-05,0.001236773301709252,0.0
125,0.0,8.462172115702985e-05,0.0012024645848110257,0.0
126,0.0,0.0001085914266120336,0.0011922582072233176,0.0
127,0.0,0.00010512696460878876,0.0010642372064950385,0.0046278326160221145
128,0.0,0.00010967684251455335,0.0007216137171780713,2.5613723692723776e-05
129,0.0,0.00010010472855062467,0.00041663010823648464,0.0
130,0.0,9.14374001602503e-05,0.00030676386014023604,0.0
131,0.0,9.269307328832707e-05,0.00018089741400076684,0.0
132,0.0,8.545180752687158e-05,0.00010457019540460592,0.0
133,0.0,8.138302343399909e-05,8.30124363091523e-05,0.0
134,0.0,9.210970103609053e-05,3.0381041333145713e-05,0.0
135,0.0,9.467148612573885e-05,3.508046430050323e-05,0.0
136,0.0,0.00010239273161236678,6.814598466003744e-05,0.0
137,0.0,0.00013916590865560298,8.841257255647052e-05,0.0
138,0.0,0.00015522226791383744,8.130179209405136e-05,0.00011390851452815811
139,0.0,0.000174026414592563,0.0001872485216579822,0.0003224971650322942
140,0.0,0.00016609641140534527,0.00017230360473395368,0.0003502971406850009
141,0.0,0.00012932601945074535,0.00021638068890229766,0.00036694989101571215
142,0.0,0.00011931421226193903,0.00025530577658689787,0.0003374807040125368
143,0.0,0.00010391086317088782,0.0002859962708479401,0.00034873538016078916
144,0.0,8.713436345150654e-05,0.0003107714472691029,0.0003723745619373436
145,0.0,8.059612268979926e-05,0.0003237078291539242,0.00039373706284072835
146,0.0,7.36959309397896e-05,0.00034218109180154287,0.0004139835645684335
147,0.0,7.306393960286786e-05,0.00034637765581286553,8.004235460497835e-05
148,0.0,7.479904708703376e-05,0.00034425790152414586,0.0
149,0.0,7.886676770089821e-05,0.00035917952553728914,0.0
150,0.0,0.00011132813702431415,0.000369219378372632,0.0
151,0.0,0.00011822259399861094,0.00036197380761733973,0.0
152,0.0,0.00011567165052118111,0.000357999562644864,0.0
153,0.0,0.00010451987269389528,0.00036821355194330133,0.00031874702480896595
154,0.0,9.575274357039724e-05,0.0003339583960645652,0.00040783865395000953
155,0.0,0.0001089725036889772,0.0002130880043691874,0.0001253472401114845
156,4.631009451223097e-06,0.00010257178584058286,0.00019598138713150482,0.0
157,5.498223183136258e-06,0.00011076467706965507,0.00018273207794261844,0.0
158,9.409472634140124e-06,0.00010355103565076301,0.00016947303229327245,0.0
159,6.40877718814302e-06,0.0001082432860930461,0.00018381232806282636,0.0
160,5.1985766792415665e-06,0.00011777789332591599,0.00019467854348761363,0.0
161,1.144948848682521e-06,0.0001410629696921942,0.00016667851767623415,0.0
162,2.777351167600557e-07,0.0001508719137208036,0.00013354918643155748,0.0
163,2.2672254429395016e-08,0.00016442629168300578,0.0001394188932811951,0.0
164,0.0,0.00014716144108773975,0.0001678721327696092,0.0
165,0.0,0.00014817897366584717,0.00021201593955094504,0.0
166,0.0,0.00012862173053136577,0.00029947326110503573,0.0
167,0.0,9.566050333377928e-05,0.0003229369097657056,0.0
168,0.0,8.197502131822509e-05,0.00032626737107234796,0.0
169,0.0,7.87978234597222e-05,0.00034932191877849663,0.0
170,0.0,7.518398228514145e-05,0.0003504065506250798,0.0
171,0.0,7.203552215866324e-05,0.00035576720026807426,0.0
